spec_int2006_id,processor_id,hw_avail,test_sponsor,hw_model,bus,sw_auto_parallel,basemean,peakmean,x400_perlbench,x401_bzip2,x403_gcc,x429_mcf,x445_gobmk,x456_hmmer,x458_sjeng,x462_libquantum,x464_h264ref,x471_omnetpp,x473_astar,x483_xalancbmk,link
21,111,2008-11-01,Hewlett-Packard Company,ProLiant BL465c G5,0,false,17.2,20.8,15.4,13.2,14.9,19.8,13.8,18.8,14.6,44.8,23.6,13.8,12.3,16.5,http://www.spec.org/cpu2006/results/res2008q4/cpu2006-20081110-05939.html
22,111,2008-11-01,Hewlett-Packard Company,ProLiant BL495c G5,0,false,17.4,20.9,15.6,13.4,15.2,20.0,14.0,18.6,14.7,44.7,24.2,13.9,12.3,16.8,http://www.spec.org/cpu2006/results/res2008q4/cpu2006-20081110-05979.html
23,111,2008-11-01,Hewlett-Packard Company,ProLiant DL165 G5,0,false,17.4,21.0,15.6,13.5,15.1,19.9,14.0,18.8,14.7,44.3,24.2,14.1,12.4,16.9,http://www.spec.org/cpu2006/results/res2009q1/cpu2006-20090116-06413.html
24,111,2008-11-01,Hewlett-Packard Company,ProLiant DL185 G5,0,false,17.4,20.9,15.7,13.4,15.0,19.8,14.0,18.8,14.7,43.7,24.3,13.9,12.4,16.9,http://www.spec.org/cpu2006/results/res2008q4/cpu2006-20081110-05940.html
25,111,2008-11-01,Hewlett-Packard Company,ProLiant DL365 G5,0,false,17.4,21.1,15.4,13.2,14.9,19.9,13.8,18.8,14.7,44.9,23.7,15.2,13.2,16.2,http://www.spec.org/cpu2006/results/res2009q1/cpu2006-20090118-06428.html
26,111,2008-11-01,Hewlett-Packard Company,ProLiant DL385 G5p,0,false,17.5,21.1,15.4,13.2,15.1,20.1,13.8,18.7,14.6,45.4,23.6,15.4,13.1,16.1,http://www.spec.org/cpu2006/results/res2008q4/cpu2006-20081110-05930.html
27,111,2009-01-01,Hewlett-Packard Company,ProLiant DL165 G5p,0,false,17.4,21.0,15.6,13.4,15.1,19.8,14.0,18.8,14.8,44.4,24.0,13.9,12.4,16.9,http://www.spec.org/cpu2006/results/res2009q1/cpu2006-20090116-06422.html
28,113,2009-06-01,Hewlett-Packard Company,ProLiant BL465c G6,0,true,18.1,21.2,16.0,12.8,15.1,19.1,14.9,17.3,14.7,80.3,22.0,14.4,12.8,16.9,http://www.spec.org/cpu2006/results/res2009q2/cpu2006-20090608-07827.html
29,113,2009-06-01,Hewlett-Packard Company,ProLiant DL165 G6,0,true,18.0,21.1,15.9,12.8,15.0,19.1,14.9,17.1,14.6,79.8,21.7,14.2,12.8,16.8,http://www.spec.org/cpu2006/results/res2009q2/cpu2006-20090608-07830.html
30,119,2007-01-01,Hewlett-Packard Company,Proliant DL365,0,false,12.7,14.0,12.7,10.3,10.0,11.3,14.2,13.8,12.7,15.3,21.0,9.83,9.78,14.9,http://www.spec.org/cpu2006/results/res2007q2/cpu2006-20070528-01179.html
31,120,2007-05-01,Advanced Micro Devices,n4250QE  S4985,0,false,13.5,14.9,13.3,11.0,10.7,12.0,15.3,14.9,13.8,16.4,22.0,10.4,10.5,16.0,http://www.spec.org/cpu2006/results/res2007q2/cpu2006-20070319-00686.html
32,123,2009-02-01,Intel Corporation,Gigabyte MA78GM-S2H Motherboard,0,true,15.1,16.0,16.1,12.9,15.1,12.2,16.9,5.2,14.5,52.5,23.3,12.2,11.5,16.7,http://www.spec.org/cpu2006/results/res2009q2/cpu2006-20090608-07781.html
33,124,2009-02-01,Intel Corporation,Gigabyte MA78GM-S2H Motherboard,0,true,16.0,17.0,17.3,13.8,15.8,12.6,18.2,5.6,15.5,53.7,25.0,12.7,12.4,17.7,http://www.spec.org/cpu2006/results/res2009q2/cpu2006-20090608-07776.html
34,125,2009-02-01,Intel Corporation,Gigabyte MA78GM-S2H Motherboard,0,true,14.5,15.4,15.2,12.0,14.1,11.7,16.3,5.0,14.1,54.2,22.4,12.0,11.0,15.5,http://www.spec.org/cpu2006/results/res2009q2/cpu2006-20090608-07773.html
35,126,2009-02-01,Intel Corporation,Gigabyte MA78GM-S2H Motherboard,0,true,14.7,15.6,15.7,12.3,14.1,11.6,16.7,5.2,14.4,54.9,23.1,11.8,11.0,15.7,http://www.spec.org/cpu2006/results/res2009q2/cpu2006-20090608-07767.html
36,127,2009-02-01,Intel Corporation,Gigabyte MA78GM-S2H Motherboard,0,true,15.2,16.1,16.0,13.0,15.1,12.3,16.9,5.2,14.6,54.5,23.4,12.7,11.7,16.6,http://www.spec.org/cpu2006/results/res2009q2/cpu2006-20090608-07763.html
37,128,2009-01-01,Intel Corporation,Gigabyte MA78GM-S2H Motherboard,0,true,15.8,16.7,17.1,13.5,15.2,12.1,18.0,5.6,15.4,56.7,24.8,12.6,12.0,16.7,http://www.spec.org/cpu2006/results/res2009q2/cpu2006-20090608-07784.html
38,129,2009-04-01,Intel Corporation,Gigabyte MA78GM-S2H Motherboard,0,true,16.0,17.0,17.2,13.8,15.4,12.6,18.1,5.6,15.6,55.3,25.0,12.9,12.5,17.5,http://www.spec.org/cpu2006/results/res2009q2/cpu2006-20090608-07758.html
39,130,2009-01-01,Intel Corporation,Gigabyte MA78GM-S2H Motherboard,0,true,16.4,17.3,18.0,14.2,15.5,12.2,19.0,5.9,16.0,57.1,26.9,12.8,12.7,17.5,http://www.spec.org/cpu2006/results/res2009q2/cpu2006-20090608-07795.html
40,131,2009-04-01,Intel Corporation,Gigabyte MA78GM-S2H Motherboard,0,true,17.6,18.6,19.4,15.5,16.5,13.5,20.4,6.4,17.6,56.6,28.4,13.3,13.7,19.2,http://www.spec.org/cpu2006/results/res2009q2/cpu2006-20090608-07755.html
41,132,2008-04-01,Intel Corporation,Gigabyte MA78GM-S2H Motherboard,0,true,12.7,13.4,13.3,10.3,12.4,9.5,14.8,4.7,12.6,51.4,20.6,10.5,9.3,12.4,http://www.spec.org/cpu2006/results/res2009q2/cpu2006-20090608-07819.html
42,133,2008-04-01,Intel Corporation,Gigabyte MA78GM-S2H Motherboard,0,true,12.6,13.2,13.0,9.9,11.9,9.4,14.6,4.6,12.4,53.9,20.5,10.5,9.2,12.1,http://www.spec.org/cpu2006/results/res2009q2/cpu2006-20090608-07816.html
43,134,2008-04-01,Intel Corporation,Gigabyte MA78GM-S2H Motherboard,0,true,13.2,13.8,13.7,10.5,12.7,9.9,15.3,4.8,13.0,55.6,21.6,11.0,9.7,12.8,http://www.spec.org/cpu2006/results/res2009q2/cpu2006-20090608-07812.html
44,135,2008-07-01,Intel Corporation,Gigabyte MA78GM-S2H Motherboard,0,true,13.4,14.0,14.0,10.5,12.7,9.7,15.7,5.0,13.5,56.3,22.1,10.8,9.7,13.1,http://www.spec.org/cpu2006/results/res2009q2/cpu2006-20090608-07808.html
45,136,2008-06-01,Intel Corporation,Gigabyte MA78GM-S2H Motherboard,0,true,10.9,11.4,11.0,8.6,10.6,8.6,12.2,3.9,10.4,50.3,17.2,9.5,7.8,10.3,http://www.spec.org/cpu2006/results/res2009q2/cpu2006-20090608-07804.html
46,138,2007-06-01,Intel Corporation,Compaq 6515B  AMD Turion 64 X2 TL-56,0,false,6.93,0.0,9.06,5.86,5.49,7.15,10.5,2.89,8.08,8.2,10.0,6.59,5.67,7.78,http://www.spec.org/cpu2006/results/res2007q3/cpu2006-20070723-01531.html
47,139,2007-06-01,Intel Corporation,Compaq 6515B  AMD Turion 64 X2 TL-60,0,false,7.7,0.0,10.1,6.53,6.07,7.95,11.7,3.22,8.98,9.13,11.2,7.32,6.31,8.65,http://www.spec.org/cpu2006/results/res2007q3/cpu2006-20070723-01527.html
48,295,2006-02-01,Bull SAS,Bull Escala PL1650R+   1 CPU,0,false,10.5,13.2,8.01,10.1,12.5,21.9,11.2,7.92,10.2,13.8,18.9,7.97,8.75,4.82,http://www.spec.org/cpu2006/results/res2007q1/cpu2006-20070215-00481.html
49,295,2006-02-01,Bull SAS,Bull Escala PL250R+   1 CPU,0,false,10.1,12.8,7.72,9.7,12.1,21.3,10.8,7.62,9.82,13.3,18.2,7.74,8.49,4.64,http://www.spec.org/cpu2006/results/res2007q1/cpu2006-20070219-00534.html
50,295,2006-02-01,Bull SAS,Bull Escala PL450R+   1 CPU,0,false,10.1,12.8,7.73,9.71,12.1,21.4,10.8,7.62,9.81,13.3,18.2,7.76,8.67,4.66,http://www.spec.org/cpu2006/results/res2007q1/cpu2006-20070205-00337.html
51,301,2007-06-01,IBM Corporation,IBM System p 570   1 core,0,false,17.8,21.6,11.4,12.3,16.4,35.3,15.8,12.1,13.6,52.2,28.2,15.7,12.4,16.2,http://www.spec.org/cpu2006/results/res2007q2/cpu2006-20070518-01096.html
52,301,2007-06-01,IBM Corporation,IBM System p 570   1 core  RHEL,0,false,17.8,21.7,11.3,14.2,16.8,35.2,15.8,12.9,13.9,51.6,23.7,14.5,12.1,18.1,http://www.spec.org/cpu2006/results/res2007q4/cpu2006-20071030-02416.html
53,301,2007-06-01,IBM Corporation,IBM System p 570   1 core  SLES,0,false,17.5,21.3,11.1,14.2,16.8,35.3,15.8,13.0,13.9,51.8,23.2,13.0,11.3,17.7,http://www.spec.org/cpu2006/results/res2007q3/cpu2006-20070708-01387.html
54,301,2007-09-01,IBM Corporation,IBM System i 570   1 core,0,false,17.8,21.6,11.4,12.3,16.4,35.3,15.8,12.1,13.6,52.2,28.2,15.7,12.4,16.2,http://www.spec.org/cpu2006/results/res2007q3/cpu2006-20070712-01429.html
55,298,2007-10-01,Bull SAS,Bull Escala PL1660   1 core,0,false,13.3,16.2,8.47,9.17,12.4,26.7,11.8,9.02,10.2,38.9,21.0,11.9,9.22,11.9,http://www.spec.org/cpu2006/results/res2008q2/cpu2006-20080331-03953.html
56,301,2007-10-01,Bull SAS,Bull Escala PL1660   1 Core,0,false,17.6,21.4,11.3,12.3,16.1,35.0,15.7,12.1,13.5,52.1,28.0,15.6,12.4,16.0,http://www.spec.org/cpu2006/results/res2007q4/cpu2006-20071125-02644.html
57,300,2008-03-01,Bull SAS,Bull Escala PL160   1 core,0,false,14.5,16.9,10.3,10.9,12.6,24.0,13.8,10.7,12.5,41.7,25.1,9.96,9.98,13.2,http://www.spec.org/cpu2006/results/res2008q2/cpu2006-20080331-03950.html
58,300,2008-03-01,Bull SAS,Bull Escala PL1660   1 core,0,false,15.8,19.2,10.2,11.0,14.6,31.3,14.2,10.8,12.1,46.7,25.2,14.0,11.1,14.3,http://www.spec.org/cpu2006/results/res2008q3/cpu2006-20080623-04639.html
59,299,2008-05-01,IBM Corporation,IBM BladeCenter JS12 Express   1 core  RedHat,0,false,13.6,16.1,9.01,11.5,12.3,23.0,12.7,10.5,11.1,40.3,19.2,9.08,9.31,13.9,http://www.spec.org/cpu2006/results/res2008q2/cpu2006-20080401-04046.html
60,372,2007-07-01,Fujitsu Siemens Computers,PRIMERGY TX120,800,false,11.1,11.7,12.1,7.41,10.4,10.7,12.5,8.33,12.1,14.0,19.2,9.15,7.02,15.7,http://www.spec.org/cpu2006/results/res2007q3/cpu2006-20070709-01388.html
61,373,2008-05-01,IBM Corporation,IBM BladeCenter HS12,1066,true,10.9,12.3,10.6,6.68,9.08,10.6,11.0,9.59,10.8,24.6,17.5,8.82,6.72,14.3,http://www.spec.org/cpu2006/results/res2008q2/cpu2006-20080522-04370.html
62,381,2009-07-01,NTT System S. A.,NTT Business W 907G,0,true,16.1,17.6,15.2,9.36,13.1,19.2,15.1,13.3,15.8,60.3,24.9,10.8,9.08,18.5,http://www.spec.org/cpu2006/results/res2009q3/cpu2006-20090729-08287.html
63,381,2009-07-01,NTT System S. A.,NTT Business W 907G,0,true,16.2,17.7,15.2,9.43,13.2,19.2,15.1,13.3,15.8,60.5,25.0,10.9,9.16,18.5,http://www.spec.org/cpu2006/results/res2009q3/cpu2006-20090729-08289.html
64,383,2010-01-01,Fujitsu,PRIMERGY RX100 S6,0,true,18.5,20.1,15.3,10.4,13.4,20.0,15.6,20.8,16.6,121.0,24.1,10.9,11.1,20.3,http://www.spec.org/cpu2006/results/res2010q1/cpu2006-20100201-09484.html
65,383,2010-01-01,Fujitsu,PRIMERGY TX150 S7,0,true,18.5,20.1,15.3,10.4,13.4,19.9,15.7,20.8,16.6,121.0,24.0,10.9,11.1,20.3,http://www.spec.org/cpu2006/results/res2010q1/cpu2006-20100201-09494.html
66,383,2010-01-01,IBM Corporation,IBM System x3200 M3,0,true,18.4,19.9,15.3,10.3,13.4,19.2,16.2,20.7,16.5,118.0,24.7,10.5,11.0,20.2,http://www.spec.org/cpu2006/results/res2010q2/cpu2006-20100524-11085.html
67,383,2010-01-01,IBM Corporation,IBM System x3250 M3,0,true,18.6,20.1,15.4,10.3,13.6,19.8,16.2,20.7,16.6,120.0,24.7,10.8,11.0,20.4,http://www.spec.org/cpu2006/results/res2010q2/cpu2006-20100524-11101.html
68,383,2010-03-01,Fujitsu,CELSIUS W380,0,true,18.5,20.1,15.3,10.3,13.5,20.0,16.2,20.7,16.6,119.0,24.7,10.7,11.0,20.2,http://www.spec.org/cpu2006/results/res2010q1/cpu2006-20100301-09742.html
69,383,2010-04-01,NEC Corporation,Express5800/E110b-1,0,true,18.7,20.1,16.1,10.4,14.5,20.0,16.2,20.7,16.6,117.0,24.6,10.8,11.0,19.3,http://www.spec.org/cpu2006/results/res2010q3/cpu2006-20100621-11779.html
70,383,2010-04-01,NEC Corporation,Express5800/GT110b,0,true,18.5,20.0,15.9,10.3,14.3,19.7,15.5,20.7,16.5,122.0,24.0,10.6,11.0,19.5,http://www.spec.org/cpu2006/results/res2010q2/cpu2006-20100423-10676.html
71,383,2010-08-01,Fujitsu,PRIMERGY TX100 S2,0,true,18.6,20.2,15.5,10.4,13.5,19.9,16.2,20.8,16.6,120.0,24.7,10.9,11.1,20.5,http://www.spec.org/cpu2006/results/res2010q3/cpu2006-20100716-12441.html
72,386,2006-12-01,Supermicro,Motherboard PDSMU,800,false,11.5,12.0,13.0,8.8,8.81,15.8,12.1,7.58,11.5,13.1,18.7,10.1,8.68,14.2,http://www.spec.org/cpu2006/results/res2007q3/cpu2006-20070612-01278.html
73,386,2007-01-01,Intel Corporation,Intel DG965SS motherboard,800,false,11.4,0.0,13.1,8.79,8.06,16.4,11.8,7.51,11.2,13.7,18.5,10.8,8.59,14.1,http://www.spec.org/cpu2006/results/res2007q1/cpu2006-20070122-00291.html
74,386,2007-04-01,Supermicro,Motherboard PDSBA+,800,false,10.7,11.2,12.7,7.69,7.82,13.1,11.9,7.55,11.3,13.2,18.1,8.86,7.77,13.4,http://www.spec.org/cpu2006/results/res2007q2/cpu2006-20070504-01011.html
75,386,2007-04-01,Supermicro,Motherboard PDSM4+,800,false,10.9,11.5,12.8,7.66,8.04,14.0,11.9,7.53,11.3,13.6,18.2,9.35,7.9,13.8,http://www.spec.org/cpu2006/results/res2007q2/cpu2006-20070504-01006.html
76,388,2008-02-01,IBM Corporation,IBM System x 3200 M2,800,true,15.6,17.7,15.3,11.1,14.5,16.6,15.2,12.5,14.2,31.7,24.4,11.8,10.8,19.3,http://www.spec.org/cpu2006/results/res2008q2/cpu2006-20080331-03989.html
77,389,2006-08-01,Intel Corporation,Intel DG965WH motherboard,1066,false,12.3,0.0,13.9,9.55,9.62,17.4,12.5,7.89,11.8,14.8,19.5,11.4,9.16,15.0,http://www.spec.org/cpu2006/results/res2007q1/cpu2006-20070205-00384.html
78,390,2008-05-01,IBM Corporation,IBM BladeCenter HS12,1066,true,12.8,14.7,12.1,8.95,11.8,15.2,11.9,9.72,11.2,27.6,18.7,10.6,8.82,15.6,http://www.spec.org/cpu2006/results/res2008q2/cpu2006-20080425-04193.html
79,391,2006-08-01,Intel Corporation,Intel DG965WH motherboard,1066,false,13.6,0.0,15.8,10.8,10.4,18.7,14.2,9.02,13.4,15.7,22.3,12.2,10.3,16.7,http://www.spec.org/cpu2006/results/res2007q1/cpu2006-20070205-00388.html
80,392,2008-05-01,IBM Corporation,IBM BladeCenter HS12,1066,true,14.1,16.3,13.7,9.98,12.9,16.1,13.5,11.1,12.8,27.9,21.2,11.3,9.82,17.2,http://www.spec.org/cpu2006/results/res2008q2/cpu2006-20080425-04197.html
81,393,2006-08-01,Intel Corporation,Intel DG965WH motherboard,1066,false,15.8,0.0,17.9,13.2,11.9,22.4,16.0,10.1,15.1,17.5,25.3,14.2,12.2,19.5,http://www.spec.org/cpu2006/results/res2007q1/cpu2006-20070205-00392.html
82,394,2006-08-01,Intel Corporation,Intel DG965WH motherboard,1066,false,17.1,0.0,19.8,14.6,12.6,23.7,17.7,11.3,16.7,18.4,28.1,14.9,13.4,21.3,http://www.spec.org/cpu2006/results/res2007q1/cpu2006-20070205-00396.html
83,394,2006-08-01,Intel Corporation,Intel DG965WH motherboard,1066,false,17.9,20.0,19.1,14.4,11.8,24.9,17.8,14.0,16.1,26.2,27.4,15.4,13.7,21.6,http://www.spec.org/cpu2006/results/res2007q3/cpu2006-20070723-01547.html
84,394,2006-08-01,Intel Corporation,Intel DQ965GF motherboard,1066,false,17.8,19.8,19.1,14.3,11.9,24.5,17.8,14.0,16.0,25.7,27.3,15.2,13.6,21.4,http://www.spec.org/cpu2006/results/res2007q3/cpu2006-20070723-01553.html
85,395,2007-07-01,Intel Corporation,ASUS P5K3 motherboard,1333,false,18.3,20.5,19.3,14.4,12.6,26.1,18.0,14.1,16.1,27.0,27.5,16.3,13.8,22.0,http://www.spec.org/cpu2006/results/res2007q3/cpu2006-20070723-01543.html
86,396,2007-07-01,Intel Corporation,ASUS P5K3 motherboard,1333,false,20.2,22.6,21.6,16.2,13.6,27.9,20.1,15.8,18.0,30.5,31.0,17.2,15.3,24.3,http://www.spec.org/cpu2006/results/res2007q3/cpu2006-20070723-01539.html
87,396,2007-07-01,Supermicro,Motherboard C2SBA+,1333,false,19.7,21.9,21.4,16.0,13.0,26.0,20.0,15.8,17.9,30.7,30.8,15.4,15.0,23.7,http://www.spec.org/cpu2006/results/res2007q4/cpu2006-20070917-02089.html
88,396,2007-10-01,Dell Inc.,Dell Precision T3400  Intel E6850,1333,true,19.8,21.3,19.6,16.0,13.7,25.6,19.0,15.8,17.7,42.3,30.9,14.6,14.8,21.5,http://www.spec.org/cpu2006/results/res2007q4/cpu2006-20071210-02857.html
89,396,2007-11-01,Fujitsu Siemens Computers,CELSIUS M460,0,true,20.5,22.6,18.8,15.7,20.2,25.7,19.0,15.8,17.7,41.7,31.4,15.6,14.7,22.4,http://www.spec.org/cpu2006/results/res2008q1/cpu2006-20080107-02953.html
90,396,2007-11-01,Intel Corporation,Asus P5E3 Deluxe,1333,true,21.3,23.0,19.2,16.0,21.0,27.9,19.2,15.7,17.8,49.0,31.3,17.3,15.1,22.8,http://www.spec.org/cpu2006/results/res2007q4/cpu2006-20071112-02562.html
91,397,2009-05-01,Intel Corporation,Intel DQ45CB motherboard,0,true,19.6,21.4,16.3,13.4,16.1,26.0,16.7,14.3,17.4,88.6,28.0,14.2,12.6,18.7,http://www.spec.org/cpu2006/results/res2009q2/cpu2006-20090608-07752.html
92,398,2009-05-01,Intel Corporation,Intel DQ45CB motherboard,0,true,20.4,22.3,17.2,14.1,16.8,26.5,17.6,15.1,18.3,90.5,29.4,14.5,13.2,19.5,http://www.spec.org/cpu2006/results/res2009q2/cpu2006-20090608-07747.html
93,399,2009-04-01,IBM Corporation,IBM System x3200 M2,1067,true,21.4,23.8,18.7,14.8,18.3,26.8,18.3,15.8,19.2,91.7,30.6,14.6,13.1,23.3,http://www.spec.org/cpu2006/results/res2009q3/cpu2006-20090817-08395.html
94,399,2009-04-01,IBM Corporation,IBM System x3250 M2,1067,true,21.4,23.8,18.6,14.8,18.3,26.7,18.3,15.8,19.2,91.7,30.7,14.6,13.1,23.3,http://www.spec.org/cpu2006/results/res2009q3/cpu2006-20090817-08405.html
95,399,2009-05-01,Intel Corporation,Intel DQ45CB motherboard,0,true,21.1,23.0,17.9,14.7,17.3,27.0,18.4,15.8,19.1,92.2,30.9,14.7,13.7,20.2,http://www.spec.org/cpu2006/results/res2009q2/cpu2006-20090608-07741.html
96,401,2009-05-01,Intel Corporation,Intel DQ45CB motherboard,0,true,22.5,24.4,19.5,16.0,19.3,28.4,20.1,17.2,20.9,80.7,34.1,15.4,14.9,21.5,http://www.spec.org/cpu2006/results/res2009q2/cpu2006-20090608-07726.html
97,402,2008-02-01,Intel Corporation,Intel Desktop Board DQ35JO,0,true,19.4,21.4,16.8,14.7,19.2,27.3,17.2,14.0,16.3,38.9,28.2,17.3,13.8,20.9,http://www.spec.org/cpu2006/results/res2008q1/cpu2006-20080303-03597.html
98,402,2009-05-01,Intel Corporation,Intel DQ45CB motherboard,0,true,21.9,23.9,17.5,15.1,18.8,30.1,17.8,15.1,18.5,106.0,29.6,17.1,14.5,21.2,http://www.spec.org/cpu2006/results/res2009q2/cpu2006-20090608-07721.html
99,403,2008-02-01,Intel Corporation,Intel Desktop Board DQ35JO,0,true,21.2,23.5,18.8,16.4,21.0,29.3,19.3,15.7,18.2,39.2,31.7,18.3,15.4,23.2,http://www.spec.org/cpu2006/results/res2008q1/cpu2006-20080303-03593.html
100,403,2008-03-01,Fujitsu Siemens Computers,CELSIUS M460,0,true,21.2,23.5,19.0,16.5,20.7,28.0,19.3,15.8,18.3,40.9,31.9,17.4,15.4,23.4,http://www.spec.org/cpu2006/results/res2008q2/cpu2006-20080317-03707.html
101,403,2008-11-01,NTT System S. A.,NTT Business W 986G,0,true,23.6,26.5,19.4,16.9,20.5,29.6,19.6,16.9,20.5,97.9,32.9,17.4,15.3,26.4,http://www.spec.org/cpu2006/results/res2009q1/cpu2006-20081205-06174.html
102,403,2008-11-01,NTT System S. A.,NTT Business W 986G,0,true,23.6,26.5,19.4,16.9,20.5,29.6,19.6,16.9,20.5,97.9,32.9,17.4,15.3,26.4,http://www.spec.org/cpu2006/results/res2009q1/cpu2006-20081205-06177.html
103,403,2009-05-01,Intel Corporation,Intel DQ45CB motherboard,0,true,24.2,26.3,19.7,17.0,20.5,32.1,19.9,17.0,20.7,112.0,33.4,18.2,16.1,23.6,http://www.spec.org/cpu2006/results/res2009q2/cpu2006-20090608-07717.html
104,404,2008-01-01,Dell Inc.,Dell Precision T3400  Intel E8500,1333,true,21.2,23.3,20.7,17.3,14.7,28.8,20.3,16.7,19.2,41.6,33.1,16.6,16.2,23.2,http://www.spec.org/cpu2006/results/res2008q1/cpu2006-20071210-02859.html
105,404,2008-01-01,Dell Inc.,Dell Precision T3400  Intel E8500,1333,true,22.2,24.4,19.7,17.7,21.5,28.4,20.9,16.7,19.1,42.4,33.9,17.9,16.1,24.7,http://www.spec.org/cpu2006/results/res2008q2/cpu2006-20080428-04253.html
106,404,2008-02-01,Fujitsu Siemens Computers,CELSIUS M460,0,true,22.1,24.3,20.1,17.4,21.5,28.8,20.4,16.7,19.2,41.1,33.8,17.8,16.1,24.5,http://www.spec.org/cpu2006/results/res2008q2/cpu2006-20080317-03710.html
107,404,2008-02-01,Intel Corporation,Intel Desktop Board DQ35JO,0,true,22.2,24.6,19.9,17.3,21.6,30.2,20.3,16.6,19.2,39.6,33.4,18.7,16.2,24.3,http://www.spec.org/cpu2006/results/res2008q1/cpu2006-20080303-03588.html
108,404,2009-05-01,Intel Corporation,Intel DQ45CB motherboard,0,true,25.6,27.9,20.7,18.1,22.4,33.6,21.1,18.0,21.9,117.0,35.4,19.1,17.0,24.9,http://www.spec.org/cpu2006/results/res2009q2/cpu2006-20090608-07713.html
109,405,2008-09-01,Fujitsu Siemens Computers,CELSIUS M460,0,true,22.6,25.1,20.3,18.7,17.2,29.6,22.0,17.6,20.2,41.5,35.0,18.2,17.0,25.8,http://www.spec.org/cpu2006/results/res2008q4/cpu2006-20081010-05545.html
110,405,2009-01-01,Dell Inc.,Dell Precision T3400  Intel E8600,1333,true,26.0,28.5,21.8,18.9,20.8,33.1,22.0,18.9,22.5,119.0,36.7,18.6,17.7,25.5,http://www.spec.org/cpu2006/results/res2008q4/cpu2006-20081124-06127.html
111,405,2009-05-01,Intel Corporation,Intel DQ45CB motherboard,0,true,26.4,28.7,21.8,19.0,22.1,33.8,22.1,18.9,22.8,118.0,37.1,19.2,17.8,25.8,http://www.spec.org/cpu2006/results/res2009q2/cpu2006-20090608-07709.html
112,405,2009-06-01,Intel Corporation,Asus P5E3 Pro motherboard,0,true,27.0,28.1,23.1,20.4,16.5,33.6,22.2,30.5,23.4,108.0,42.8,18.3,18.7,22.9,http://www.spec.org/cpu2006/results/res2010q1/cpu2006-20100215-09684.html
113,406,2009-07-01,NEC Corporation,Express5800/iR110a-1H,1066,true,17.1,18.5,15.0,11.2,13.1,21.6,14.4,15.3,15.5,69.9,24.7,11.5,10.4,18.2,http://www.spec.org/cpu2006/results/res2010q1/cpu2006-20100118-09344.html
114,409,2007-06-01,Intel Corporation,HP dv2000,0,false,11.8,0.0,13.8,9.25,8.01,16.1,12.5,8.01,11.9,13.9,19.7,10.2,8.97,14.6,http://www.spec.org/cpu2006/results/res2007q3/cpu2006-20070723-01523.html
115,409,2007-06-01,Intel Corporation,Lenovo ThinkPad T61,800,false,11.4,0.0,13.3,9.05,7.78,15.7,12.2,7.77,11.5,13.5,19.1,9.97,8.69,14.0,http://www.spec.org/cpu2006/results/res2007q3/cpu2006-20070806-01737.html
116,409,2007-06-01,Intel Corporation,Lenovo ThinkPad T61,800,false,12.1,0.0,14.2,9.63,8.73,16.2,12.9,8.19,12.2,14.0,20.2,10.3,9.13,14.8,http://www.spec.org/cpu2006/results/res2007q3/cpu2006-20070806-01724.html
117,410,2007-06-01,Intel Corporation,ASUS Lamborghini,0,false,13.1,0.0,15.7,11.5,8.81,18.4,13.9,9.11,13.3,11.3,22.5,11.2,10.6,16.5,http://www.spec.org/cpu2006/results/res2007q3/cpu2006-20070723-01562.html
118,410,2007-10-01,NEC Corporation,Express5800/i110Rc-1h,667,true,14.0,16.2,13.9,11.4,13.2,16.8,13.5,11.4,12.9,18.1,22.1,10.7,10.2,18.1,http://www.spec.org/cpu2006/results/res2008q2/cpu2006-20080316-03692.html
119,413,2006-09-01,Dell Inc.,Dell Precision M90  Intel T7600,667,false,14.0,14.5,16.8,12.5,9.69,18.4,15.1,9.75,14.2,13.4,24.3,11.7,11.3,16.4,http://www.spec.org/cpu2006/results/res2007q1/cpu2006-20061226-00184.html
120,413,2007-07-01,Intel Corporation,XPS M1710,0,false,14.4,16.2,16.5,12.1,8.82,19.6,15.1,12.2,13.7,16.0,23.7,11.7,11.5,17.7,http://www.spec.org/cpu2006/results/res2007q3/cpu2006-20070903-01979.html
121,414,2007-06-01,Intel Corporation,Asus G2S,800,false,15.5,17.3,17.0,12.6,9.78,21.5,15.8,12.5,14.2,20.8,24.4,13.0,12.0,18.8,http://www.spec.org/cpu2006/results/res2007q3/cpu2006-20070806-01754.html
122,414,2007-06-01,Intel Corporation,Lenovo ThinkPad T61,800,false,14.9,0.0,17.6,13.1,9.54,20.4,16.1,10.4,15.1,14.4,25.9,12.5,12.0,18.8,http://www.spec.org/cpu2006/results/res2007q3/cpu2006-20070806-01732.html
123,414,2007-06-01,Intel Corporation,Lenovo ThinkPad T61,800,false,15.6,0.0,18.5,13.7,10.7,20.9,16.7,10.7,15.6,15.6,26.8,12.8,12.4,19.5,http://www.spec.org/cpu2006/results/res2007q3/cpu2006-20070806-01720.html
124,414,2007-07-01,Fujitsu Siemens Computers,CELSIUS H250,0,false,16.6,17.6,16.0,13.1,16.4,22.1,16.3,13.1,14.8,22.3,25.5,13.4,12.4,18.8,http://www.spec.org/cpu2006/results/res2007q3/cpu2006-20070720-01493.html
