spec_int2006_id,processor_id,hw_avail,test_sponsor,hw_model,bus,sw_auto_parallel,basemean,peakmean,x400_perlbench,x401_bzip2,x403_gcc,x429_mcf,x445_gobmk,x456_hmmer,x458_sjeng,x462_libquantum,x464_h264ref,x471_omnetpp,x473_astar,x483_xalancbmk,link
125,415,2007-09-01,Intel Corporation,Lenovo Thinkpad T61,0,true,17.5,19.3,16.4,13.9,12.2,23.2,17.1,14.5,16.2,32.2,26.7,14.0,13.5,19.9,http://www.spec.org/cpu2006/results/res2008q3/cpu2006-20080902-05214.html
126,415,2008-01-01,Intel Corporation,Lenovo ThinkPad T61,0,true,17.5,19.2,16.4,14.1,12.2,23.1,17.3,14.6,16.4,31.0,27.0,13.9,13.4,19.8,http://www.spec.org/cpu2006/results/res2008q1/cpu2006-20080107-03013.html
127,416,2009-01-01,NEC Corporation,Express5800/iR110a-1H,1066,true,19.7,22.0,17.3,14.2,16.8,25.3,16.6,14.3,17.2,74.6,27.5,13.8,12.7,22.2,http://www.spec.org/cpu2006/results/res2009q1/cpu2006-20090226-06599.html
128,416,2009-01-01,NEC Corporation,Express5800/R110a-1H,1066,true,19.7,22.0,17.3,14.2,16.8,25.4,16.6,14.3,17.2,74.6,27.5,13.8,12.7,22.2,http://www.spec.org/cpu2006/results/res2009q1/cpu2006-20090226-06596.html
129,417,2008-01-01,Intel Corporation,Alienware Area-51 M15x-R1,0,true,18.3,20.2,16.9,14.3,16.9,24.8,17.1,14.2,16.4,30.8,27.0,15.2,13.7,20.2,http://www.spec.org/cpu2006/results/res2008q1/cpu2006-20080107-03005.html
130,417,2008-01-01,Intel Corporation,Lenovo ThinkPad T61,0,true,18.1,20.1,16.4,14.6,12.5,25.4,17.5,14.7,16.9,30.8,27.0,15.3,14.0,20.8,http://www.spec.org/cpu2006/results/res2008q1/cpu2006-20080107-03008.html
131,417,2008-03-01,Dell Inc.,Dell Precision M6300  Intel T9500,800,true,18.8,20.7,16.7,14.7,18.1,25.4,17.7,14.5,16.7,32.2,26.9,15.6,14.1,21.2,http://www.spec.org/cpu2006/results/res2008q2/cpu2006-20080428-04245.html
132,418,2008-09-01,Intel Corporation,Lenovo Thinkpad T400,0,true,19.4,21.5,17.2,15.3,13.7,27.1,18.3,15.2,17.5,38.6,29.1,16.7,14.7,21.9,http://www.spec.org/cpu2006/results/res2008q3/cpu2006-20080902-05222.html
133,419,2009-03-01,Intel Corporation,Lenovo T400,0,true,23.7,26.1,19.2,17.4,14.8,32.4,20.3,18.0,21.7,100.0,34.1,17.9,16.7,23.9,http://www.spec.org/cpu2006/results/res2009q2/cpu2006-20090608-07682.html
134,422,2007-06-01,Intel Corporation,Asus G2S,800,false,16.4,18.3,18.2,13.6,10.3,22.2,17.0,13.5,15.2,21.3,26.3,13.3,12.8,20.0,http://www.spec.org/cpu2006/results/res2007q3/cpu2006-20070806-01749.html
135,436,2007-09-01,Dell Inc.,Dell Precision 390  Intel QX6800,1066,false,18.4,20.1,21.1,15.6,13.1,24.5,19.2,15.4,17.3,20.9,30.0,14.7,14.4,20.8,http://www.spec.org/cpu2006/results/res2007q3/cpu2006-20070820-01850.html
136,437,2007-10-01,Dell Inc.,Dell Precision T3400  Intel QX6850,1333,true,20.0,21.8,19.5,15.9,13.4,25.3,19.2,15.8,17.6,52.3,30.9,14.5,14.7,21.5,http://www.spec.org/cpu2006/results/res2007q4/cpu2006-20071210-02861.html
137,437,2007-10-01,Sun Microsystems,Sun Ultra 24,1333,true,20.3,23.7,19.1,15.6,17.9,23.5,18.9,15.5,17.3,44.7,30.1,15.8,14.4,25.3,http://www.spec.org/cpu2006/results/res2008q1/cpu2006-20080219-03473.html
138,437,2007-11-01,Intel Corporation,Asus P5E3 Deluxe,1333,true,21.6,23.6,19.3,16.1,19.9,27.8,19.3,15.7,17.8,60.9,30.7,17.2,15.1,22.8,http://www.spec.org/cpu2006/results/res2007q4/cpu2006-20071112-02558.html
139,438,2008-09-01,Dell Inc.,Dell Precision M6400  Intel QX9300,1067,true,20.1,23.3,17.0,14.6,16.9,28.1,18.3,14.7,17.2,52.8,26.5,17.9,14.5,22.4,http://www.spec.org/cpu2006/results/res2008q4/cpu2006-20081013-05595.html
140,438,2008-12-01,Fujitsu Siemens Computers,CELSIUS H270,0,true,19.3,21.9,16.6,14.7,13.1,26.3,18.3,14.7,17.1,49.6,26.9,16.4,14.4,21.8,http://www.spec.org/cpu2006/results/res2008q4/cpu2006-20081124-06018.html
141,439,2007-11-01,Intel Corporation,Asus P5E3 Deluxe,1333,true,22.3,25.5,19.1,16.6,20.4,29.9,19.6,15.8,18.4,62.6,31.1,18.9,15.6,23.6,http://www.spec.org/cpu2006/results/res2007q4/cpu2006-20071112-02554.html
142,439,2008-01-01,Dell Inc.,Dell Precision T3400  Intel QX9650,1333,true,20.8,23.6,19.7,16.5,13.9,27.7,19.5,15.8,18.2,53.4,31.4,16.0,15.4,22.2,http://www.spec.org/cpu2006/results/res2007q4/cpu2006-20071210-02863.html
143,439,2008-01-01,Dell Inc.,Dell Precision T3400  Intel QX9650,1333,true,21.6,24.6,18.6,16.7,19.2,27.6,20.0,15.8,18.1,55.9,31.5,17.4,15.3,23.5,http://www.spec.org/cpu2006/results/res2008q2/cpu2006-20080428-04249.html
144,439,2008-03-01,Fujitsu Siemens Computers,CELSIUS M460,0,true,21.5,24.1,19.0,16.6,18.9,28.0,19.6,15.8,18.3,53.0,31.9,17.3,15.4,23.4,http://www.spec.org/cpu2006/results/res2008q2/cpu2006-20080317-03703.html
145,439,2008-06-01,Dell Inc.,Dell Precision T3400  Intel QX9650,1333,true,24.6,27.0,19.7,17.1,18.6,31.7,20.1,17.0,20.5,162.0,33.4,17.7,16.0,23.2,http://www.spec.org/cpu2006/results/res2008q4/cpu2006-20081204-06161.html
146,440,2008-04-01,Intel Corporation,Asus P5E3 Premium,0,true,27.0,29.7,21.0,18.1,21.5,36.2,21.5,18.1,22.1,186.0,35.3,20.3,17.3,25.4,http://www.spec.org/cpu2006/results/res2008q4/cpu2006-20081024-05695.html
147,440,2009-06-01,Intel Corporation,Asus P5E3 Pro motherboard,0,true,27.3,28.4,22.3,19.4,16.7,33.7,21.5,29.2,22.7,159.0,41.3,18.7,18.2,22.5,http://www.spec.org/cpu2006/results/res2010q1/cpu2006-20100215-09694.html
148,421,2006-07-01,Dell Inc.,Dell Precision 390  Intel X6800,1066,false,17.8,18.5,21.3,15.7,12.9,23.8,19.1,12.3,17.9,17.6,30.9,14.6,14.3,20.8,http://www.spec.org/cpu2006/results/res2007q1/cpu2006-20061226-00186.html
149,421,2006-07-01,Intel Corporation,Intel DG965WH motherboard,1066,false,18.5,0.0,21.7,16.0,13.3,25.1,19.4,12.4,18.2,19.3,31.0,15.7,14.6,23.0,http://www.spec.org/cpu2006/results/res2006q3/cpu2006-20060904-00085.html
150,421,2007-09-01,Dell Inc.,Dell Precision 390  Intel X6800,1066,false,18.5,20.2,21.0,15.6,13.4,24.4,19.1,15.4,17.3,22.5,29.9,14.7,14.4,20.9,http://www.spec.org/cpu2006/results/res2007q3/cpu2006-20070820-01845.html
151,423,2007-08-01,Dell Inc.,Dell Precision M6300  Intel X7900,800,false,17.6,19.2,19.9,14.3,12.3,23.4,18.2,14.5,16.3,23.9,28.3,14.0,13.6,19.8,http://www.spec.org/cpu2006/results/res2007q3/cpu2006-20070820-01843.html
152,423,2007-08-01,Intel Corporation,XPS M1730,0,false,17.4,19.3,19.7,14.5,10.8,23.1,18.3,14.6,16.3,21.8,28.4,13.8,13.6,21.2,http://www.spec.org/cpu2006/results/res2007q3/cpu2006-20070903-01971.html
153,423,2008-01-01,Intel Corporation,Alienware Area-51 M15x-R1,0,true,18.3,19.8,17.7,14.5,17.1,23.0,17.4,14.6,16.3,31.5,28.5,14.0,13.6,19.9,http://www.spec.org/cpu2006/results/res2008q1/cpu2006-20080107-03000.html
154,424,2008-01-01,Dell Inc.,Dell Precision M6300  Intel X9000,800,true,18.4,19.7,18.1,15.1,12.1,25.5,17.7,14.6,16.8,33.0,29.1,14.4,14.1,20.1,http://www.spec.org/cpu2006/results/res2008q1/cpu2006-20071210-02866.html
155,424,2008-01-01,Intel Corporation,Alienware Area-51 M15x-R1,0,true,19.0,20.7,17.6,15.2,17.5,25.4,17.7,14.7,16.9,31.3,28.9,15.6,14.2,20.9,http://www.spec.org/cpu2006/results/res2008q1/cpu2006-20080107-02997.html
156,424,2008-03-01,Dell Inc.,Dell Precision M6300  Intel X9000,800,true,19.3,21.0,17.2,15.3,19.0,25.5,18.4,14.7,16.9,32.5,28.9,15.7,14.3,21.5,http://www.spec.org/cpu2006/results/res2008q2/cpu2006-20080428-04233.html
157,425,2007-01-01,Intel Corporation,Intel DQ965GF motherboard,1066,false,16.3,18.2,17.3,12.9,11.0,23.2,16.1,12.6,14.4,24.9,24.6,14.4,12.3,19.5,http://www.spec.org/cpu2006/results/res2007q3/cpu2006-20070723-01550.html
158,425,2007-07-01,Intel Corporation,ASUS P5K3 motherboard,1066,false,16.5,18.5,17.3,12.9,11.0,23.7,16.1,12.7,14.5,26.7,24.7,14.7,12.4,19.8,http://www.spec.org/cpu2006/results/res2007q3/cpu2006-20070723-01536.html
159,426,2007-05-01,Supermicro,Motherboard PDSMI+,1066,false,16.7,17.6,19.3,14.5,12.4,22.7,17.9,11.2,16.8,16.6,27.9,14.0,13.3,21.1,http://www.spec.org/cpu2006/results/res2007q3/cpu2006-20070723-01555.html
160,426,2007-07-01,Intel Corporation,Intel DQ965GF motherboard,1066,false,17.6,19.7,19.0,14.1,11.5,24.9,17.6,14.0,15.8,24.9,27.2,15.3,13.4,21.3,http://www.spec.org/cpu2006/results/res2007q3/cpu2006-20070723-01534.html
161,426,2007-11-01,Fujitsu Siemens Computers,CELSIUS M460,0,true,18.6,20.8,16.8,14.1,16.5,23.6,17.1,14.0,15.8,46.8,27.9,14.4,13.2,20.0,http://www.spec.org/cpu2006/results/res2008q1/cpu2006-20080107-02957.html
162,427,2009-05-01,Intel Corporation,Intel DQ45CB motherboard,0,true,18.3,20.0,15.0,11.6,14.2,24.1,15.5,13.2,16.1,108.0,25.4,13.3,11.4,17.2,http://www.spec.org/cpu2006/results/res2009q2/cpu2006-20090608-07738.html
163,428,2009-05-01,Intel Corporation,Intel DQ45CB motherboard,0,true,19.4,21.2,16.1,12.4,15.3,25.0,16.6,14.1,17.3,109.0,27.2,13.8,12.1,18.3,http://www.spec.org/cpu2006/results/res2009q2/cpu2006-20090608-07733.html
164,429,2009-05-01,Intel Corporation,Intel DQ45CB motherboard,0,true,20.0,22.0,17.0,12.7,15.5,25.4,17.6,14.9,18.3,101.0,29.0,14.0,12.7,19.0,http://www.spec.org/cpu2006/results/res2009q2/cpu2006-20090608-07730.html
165,430,2008-03-01,Intel Corporation,Intel Desktop Board DQ35JO,0,true,17.5,19.3,15.6,12.8,15.8,23.0,16.1,13.1,15.2,44.2,25.7,14.6,12.0,18.5,http://www.spec.org/cpu2006/results/res2008q1/cpu2006-20080303-03584.html
166,431,2009-05-01,Intel Corporation,Intel DQ45CB motherboard,0,true,20.9,22.9,17.3,13.8,16.1,27.4,17.7,15.1,18.4,118.0,29.3,14.9,13.3,19.8,http://www.spec.org/cpu2006/results/res2009q2/cpu2006-20090608-07706.html
167,432,2008-03-01,Fujitsu Siemens Computers,CELSIUS M460,0,true,19.7,21.9,17.0,14.7,17.4,26.2,17.4,14.1,16.4,54.3,28.4,16.4,13.8,21.1,http://www.spec.org/cpu2006/results/res2008q2/cpu2006-20080317-03698.html
168,432,2008-03-01,Intel Corporation,Intel Desktop Board DQ35JO,0,true,19.7,22.4,16.9,14.6,17.9,27.3,17.4,13.9,16.3,52.4,27.5,17.2,13.8,20.9,http://www.spec.org/cpu2006/results/res2008q1/cpu2006-20080303-03580.html
169,432,2008-04-01,Intel Corporation,Asus P5E3 Premium,0,true,23.2,25.5,17.6,15.2,18.7,33.0,18.0,15.1,18.7,165.0,29.4,18.7,14.6,21.6,http://www.spec.org/cpu2006/results/res2008q4/cpu2006-20081024-05707.html
170,433,2008-03-01,Fujitsu Siemens Computers,CELSIUS M460,0,true,20.6,22.9,18.0,15.7,18.2,27.1,18.5,14.9,17.3,52.8,30.1,16.9,14.6,22.2,http://www.spec.org/cpu2006/results/res2008q2/cpu2006-20080317-03696.html
171,433,2008-03-01,Intel Corporation,Intel Desktop Board DQ35JO,0,true,20.6,23.5,17.9,15.4,18.6,28.3,18.4,14.9,17.3,50.2,29.3,17.7,14.6,22.0,http://www.spec.org/cpu2006/results/res2008q1/cpu2006-20080303-03576.html
172,433,2008-04-01,Intel Corporation,Asus P5E3 Premium,0,true,24.4,26.8,18.7,16.1,19.7,34.1,19.1,16.0,19.8,171.0,31.3,19.2,15.4,22.8,http://www.spec.org/cpu2006/results/res2008q4/cpu2006-20081024-05703.html
173,434,2008-04-01,Intel Corporation,Asus P5E3 Premium,0,true,25.6,28.1,19.8,16.9,20.5,35.2,20.2,17.0,20.8,175.0,33.1,19.8,16.3,24.0,http://www.spec.org/cpu2006/results/res2008q4/cpu2006-20081024-05699.html
174,434,2008-09-01,Fujitsu Siemens Computers,CELSIUS M460,0,true,21.2,23.6,18.5,16.8,15.1,28.0,20.1,15.9,18.3,54.0,31.5,17.4,15.4,23.6,http://www.spec.org/cpu2006/results/res2008q4/cpu2006-20081010-05549.html
175,434,2009-05-01,Intel Corporation,Intel DQ45CB motherboard,0,true,25.0,27.5,19.7,17.2,19.6,32.7,20.2,17.0,20.8,161.0,33.2,18.6,16.2,23.8,http://www.spec.org/cpu2006/results/res2009q2/cpu2006-20090608-07702.html
176,436,2007-09-01,Intel Corporation,Intel D975XBX2 motherboard,1066,true,20.2,22.1,18.7,15.0,17.6,26.9,18.7,15.4,17.3,44.8,30.0,16.4,14.4,21.8,http://www.spec.org/cpu2006/results/res2007q4/cpu2006-20071112-02550.html
177,443,2007-06-01,Intel Corporation,Lenovo ThinkPad T43,0,false,9.72,0.0,10.9,7.76,6.88,13.6,11.4,7.2,10.2,10.3,14.7,8.27,7.57,11.4,http://www.spec.org/cpu2006/results/res2007q3/cpu2006-20070806-01740.html
178,443,2007-06-01,Intel Corporation,Lenovo ThinkPad T43,0,false,9.9,0.0,11.0,7.89,7.33,13.9,11.5,7.25,10.3,10.6,14.8,8.51,7.66,11.5,http://www.spec.org/cpu2006/results/res2007q3/cpu2006-20070806-01728.html
179,444,2006-01-01,Apple Computer; Inc.,,0,false,10.1,10.1,10.3,8.4,8.41,12.6,12.4,8.03,11.3,11.5,16.5,6.76,8.3,10.8,http://www.spec.org/cpu2006/results/res2006q3/cpu2006-20060513-00010.html
180,445,2007-06-01,Intel Corporation,Dell XPS M1710,667,false,11.7,12.7,12.7,9.14,7.93,16.2,13.5,8.04,11.8,17.0,17.4,9.76,9.13,13.7,http://www.spec.org/cpu2006/results/res2007q3/cpu2006-20070806-01751.html
181,445,2007-07-01,Intel Corporation,XPS M1710,0,false,11.7,12.7,12.7,9.14,7.93,16.2,13.5,8.04,11.8,17.0,17.4,9.76,9.13,13.7,http://www.spec.org/cpu2006/results/res2007q3/cpu2006-20070903-01974.html
182,446,2006-09-01,Intel Corporation,Lenovo Thinkpad T60,0,true,12.1,12.9,11.8,9.68,8.9,16.1,13.8,8.45,12.4,17.8,18.5,9.72,9.54,13.3,http://www.spec.org/cpu2006/results/res2008q3/cpu2006-20080902-05218.html
183,446,2008-01-01,Intel Corporation,Lenovo ThinkPad T60,0,true,12.0,13.1,11.7,9.62,8.94,16.0,13.7,8.37,12.3,17.8,18.1,9.73,9.56,13.4,http://www.spec.org/cpu2006/results/res2008q1/cpu2006-20080107-03017.html
184,449,2010-01-01,Bull SAS,NovaScale R410 F2,0,true,24.6,27.6,19.9,15.2,18.0,25.6,20.7,40.6,21.5,109.0,32.4,13.8,14.5,27.7,http://www.spec.org/cpu2006/results/res2010q1/cpu2006-20100126-09436.html
185,449,2010-01-01,Bull SAS,NovaScale T810 F2,0,true,24.6,27.5,19.9,15.3,17.9,25.6,20.7,40.5,21.5,108.0,32.3,13.9,14.5,27.5,http://www.spec.org/cpu2006/results/res2010q1/cpu2006-20100126-09445.html
186,449,2010-01-01,Bull SAS,NovaScale T820 F2,0,true,24.6,27.6,19.9,15.3,18.0,25.7,20.7,40.6,21.5,109.0,32.3,13.9,14.5,27.7,http://www.spec.org/cpu2006/results/res2010q1/cpu2006-20100126-09452.html
187,449,2010-01-01,Dell Inc.,PowerEdge R210,0,true,24.6,27.6,19.9,15.2,18.0,25.6,20.7,40.6,21.5,109.0,32.4,13.8,14.5,27.7,http://www.spec.org/cpu2006/results/res2010q1/cpu2006-20100129-09462.html
188,449,2010-01-01,Dell Inc.,PowerEdge T110,0,true,24.6,27.5,19.9,15.3,17.9,25.6,20.7,40.5,21.5,108.0,32.3,13.9,14.5,27.5,http://www.spec.org/cpu2006/results/res2010q1/cpu2006-20100129-09470.html
189,449,2010-01-01,Dell Inc.,PowerEdge T310,0,true,24.6,27.6,19.9,15.3,18.0,25.7,20.7,40.6,21.5,109.0,32.3,13.9,14.5,27.7,http://www.spec.org/cpu2006/results/res2010q1/cpu2006-20100129-09478.html
190,449,2010-01-01,Fujitsu,CELSIUS W280,0,true,25.5,27.7,20.0,15.1,17.9,26.4,20.0,40.3,21.4,167.0,31.6,14.4,14.5,27.9,http://www.spec.org/cpu2006/results/res2010q1/cpu2006-20100212-09628.html
191,449,2010-01-01,Fujitsu,PRIMERGY RX100 S6,0,true,25.5,27.8,20.0,15.2,17.9,26.1,20.0,40.5,21.5,167.0,31.6,14.2,14.6,27.9,http://www.spec.org/cpu2006/results/res2010q1/cpu2006-20100210-09625.html
192,449,2010-01-01,Fujitsu,PRIMERGY TX150 S7,0,true,25.4,27.7,20.0,15.2,17.8,25.9,20.0,40.5,21.5,167.0,31.6,14.0,14.5,27.8,http://www.spec.org/cpu2006/results/res2010q1/cpu2006-20100118-09372.html
193,449,2010-01-01,IBM Corporation,IBM System x3200 M3,0,true,25.2,27.5,20.1,14.9,17.8,25.0,20.7,40.3,21.4,166.0,32.3,13.6,14.4,26.7,http://www.spec.org/cpu2006/results/res2010q2/cpu2006-20100524-11077.html
194,449,2010-01-01,IBM Corporation,IBM System x3250 M3,0,true,25.4,27.6,20.1,15.0,17.9,25.5,20.6,40.5,21.3,169.0,32.3,13.8,14.4,26.9,http://www.spec.org/cpu2006/results/res2010q2/cpu2006-20100524-11093.html
195,449,2010-04-01,Supermicro,Motherboard X8SIU-F,0,true,25.4,27.6,20.2,15.1,17.9,25.5,20.7,40.1,21.4,169.0,32.4,13.9,14.4,26.9,http://www.spec.org/cpu2006/results/res2010q3/cpu2006-20100621-11882.html
196,450,2010-01-01,Bull SAS,NovaScale R410 F2,0,true,25.3,28.4,20.6,15.7,18.2,25.8,21.5,42.5,22.3,111.0,33.8,13.8,15.0,28.2,http://www.spec.org/cpu2006/results/res2010q1/cpu2006-20100126-09440.html
197,450,2010-01-01,Bull SAS,NovaScale T810 F2,0,true,25.5,28.5,20.7,15.9,18.4,26.2,21.6,42.5,22.4,112.0,33.8,14.2,15.0,28.6,http://www.spec.org/cpu2006/results/res2010q1/cpu2006-20100126-09449.html
198,450,2010-01-01,Bull SAS,NovaScale T820 F2,0,true,25.6,28.6,20.7,16.0,18.5,26.3,21.6,42.6,22.4,113.0,33.8,14.2,15.0,28.7,http://www.spec.org/cpu2006/results/res2010q1/cpu2006-20100126-09456.html
199,450,2010-01-01,Dell Inc.,PowerEdge R210,0,true,25.3,28.4,20.6,15.7,18.2,25.8,21.5,42.5,22.3,111.0,33.8,13.8,15.0,28.2,http://www.spec.org/cpu2006/results/res2010q1/cpu2006-20100129-09466.html
200,450,2010-01-01,Dell Inc.,PowerEdge T110,0,true,25.5,28.5,20.7,15.9,18.4,26.2,21.6,42.5,22.4,112.0,33.8,14.2,15.0,28.6,http://www.spec.org/cpu2006/results/res2010q1/cpu2006-20100129-09474.html
201,450,2010-01-01,Dell Inc.,PowerEdge T310,0,true,25.6,28.6,20.7,16.0,18.5,26.3,21.6,42.6,22.4,113.0,33.8,14.2,15.0,28.7,http://www.spec.org/cpu2006/results/res2010q1/cpu2006-20100129-09482.html
202,450,2010-01-01,Fujitsu,PRIMERGY RX100 S6,0,true,26.3,28.7,20.8,15.7,18.3,26.3,20.9,42.3,22.4,170.0,33.0,14.3,15.1,28.7,http://www.spec.org/cpu2006/results/res2010q1/cpu2006-20100118-09370.html
203,450,2010-01-01,Fujitsu,PRIMERGY TX150 S7,0,true,26.2,28.6,20.7,15.9,18.3,26.2,20.9,42.0,22.3,170.0,33.0,14.2,15.0,28.7,http://www.spec.org/cpu2006/results/res2010q1/cpu2006-20100118-09374.html
204,450,2010-01-01,IBM Corporation,IBM System x3200 M3,0,true,26.0,28.3,20.9,15.6,18.1,25.2,21.5,42.4,22.2,169.0,33.8,13.7,14.8,27.6,http://www.spec.org/cpu2006/results/res2010q2/cpu2006-20100524-11081.html
205,450,2010-01-01,IBM Corporation,IBM System x3250 M3,0,true,26.1,28.4,20.9,15.5,18.3,25.6,21.5,42.3,22.2,172.0,33.8,13.9,14.9,27.7,http://www.spec.org/cpu2006/results/res2010q2/cpu2006-20100524-11097.html
206,450,2010-03-01,Supermicro,Motherboard X8SIT-F,0,true,26.3,28.6,20.9,15.6,18.3,25.8,21.6,42.3,22.3,173.0,33.9,14.1,15.0,27.8,http://www.spec.org/cpu2006/results/res2010q3/cpu2006-20100608-11663.html
207,450,2010-04-01,NEC Corporation,Express5800/GT110b-S,0,true,26.2,28.3,21.3,15.7,19.3,25.8,20.7,42.2,22.2,172.0,32.9,13.8,14.9,27.2,http://www.spec.org/cpu2006/results/res2010q2/cpu2006-20100423-10664.html
208,450,2010-04-01,Supermicro,Motherboard X8SIU-F,0,true,26.3,28.6,21.0,15.7,18.4,25.9,21.6,42.4,22.3,173.0,33.8,14.1,14.9,27.8,http://www.spec.org/cpu2006/results/res2010q3/cpu2006-20100608-11671.html
209,450,2010-07-01,Fujitsu,PRIMERGY TX100 S2,0,true,26.4,28.8,21.1,15.9,18.3,26.1,21.6,42.5,22.4,173.0,33.9,14.2,15.0,28.3,http://www.spec.org/cpu2006/results/res2010q3/cpu2006-20100812-12853.html
210,451,2010-06-01,Supermicro,Motherboard X8SIT-F,0,true,27.9,30.4,22.2,18.1,19.0,26.2,23.0,44.9,23.4,176.0,36.9,14.8,16.7,28.8,http://www.spec.org/cpu2006/results/res2010q3/cpu2006-20100913-13236.html
211,451,2010-07-01,Fujitsu,PRIMERGY TX100 S2,0,true,28.1,30.7,22.4,18.4,19.0,26.4,23.2,45.1,23.5,176.0,36.9,15.0,16.8,29.4,http://www.spec.org/cpu2006/results/res2010q3/cpu2006-20100812-12852.html
212,451,2010-08-01,Fujitsu,PRIMERGY RX100 S6,0,true,28.1,30.7,22.4,18.5,18.9,26.2,23.2,45.1,23.5,176.0,36.9,14.9,16.7,29.1,http://www.spec.org/cpu2006/results/res2010q4/cpu2006-20100917-13343.html
213,451,2010-08-01,Fujitsu,PRIMERGY TX150 S7,0,true,28.0,30.5,22.3,18.3,19.1,26.5,23.1,44.7,23.4,174.0,36.9,15.0,16.7,29.1,http://www.spec.org/cpu2006/results/res2010q3/cpu2006-20100820-13044.html
214,452,2010-08-01,Fujitsu,PRIMERGY RX100 S6,0,true,28.9,31.6,23.2,19.1,19.4,26.7,24.1,47.0,24.4,180.0,38.4,15.1,17.3,30.0,http://www.spec.org/cpu2006/results/res2010q4/cpu2006-20100917-13345.html
215,452,2010-08-01,Fujitsu,PRIMERGY TX100 S2,0,true,28.9,31.6,23.2,19.0,19.4,26.8,24.0,46.8,24.4,180.0,38.4,15.2,17.4,30.1,http://www.spec.org/cpu2006/results/res2010q3/cpu2006-20100820-13047.html
216,452,2010-08-01,Fujitsu,PRIMERGY TX150 S7,0,true,28.8,31.4,23.0,19.0,19.5,26.6,24.0,46.7,24.2,180.0,38.5,15.0,17.2,29.8,http://www.spec.org/cpu2006/results/res2010q3/cpu2006-20100827-13084.html
217,455,2010-01-01,Fujitsu,CELSIUS W380,0,true,28.9,31.7,22.9,17.8,20.1,28.5,22.9,47.1,24.9,182.0,35.8,15.6,16.7,31.9,http://www.spec.org/cpu2006/results/res2010q1/cpu2006-20100212-09644.html
218,456,2010-01-01,Fujitsu,CELSIUS W380,0,true,29.7,32.6,23.7,18.4,20.6,28.9,23.8,48.7,25.8,185.0,37.3,15.9,17.2,32.8,http://www.spec.org/cpu2006/results/res2010q1/cpu2006-20100212-09648.html
219,457,2010-03-01,Intel Corporation,Intel DH57JG motherboard,0,true,28.5,30.0,23.7,16.4,18.2,34.5,24.3,33.8,25.6,185.0,44.3,16.1,17.3,24.3,http://www.spec.org/cpu2006/results/res2010q1/cpu2006-20100215-09674.html
220,458,2010-01-01,Fujitsu,CELSIUS W380,0,true,30.5,33.5,24.4,18.9,21.0,29.0,24.6,50.5,26.6,188.0,38.6,16.0,17.7,33.6,http://www.spec.org/cpu2006/results/res2010q1/cpu2006-20100212-09652.html
221,459,2010-05-01,Fujitsu,CELSIUS W380,0,true,32.2,35.4,25.7,21.7,21.5,29.3,26.2,53.2,27.7,191.0,41.8,16.7,19.6,34.4,http://www.spec.org/cpu2006/results/res2010q2/cpu2006-20100426-10729.html
222,460,2010-01-01,Fujitsu,CELSIUS W280,0,true,30.5,33.6,22.2,16.7,22.7,39.5,20.7,42.3,24.4,228.0,30.2,21.1,17.5,35.5,http://www.spec.org/cpu2006/results/res2010q1/cpu2006-20100212-09632.html
223,461,2010-07-01,HITACHI,HA8000-bd,0,true,20.0,21.8,16.3,12.0,12.2,21.4,16.7,31.7,16.8,134.0,26.1,11.1,11.4,20.9,http://www.spec.org/cpu2006/results/res2010q3/cpu2006-20100608-11631.html
224,463,2010-01-01,Fujitsu,CELSIUS W280,0,true,32.3,35.7,23.5,18.0,24.3,41.9,21.9,44.7,26.2,235.0,31.6,22.3,18.6,38.2,http://www.spec.org/cpu2006/results/res2010q1/cpu2006-20100212-09636.html
225,464,2009-06-01,Intel Corporation,Intel DP55KG motherboard,0,true,32.5,34.6,25.7,18.6,24.0,45.3,23.3,34.0,27.0,237.0,39.5,23.3,19.8,29.2,http://www.spec.org/cpu2006/results/res2010q1/cpu2006-20100215-09690.html
226,464,2010-02-01,Fujitsu,CELSIUS W280,0,true,33.6,36.8,25.0,18.7,25.1,42.8,23.3,47.6,27.1,242.0,34.5,22.3,19.3,38.9,http://www.spec.org/cpu2006/results/res2010q1/cpu2006-20100212-09640.html
227,465,2008-11-01,Intel Corporation,Asus P6T Deluxe,0,true,25.7,28.6,19.2,15.4,22.5,41.2,19.9,15.8,20.7,190.0,31.0,21.5,14.9,25.1,http://www.spec.org/cpu2006/results/res2008q4/cpu2006-20081024-05719.html
228,465,2009-11-01,Intel Corporation,Gigabyte GA-X58A-UD7 motherboard,0,true,28.2,29.5,20.8,16.5,20.1,37.9,20.9,26.9,21.7,244.0,38.0,20.6,17.4,23.6,http://www.spec.org/cpu2006/results/res2010q1/cpu2006-20100215-09677.html
229,466,2008-11-01,Intel Corporation,Asus P6T Deluxe,0,true,27.8,30.8,21.0,16.7,23.9,43.9,21.7,17.3,22.5,199.0,33.9,22.5,16.3,27.3,http://www.spec.org/cpu2006/results/res2008q4/cpu2006-20081024-05715.html
230,467,2009-06-01,Intel Corporation,Asus P6T Deluxe,0,true,29.1,32.1,21.9,17.4,25.1,45.1,22.8,18.1,23.9,212.0,36.6,23.3,16.9,28.7,http://www.spec.org/cpu2006/results/res2009q2/cpu2006-20090608-07694.html
