spec_fp2000_id,processor_id,hw_avail,test_sponsor,hw_model,bus,sw_auto_parallel,basemean,peakmean,168_wupwise,171_swim,172_mgrid,173_applu,177_mesa,178_galgel,179_art,183_equake,187_facerec,188_ammp,189_lucas,191_fma3d,200_sixtrack,301_apsi,link
487,295,2006-08-01,IBM Corporation,IBM IntelliStation POWER 285 Workstation   1 CPU,0,false,3100.0,3324.0,3155.0,4296.0,2812.0,2530.0,1448.0,6897.0,15484.0,6402.0,2828.0,1558.0,5600.0,1822.0,924.0,1912.0,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060723-06641.html
488,288,2002-03-01,IBM Corporation,IBM IntelliStation POWER Model 265,0,false,396.0,401.0,570.0,402.0,325.0,318.0,316.0,886.0,751.0,495.0,413.0,323.0,276.0,337.0,231.0,327.0,http://www.spec.org/cpu2000/results/res2002q1/cpu2000-20020128-01227.html
489,337,2001-09-01,IBM Corporation,IBM RS/6000 Model M80,0,false,359.0,376.0,506.0,293.0,201.0,240.0,289.0,717.0,1201.0,272.0,412.0,390.0,304.0,265.0,250.0,373.0,http://www.spec.org/cpu2000/results/res2001q3/cpu2000-20010809-00786.html
490,19,2006-09-01,IBM Corporation,IBM System X 3105  TM  64 3500+,0,false,1700.0,1829.0,2466.0,2603.0,1563.0,1944.0,1750.0,2549.0,2060.0,1605.0,2270.0,1018.0,1917.0,1542.0,735.0,1166.0,http://www.spec.org/cpu2000/results/res2006q4/cpu2000-20060918-07369.html
491,93,2006-09-01,IBM Corporation,IBM System X 3105  TM  1210,0,false,1546.0,1678.0,2116.0,2275.0,1318.0,1657.0,1442.0,2488.0,2235.0,1396.0,2021.0,1126.0,1735.0,1303.0,606.0,1212.0,http://www.spec.org/cpu2000/results/res2006q4/cpu2000-20060918-07352.html
492,94,2006-09-01,IBM Corporation,IBM System X 3105  TM  1212,0,false,1705.0,1859.0,2351.0,2519.0,1465.0,1838.0,1498.0,2749.0,2475.0,1546.0,2234.0,1246.0,1918.0,1443.0,672.0,1346.0,http://www.spec.org/cpu2000/results/res2006q4/cpu2000-20060918-07367.html
493,95,2006-09-01,IBM Corporation,IBM System X 3105  TM  1214,0,false,1806.0,1962.0,2463.0,2572.0,1561.0,1942.0,1752.0,2929.0,2526.0,1565.0,2360.0,1343.0,1942.0,1535.0,738.0,1445.0,http://www.spec.org/cpu2000/results/res2006q4/cpu2000-20060918-07363.html
494,96,2006-09-01,IBM Corporation,IBM System X 3105  TM  1216,0,false,1894.0,2059.0,2593.0,2612.0,1653.0,2042.0,1899.0,3090.0,2576.0,1596.0,2461.0,1437.0,1953.0,1620.0,802.0,1540.0,http://www.spec.org/cpu2000/results/res2006q4/cpu2000-20060918-07356.html
495,591,2006-11-01,IBM Corporation,IBM System X 3200    4MB L2 Cache,1066,false,1983.0,0.0,3367.0,2647.0,1252.0,1736.0,1851.0,4078.0,5171.0,2707.0,1939.0,1147.0,2107.0,1534.0,743.0,1332.0,http://www.spec.org/cpu2000/results/res2006q4/cpu2000-20061030-07736.html
496,592,2006-11-01,IBM Corporation,IBM System X 3200    4MB L2 Cache,1066,false,2167.0,0.0,3627.0,2634.0,1393.0,1833.0,2107.0,4522.0,5639.0,2919.0,2144.0,1272.0,2285.0,1665.0,849.0,1495.0,http://www.spec.org/cpu2000/results/res2006q4/cpu2000-20061030-07738.html
497,665,2007-02-01,IBM Corporation,IBM System X 3200    8MB L2 Cache,1066,false,2268.0,0.0,3560.0,2584.0,1398.0,1792.0,2105.0,5171.0,7462.0,2991.0,2262.0,1556.0,2291.0,1653.0,855.0,1491.0,http://www.spec.org/cpu2000/results/res2007q1/cpu2000-20070122-08360.html
498,593,2006-11-01,IBM Corporation,IBM System X 3200    4MB L2 Cache,1066,false,2522.0,0.0,3899.0,2773.0,1562.0,1996.0,2363.0,5851.0,8417.0,3256.0,2568.0,1750.0,2511.0,1838.0,961.0,1655.0,http://www.spec.org/cpu2000/results/res2006q4/cpu2000-20061030-07744.html
499,666,2007-02-01,IBM Corporation,IBM System X 3200    8MB L2 Cache,1066,false,2514.0,0.0,3892.0,2801.0,1559.0,1970.0,2358.0,5805.0,8391.0,3255.0,2526.0,1749.0,2493.0,1825.0,961.0,1663.0,http://www.spec.org/cpu2000/results/res2007q1/cpu2000-20070122-08356.html
500,591,2006-11-01,IBM Corporation,IBM System X 3250    4MB L2 Cache,1066,false,2007.0,0.0,3439.0,2713.0,1260.0,1768.0,1850.0,4103.0,5291.0,2764.0,1954.0,1161.0,2133.0,1552.0,743.0,1339.0,http://www.spec.org/cpu2000/results/res2006q4/cpu2000-20061016-07560.html
501,592,2006-11-01,IBM Corporation,IBM System X 3250    4MB L2 Cache,1066,false,2204.0,0.0,3724.0,2734.0,1405.0,1880.0,2105.0,4562.0,5800.0,3001.0,2171.0,1289.0,2338.0,1693.0,849.0,1505.0,http://www.spec.org/cpu2000/results/res2006q4/cpu2000-20061016-07571.html
502,665,2007-02-01,IBM Corporation,IBM System X 3250    8MB L2 Cache,1066,false,2292.0,0.0,3665.0,2634.0,1406.0,1829.0,2105.0,5171.0,7458.0,3087.0,2275.0,1577.0,2310.0,1669.0,855.0,1500.0,http://www.spec.org/cpu2000/results/res2007q1/cpu2000-20070122-08352.html
503,593,2006-11-01,IBM Corporation,IBM System X 3250    4MB L2 Cache,1066,false,2547.0,0.0,3988.0,2840.0,1574.0,2036.0,2360.0,5853.0,8387.0,3339.0,2577.0,1754.0,2551.0,1865.0,961.0,1662.0,http://www.spec.org/cpu2000/results/res2006q4/cpu2000-20061016-07569.html
504,666,2007-02-01,IBM Corporation,IBM System X 3250    8MB L2 Cache,1066,false,2504.0,0.0,3883.0,2726.0,1556.0,1955.0,2350.0,5807.0,8400.0,3274.0,2517.0,1751.0,2478.0,1816.0,961.0,1658.0,http://www.spec.org/cpu2000/results/res2007q1/cpu2000-20070122-08348.html
505,293,2005-10-01,IBM Corporation,IBM System p5 505   1 CPU,0,false,2390.0,2528.0,2433.0,3359.0,2193.0,2149.0,1023.0,4598.0,13693.0,5099.0,2160.0,1199.0,3423.0,1516.0,735.0,1587.0,http://www.spec.org/cpu2000/results/res2005q4/cpu2000-20051003-04885.html
506,295,2006-08-01,IBM Corporation,IBM System p5 505   1 CPU,0,false,3057.0,3301.0,2763.0,4245.0,2808.0,2542.0,1352.0,6474.0,15726.0,6448.0,2856.0,1552.0,5579.0,1851.0,924.0,1983.0,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060724-06657.html
507,295,2006-08-01,IBM Corporation,IBM System p5 505   1 CPU  SLES,0,false,2773.0,3293.0,3379.0,3398.0,2375.0,2173.0,1431.0,5561.0,14340.0,5366.0,2819.0,1392.0,3437.0,1738.0,916.0,2043.0,http://www.spec.org/cpu2000/results/res2006q4/cpu2000-20061011-07517.html
508,293,2006-08-01,IBM Corporation,IBM System p5 505Q   1 CPU,0,false,2442.0,2610.0,2386.0,3254.0,2212.0,2026.0,1122.0,5423.0,12206.0,5032.0,2239.0,1235.0,4614.0,1462.0,728.0,1519.0,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060724-06649.html
509,294,2006-02-01,IBM Corporation,IBM System p5 510   1 CPU,0,false,2850.0,3048.0,2678.0,4013.0,2563.0,2362.0,1327.0,5890.0,15565.0,5869.0,2604.0,1398.0,5210.0,1724.0,843.0,1823.0,http://www.spec.org/cpu2000/results/res2006q1/cpu2000-20060213-05585.html
510,295,2006-08-01,IBM Corporation,IBM System p5 510   1 CPU,0,false,3057.0,3301.0,2763.0,4245.0,2808.0,2542.0,1352.0,6474.0,15726.0,6448.0,2856.0,1552.0,5579.0,1851.0,924.0,1983.0,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060723-06644.html
511,295,2006-08-01,IBM Corporation,IBM System p5 510   1 CPU  SLES,0,false,2773.0,3293.0,3379.0,3398.0,2375.0,2173.0,1431.0,5561.0,14340.0,5366.0,2819.0,1392.0,3437.0,1738.0,916.0,2043.0,http://www.spec.org/cpu2000/results/res2006q4/cpu2000-20061011-07513.html
512,293,2006-08-01,IBM Corporation,IBM System p5 510Q   1 CPU,0,false,2442.0,2610.0,2386.0,3254.0,2212.0,2026.0,1122.0,5423.0,12206.0,5032.0,2239.0,1235.0,4614.0,1462.0,728.0,1519.0,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060724-06673.html
513,293,2006-02-01,IBM Corporation,IBM System p5 520   1 CPU,0,false,2502.0,2676.0,2292.0,3727.0,2234.0,2087.0,1158.0,5121.0,13485.0,5100.0,2266.0,1221.0,4705.0,1513.0,733.0,1601.0,http://www.spec.org/cpu2000/results/res2006q1/cpu2000-20060213-05589.html
514,294,2005-10-01,IBM Corporation,IBM System p5 520   1 CPU,0,false,2839.0,3030.0,2670.0,4049.0,2569.0,2260.0,1291.0,5882.0,15478.0,5864.0,2605.0,1398.0,5331.0,1740.0,841.0,1792.0,http://www.spec.org/cpu2000/results/res2005q4/cpu2000-20051003-04889.html
515,295,2006-08-01,IBM Corporation,IBM System p5 520   1 CPU,0,false,3057.0,3301.0,2763.0,4245.0,2808.0,2542.0,1352.0,6474.0,15726.0,6448.0,2856.0,1552.0,5579.0,1851.0,924.0,1983.0,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060724-06661.html
516,295,2006-08-01,IBM Corporation,IBM System p5 520   1 CPU  SLES,0,false,2772.0,3283.0,3408.0,3411.0,2392.0,2177.0,1398.0,5552.0,14141.0,5544.0,2817.0,1395.0,3371.0,1727.0,917.0,2044.0,http://www.spec.org/cpu2000/results/res2006q4/cpu2000-20061011-07525.html
517,293,2006-08-01,IBM Corporation,IBM System p5 520Q   1 CPU,0,false,2442.0,2610.0,2386.0,3254.0,2212.0,2026.0,1122.0,5423.0,12206.0,5032.0,2239.0,1235.0,4614.0,1462.0,728.0,1519.0,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060724-06665.html
518,293,2006-08-01,IBM Corporation,IBM System p5 520Q   1 CPU  SLES,0,false,2152.0,2580.0,2619.0,2547.0,1864.0,1677.0,1099.0,4379.0,11176.0,4146.0,2220.0,1096.0,2638.0,1332.0,722.0,1595.0,http://www.spec.org/cpu2000/results/res2006q4/cpu2000-20061011-07529.html
519,294,2005-10-01,IBM Corporation,IBM System p5 550   1 CPU,0,false,2815.0,3007.0,2612.0,3924.0,2556.0,2221.0,1293.0,5893.0,15547.0,5861.0,2604.0,1402.0,5239.0,1691.0,841.0,1783.0,http://www.spec.org/cpu2000/results/res2005q4/cpu2000-20051003-04893.html
520,295,2006-08-01,IBM Corporation,IBM System p5 550   1 CPU,0,false,3125.0,3321.0,3086.0,4186.0,2805.0,2488.0,1520.0,6915.0,17207.0,6396.0,2838.0,1570.0,5523.0,1859.0,924.0,1921.0,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060724-06681.html
521,295,2006-08-01,IBM Corporation,IBM System p5 550   1 CPU  SLES,0,false,2778.0,3282.0,3401.0,3406.0,2418.0,2180.0,1404.0,5575.0,14164.0,5523.0,2815.0,1399.0,3397.0,1735.0,916.0,2051.0,http://www.spec.org/cpu2000/results/res2006q4/cpu2000-20061011-07533.html
522,292,2005-10-01,IBM Corporation,IBM System p5 550Q   1 CPU,0,false,2179.0,2263.0,2009.0,2942.0,2019.0,1901.0,985.0,4140.0,12221.0,4620.0,1977.0,1104.0,4213.0,1307.0,666.0,1301.0,http://www.spec.org/cpu2000/results/res2005q4/cpu2000-20051003-04897.html
523,293,2006-08-01,IBM Corporation,IBM System p5 550Q   1 CPU,0,false,2458.0,2612.0,2360.0,3201.0,2202.0,2014.0,1198.0,5439.0,13493.0,5036.0,2240.0,1240.0,4543.0,1417.0,724.0,1527.0,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060807-06966.html
524,293,2006-08-01,IBM Corporation,IBM System p5 550Q   1 CPU  SLES,0,false,2157.0,2573.0,2593.0,2501.0,1860.0,1666.0,1091.0,4377.0,11162.0,4433.0,2220.0,1104.0,2651.0,1325.0,722.0,1598.0,http://www.spec.org/cpu2000/results/res2006q4/cpu2000-20061011-07537.html
525,294,2006-02-01,IBM Corporation,IBM System p5 575   1 CPU  SLES,0,false,2543.0,2979.0,3155.0,3246.0,2221.0,2023.0,1275.0,5015.0,12781.0,4997.0,2556.0,1265.0,3166.0,1609.0,830.0,1837.0,http://www.spec.org/cpu2000/results/res2006q4/cpu2000-20061011-07521.html
526,296,2006-02-01,IBM Corporation,IBM System p5 575   1 CPU  SLES,0,false,2896.0,3418.0,3542.0,3567.0,2534.0,2281.0,1474.0,5824.0,14652.0,5749.0,2935.0,1444.0,3545.0,1822.0,961.0,2100.0,http://www.spec.org/cpu2000/results/res2006q4/cpu2000-20061011-07541.html
527,297,2006-08-01,IBM Corporation,IBM System p5 595   1 CPU,0,false,3369.0,3642.0,3230.0,4712.0,3092.0,2509.0,1552.0,7542.0,17068.0,7023.0,3097.0,1715.0,6469.0,2001.0,1006.0,2117.0,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060724-06701.html
528,293,2005-02-01,IBM Corporation,IBM eServer OpenPower 710   1 CPU  Linux,0,false,1828.0,1919.0,1968.0,2129.0,1774.0,1470.0,893.0,3966.0,8696.0,2617.0,1891.0,1101.0,2054.0,1260.0,748.0,1306.0,http://www.spec.org/cpu2000/results/res2005q1/cpu2000-20050211-03833.html
529,293,2004-09-01,IBM Corporation,IBM eServer OpenPower 720   4CPU  Linux,0,false,1865.0,1966.0,2224.0,2160.0,1766.0,1458.0,1026.0,3991.0,8061.0,2937.0,1846.0,1093.0,2078.0,1262.0,749.0,1296.0,http://www.spec.org/cpu2000/results/res2004q4/cpu2000-20041018-03450.html
530,76,2005-09-01,IBM Corporation,IBM eServer e326  TM  246,0,false,1451.0,1580.0,1971.0,2262.0,1348.0,1526.0,1509.0,2350.0,2045.0,1206.0,1794.0,980.0,1405.0,1214.0,638.0,1199.0,http://www.spec.org/cpu2000/results/res2005q2/cpu2000-20050613-04256.html
531,77,2004-09-01,IBM Corporation,IBM eServer e326  TM  248,0,false,1553.0,1687.0,2119.0,2330.0,1447.0,1622.0,1643.0,2534.0,2142.0,1265.0,1923.0,1069.0,1483.0,1298.0,707.0,1296.0,http://www.spec.org/cpu2000/results/res2005q2/cpu2000-20050613-04257.html
532,79,2005-02-01,IBM Corporation,IBM eServer e326  TM  252,0,false,1833.0,2008.0,2543.0,2388.0,1691.0,1913.0,2009.0,3052.0,2239.0,1454.0,2335.0,1435.0,2005.0,1484.0,750.0,1645.0,http://www.spec.org/cpu2000/results/res2005q3/cpu2000-20050711-04379.html
533,293,2004-08-01,IBM Corporation,IBM eServer i5 520   1 CPU,0,false,2034.0,2138.0,1984.0,2213.0,2144.0,1611.0,1033.0,4372.0,8598.0,4303.0,2060.0,1188.0,2519.0,1350.0,733.0,1345.0,http://www.spec.org/cpu2000/results/res2004q3/cpu2000-20040820-03350.html
534,293,2004-08-01,IBM Corporation,IBM eServer i5 550   1 CPU,0,false,2121.0,2221.0,1932.0,2705.0,2192.0,1936.0,1038.0,4369.0,8659.0,4303.0,2059.0,1197.0,2922.0,1371.0,735.0,1369.0,http://www.spec.org/cpu2000/results/res2004q3/cpu2000-20040820-03354.html
535,293,2005-02-01,IBM Corporation,IBM eServer p5 510   1 CPU,0,false,2071.0,2236.0,2176.0,2216.0,2168.0,1639.0,1049.0,4668.0,8295.0,4384.0,2086.0,1190.0,2588.0,1308.0,732.0,1424.0,http://www.spec.org/cpu2000/results/res2005q1/cpu2000-20050207-03769.html
536,293,2004-08-01,IBM Corporation,IBM eServer p5 520   1 CPU,0,false,2034.0,2138.0,1984.0,2213.0,2144.0,1611.0,1033.0,4372.0,8598.0,4303.0,2060.0,1188.0,2519.0,1350.0,733.0,1345.0,http://www.spec.org/cpu2000/results/res2004q3/cpu2000-20040712-03236.html
537,292,2004-10-01,IBM Corporation,IBM eServer p5 520 Express   1 CPU,0,false,1909.0,2041.0,2031.0,2131.0,1968.0,1576.0,953.0,4244.0,7563.0,3976.0,1919.0,1081.0,2423.0,1214.0,653.0,1315.0,http://www.spec.org/cpu2000/results/res2005q1/cpu2000-20050207-03772.html
538,293,2004-08-01,IBM Corporation,IBM eServer p5 550   1 CPU,0,false,2121.0,2221.0,1932.0,2705.0,2192.0,1936.0,1038.0,4369.0,8659.0,4303.0,2059.0,1197.0,2922.0,1371.0,735.0,1369.0,http://www.spec.org/cpu2000/results/res2004q3/cpu2000-20040712-03240.html
539,292,2004-10-01,IBM Corporation,IBM eServer p5 550 Express   1 CPU,0,false,1914.0,2072.0,1911.0,2156.0,1993.0,1605.0,955.0,4251.0,7573.0,3992.0,1903.0,1083.0,2499.0,1227.0,662.0,1309.0,http://www.spec.org/cpu2000/results/res2005q2/cpu2000-20050310-03905.html
540,294,2004-09-01,IBM Corporation,IBM eServer p5 570   1 CPU,0,false,2576.0,2702.0,2422.0,3878.0,2622.0,2549.0,1195.0,5036.0,9927.0,4960.0,2371.0,1374.0,3889.0,1745.0,849.0,1627.0,http://www.spec.org/cpu2000/results/res2004q3/cpu2000-20040712-03239.html
541,292,2005-10-01,IBM Corporation,IBM eServer p5 575   1 CPU,0,false,2050.0,2185.0,2071.0,2792.0,2074.0,1911.0,984.0,4256.0,7750.0,4003.0,1901.0,1107.0,3090.0,1336.0,664.0,1347.0,http://www.spec.org/cpu2000/results/res2005q3/cpu2000-20050808-04479.html
542,294,2005-02-01,IBM Corporation,IBM eServer p5 575   1 CPU,0,false,2413.0,2600.0,2154.0,2770.0,2492.0,2045.0,1209.0,5372.0,9628.0,5059.0,2384.0,1374.0,3346.0,1549.0,842.0,1650.0,http://www.spec.org/cpu2000/results/res2005q1/cpu2000-20050207-03766.html
543,294,2004-11-01,IBM Corporation,IBM eServer p5 595   1 CPU,0,false,2585.0,2796.0,2448.0,3809.0,2623.0,2320.0,1207.0,5356.0,9623.0,5068.0,2381.0,1373.0,4060.0,1743.0,839.0,1712.0,http://www.spec.org/cpu2000/results/res2005q1/cpu2000-20050207-03775.html
544,293,2004-11-01,IBM Corporation,IBM eServer pSeries 590   1 CPU,0,false,2276.0,2450.0,2175.0,3472.0,2281.0,2248.0,1045.0,4688.0,8391.0,4404.0,2086.0,1194.0,3548.0,1507.0,732.0,1466.0,http://www.spec.org/cpu2000/results/res2005q2/cpu2000-20050404-03950.html
545,285,2002-02-01,IBM Corporation,,0,false,329.0,333.0,514.0,365.0,270.0,287.0,236.0,666.0,606.0,477.0,342.0,249.0,233.0,288.0,175.0,266.0,http://www.spec.org/cpu2000/results/res2002q1/cpu2000-20020207-01239.html
546,286,2001-10-01,IBM Corporation,,0,false,368.0,372.0,511.0,399.0,293.0,307.0,266.0,792.0,732.0,495.0,388.0,295.0,261.0,312.0,212.0,302.0,http://www.spec.org/cpu2000/results/res2001q4/cpu2000-20011003-00949.html
547,288,2001-10-01,IBM Corporation,,0,false,426.0,433.0,577.0,402.0,330.0,323.0,324.0,958.0,1074.0,524.0,455.0,365.0,284.0,351.0,255.0,362.0,http://www.spec.org/cpu2000/results/res2001q4/cpu2000-20011003-00954.html
548,285,2002-02-01,IBM Corporation,,0,false,329.0,333.0,514.0,365.0,270.0,287.0,236.0,666.0,606.0,477.0,342.0,249.0,233.0,288.0,175.0,266.0,http://www.spec.org/cpu2000/results/res2002q1/cpu2000-20020207-01243.html
549,286,2001-10-01,IBM Corporation,,0,false,368.0,372.0,511.0,399.0,293.0,307.0,266.0,792.0,732.0,495.0,388.0,295.0,261.0,312.0,212.0,302.0,http://www.spec.org/cpu2000/results/res2001q4/cpu2000-20011003-00944.html
550,288,2001-10-01,IBM Corporation,,0,false,426.0,433.0,577.0,402.0,330.0,323.0,324.0,958.0,1074.0,524.0,455.0,365.0,284.0,351.0,255.0,362.0,http://www.spec.org/cpu2000/results/res2001q4/cpu2000-20011003-00956.html
551,290,2003-06-01,IBM Corporation,IBM eServer pSeries 615 Model 6C3   1 CPU,0,false,966.0,1018.0,1312.0,1164.0,663.0,753.0,608.0,2676.0,1622.0,1050.0,1299.0,738.0,1050.0,705.0,513.0,798.0,http://www.spec.org/cpu2000/results/res2003q2/cpu2000-20030527-02197.html
552,290,2003-06-01,IBM Corporation,IBM eServer pSeries 615 Model 6C3   1 CPU,0,false,877.0,0.0,1269.0,1033.0,591.0,706.0,504.0,2332.0,1715.0,952.0,1043.0,679.0,829.0,662.0,519.0,757.0,http://www.spec.org/cpu2000/results/res2003q2/cpu2000-20030527-02203.html
553,290,2003-06-01,IBM Corporation,IBM eServer pSeries 615 Model 6E3   1 CPU,0,false,966.0,1018.0,1312.0,1164.0,663.0,753.0,608.0,2676.0,1622.0,1050.0,1299.0,738.0,1050.0,705.0,513.0,798.0,http://www.spec.org/cpu2000/results/res2003q2/cpu2000-20030527-02196.html
554,290,2003-06-01,IBM Corporation,IBM eServer pSeries 615 Model 6E3   1 CPU,0,false,877.0,0.0,1269.0,1033.0,591.0,706.0,504.0,2332.0,1715.0,952.0,1043.0,679.0,829.0,662.0,519.0,757.0,http://www.spec.org/cpu2000/results/res2003q2/cpu2000-20030527-02205.html
555,336,2001-06-01,IBM Corporation,IBM eServer pSeries 620 Model 6F0,0,false,245.0,252.0,417.0,215.0,170.0,210.0,226.0,353.0,242.0,232.0,281.0,229.0,258.0,224.0,177.0,293.0,http://www.spec.org/cpu2000/results/res2001q2/cpu2000-20010516-00639.html
556,337,2002-04-01,IBM Corporation,IBM eServer pSeries 620 Model 6F0,0,false,396.0,410.0,506.0,355.0,220.0,263.0,294.0,1081.0,1272.0,326.0,469.0,380.0,342.0,283.0,250.0,391.0,http://www.spec.org/cpu2000/results/res2002q2/cpu2000-20020405-01281.html
557,336,2001-04-01,IBM Corporation,IBM eServer pSeries 620 Model 6F1   2MB L2,0,false,245.0,252.0,417.0,215.0,170.0,210.0,226.0,353.0,242.0,232.0,281.0,229.0,258.0,224.0,177.0,293.0,http://www.spec.org/cpu2000/results/res2001q2/cpu2000-20010406-00547.html
558,337,2002-04-01,IBM Corporation,IBM eServer pSeries 620 Model 6F1,0,false,396.0,410.0,506.0,355.0,220.0,263.0,294.0,1081.0,1272.0,326.0,469.0,380.0,342.0,283.0,250.0,391.0,http://www.spec.org/cpu2000/results/res2002q2/cpu2000-20020405-01285.html
559,289,2002-08-01,IBM Corporation,IBM eServer pSeries 630 Model 6C4   1 CPU,0,false,843.0,886.0,1109.0,1128.0,564.0,771.0,508.0,2040.0,1236.0,1399.0,998.0,593.0,990.0,661.0,386.0,624.0,http://www.spec.org/cpu2000/results/res2002q3/cpu2000-20020715-01488.html
560,290,2003-04-01,IBM Corporation,IBM eServer pSeries 630 Model 6C4   1 CPU,0,false,852.0,0.0,1265.0,1034.0,591.0,706.0,503.0,2313.0,1247.0,950.0,996.0,663.0,829.0,659.0,519.0,756.0,http://www.spec.org/cpu2000/results/res2003q2/cpu2000-20030407-02067.html
561,290,2003-04-01,IBM Corporation,IBM eServer pSeries 630 Model 6C4   1 CPU,0,false,961.0,1014.0,1298.0,1156.0,662.0,748.0,610.0,2672.0,1609.0,1044.0,1297.0,733.0,1045.0,701.0,513.0,793.0,http://www.spec.org/cpu2000/results/res2003q2/cpu2000-20030408-02074.html
562,291,2003-02-01,IBM Corporation,IBM eServer pSeries 630 Model 6C4   1 CPU,0,false,1097.0,1158.0,1455.0,1228.0,769.0,810.0,724.0,3172.0,1902.0,1144.0,1492.0,870.0,1147.0,792.0,613.0,913.0,http://www.spec.org/cpu2000/results/res2003q1/cpu2000-20030217-01946.html
563,291,2003-02-01,IBM Corporation,IBM eServer pSeries 630 Model 6C4   1 CPU,0,false,984.0,0.0,1460.0,1157.0,697.0,800.0,594.0,2756.0,1394.0,1073.0,1151.0,785.0,947.0,742.0,620.0,877.0,http://www.spec.org/cpu2000/results/res2003q2/cpu2000-20030407-02071.html
564,289,2002-08-01,IBM Corporation,IBM eServer pSeries 630 Model 6E4   1 CPU,0,false,843.0,886.0,1109.0,1128.0,564.0,771.0,508.0,2040.0,1236.0,1399.0,998.0,593.0,990.0,661.0,386.0,624.0,http://www.spec.org/cpu2000/results/res2002q3/cpu2000-20020715-01489.html
565,290,2003-04-01,IBM Corporation,IBM eServer pSeries 630 Model 6E4   1 CPU,0,false,852.0,0.0,1265.0,1034.0,591.0,706.0,503.0,2313.0,1247.0,950.0,996.0,663.0,829.0,659.0,519.0,756.0,http://www.spec.org/cpu2000/results/res2003q2/cpu2000-20030407-02069.html
566,290,2003-04-01,IBM Corporation,IBM eServer pSeries 630 Model 6E4   1 CPU,0,false,961.0,1014.0,1298.0,1156.0,662.0,748.0,610.0,2672.0,1609.0,1044.0,1297.0,733.0,1045.0,701.0,513.0,793.0,http://www.spec.org/cpu2000/results/res2003q2/cpu2000-20030408-02075.html
567,291,2003-02-01,IBM Corporation,IBM eServer pSeries 630 Model 6E4   1 CPU,0,false,1097.0,1158.0,1455.0,1228.0,769.0,810.0,724.0,3172.0,1902.0,1144.0,1492.0,870.0,1147.0,792.0,613.0,913.0,http://www.spec.org/cpu2000/results/res2003q1/cpu2000-20030217-01948.html
568,291,2003-02-01,IBM Corporation,IBM eServer pSeries 630 Model 6E4   1 CPU,0,false,984.0,0.0,1460.0,1157.0,697.0,800.0,594.0,2756.0,1394.0,1073.0,1151.0,785.0,947.0,742.0,620.0,877.0,http://www.spec.org/cpu2000/results/res2003q2/cpu2000-20030407-02073.html
569,286,2000-10-01,IBM Corporation,IBM eServer pSeries 640  4 MB L2,0,false,313.0,366.0,307.0,227.0,284.0,311.0,273.0,380.0,924.0,528.0,215.0,272.0,261.0,305.0,205.0,292.0,http://www.spec.org/cpu2000/results/res2000q3/cpu2000-20000911-00196.html
570,286,2000-10-01,IBM Corporation,IBM eServer pSeries 640  8 MB L2,0,false,327.0,378.0,314.0,275.0,287.0,315.0,278.0,391.0,997.0,558.0,221.0,284.0,270.0,307.0,205.0,319.0,http://www.spec.org/cpu2000/results/res2000q3/cpu2000-20000911-00189.html
571,288,2001-10-01,IBM Corporation,IBM eServer pSeries 640 Model B80,0,false,426.0,433.0,577.0,402.0,330.0,323.0,324.0,958.0,1074.0,524.0,455.0,365.0,284.0,351.0,255.0,362.0,http://www.spec.org/cpu2000/results/res2001q4/cpu2000-20011003-00967.html
572,291,2002-12-01,IBM Corporation,IBM eServer pSeries 650 Model 6M2   1 CPU,0,false,1221.0,1295.0,1532.0,1417.0,850.0,979.0,737.0,3186.0,1864.0,2098.0,1515.0,923.0,1306.0,898.0,621.0,966.0,http://www.spec.org/cpu2000/results/res2002q4/cpu2000-20021111-01815.html
573,291,2003-02-01,IBM Corporation,IBM eServer pSeries 650 Model 6M2   1 CPU,0,false,1091.0,0.0,1526.0,1203.0,739.0,888.0,606.0,2744.0,2060.0,1757.0,1212.0,836.0,1014.0,814.0,629.0,891.0,http://www.spec.org/cpu2000/results/res2003q2/cpu2000-20030407-02065.html
