spec_int2000_id,processor_id,hw_avail,test_sponsor,hw_model,bus,sw_auto_parallel,basemean,peakmean,164_gzip,175_vpr,176_gcc,181_mcf,186_crafty,197_parser,252_eon,253_perlbmk,254_gap,255_vortex,256_bzip2,300_twolf,link
1,26,2006-06-01,ASUS Computer International,Asus M2N32-SLI Deluxe TM  64 4200+,,false,1345.0,1421.0,1215.0,970.0,1458.0,1020.0,1393.0,1313.0,1936.0,1445.0,1546.0,2197.0,1077.0,1064.0,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060725-06864.html
2,26,2006-06-01,ASUS Computer International,Asus M2N32-SLI Deluxe TM  64 4200+,,false,1411.0,1494.0,1225.0,981.0,1522.0,1035.0,1409.0,1337.0,2667.0,1657.0,1583.0,2195.0,1070.0,1057.0,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060904-07206.html
3,27,2006-06-01,ASUS Computer International,Asus M2N32-SLI Deluxe TM  64 5000+,,false,1536.0,1623.0,1433.0,1075.0,1674.0,1083.0,1644.0,1512.0,2284.0,1687.0,1807.0,2512.0,1213.0,1176.0,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060725-06880.html
4,27,2006-06-01,ASUS Computer International,Asus M2N32-SLI Deluxe TM  64 5000+,,false,1612.0,1706.0,1444.0,1089.0,1743.0,1109.0,1661.0,1536.0,3154.0,1938.0,1848.0,2505.0,1205.0,1167.0,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060904-07214.html
5,25,2006-06-01,ASUS Computer International,Asus M2N32-SLI Deluxe TM  64 FX-62,,false,1839.0,1963.0,1550.0,1512.0,2079.0,1323.0,1804.0,1761.0,2458.0,1852.0,1978.0,2874.0,1477.0,1908.0,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060725-06839.html
6,25,2006-06-01,ASUS Computer International,Asus M2N32-SLI Deluxe TM  64 FX-62,,false,1923.0,2061.0,1567.0,1515.0,2159.0,1321.0,1822.0,1780.0,3393.0,2126.0,2033.0,2850.0,1456.0,1918.0,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060904-07198.html
7,518,2005-09-01,Acer Incorporated,Acer Altos G320,,false,1478.0,1478.0,1002.0,1020.0,1760.0,1837.0,1103.0,1254.0,1877.0,1788.0,1645.0,2500.0,1133.0,1521.0,http://www.spec.org/cpu2000/results/res2005q4/cpu2000-20051031-05014.html
8,524,2005-09-01,Acer Incorporated,Acer Altos G320,,false,1834.0,1834.0,1262.0,1255.0,2195.0,2106.0,1397.0,1569.0,2377.0,2247.0,2042.0,3074.0,1395.0,1927.0,http://www.spec.org/cpu2000/results/res2005q4/cpu2000-20051031-05015.html
9,76,2005-07-01,Acer Incorporated,Altos G5350  TM  246,,false,1347.0,1438.0,1114.0,1137.0,1490.0,1043.0,1318.0,1287.0,1693.0,1351.0,1435.0,2143.0,1090.0,1398.0,http://www.spec.org/cpu2000/results/res2005q4/cpu2000-20051031-05010.html
10,78,2005-12-01,Acer Incorporated,Altos G5350  TM  250,,false,1487.0,1698.0,1162.0,1067.0,1228.0,1102.0,1615.0,1505.0,2225.0,1767.0,1616.0,2371.0,1286.0,1478.0,http://www.spec.org/cpu2000/results/res2006q2/cpu2000-20060418-05875.html
11,79,2005-06-01,Acer Incorporated,Altos G5350  TM  252,,false,1584.0,1765.0,1572.0,1241.0,1784.0,733.0,2214.0,1205.0,2426.0,1722.0,1693.0,2561.0,1437.0,1410.0,http://www.spec.org/cpu2000/results/res2005q3/cpu2000-20050724-04391.html
12,80,2005-07-01,Acer Incorporated,Altos G5350  TM  254,,false,1788.0,1918.0,1548.0,1470.0,2022.0,1157.0,1841.0,1727.0,2368.0,1850.0,1936.0,2832.0,1415.0,1863.0,http://www.spec.org/cpu2000/results/res2005q4/cpu2000-20051030-05004.html
13,22,2004-10-01,Advanced Micro Devices,MSI K8N Neo2 Platinum Motherboard TM  64 FX-55,,false,1583.0,1735.0,1595.0,1318.0,1819.0,773.0,2275.0,1288.0,2232.0,1666.0,1594.0,2279.0,1441.0,1472.0,http://www.spec.org/cpu2000/results/res2004q4/cpu2000-20041115-03583.html
14,21,2004-06-01,Advanced Micro Devices,MSI K8T Neo2-FIR  MS-6702E  Motherboard TM  64,,false,1623.0,1717.0,1349.0,1372.0,1772.0,1236.0,1550.0,1516.0,2303.0,1614.0,1688.0,2498.0,1334.0,1677.0,http://www.spec.org/cpu2000/results/res2004q3/cpu2000-20040905-03374.html
15,68,2003-07-01,Advanced Micro Devices,A4800,,false,1062.0,1100.0,996.0,908.0,1136.0,664.0,1193.0,1007.0,1165.0,1192.0,1177.0,1430.0,870.0,1233.0,http://www.spec.org/cpu2000/results/res2003q2/cpu2000-20030421-02087.html
16,68,2003-07-01,Advanced Micro Devices,A4800,,false,960.0,0.0,824.0,843.0,1168.0,635.0,1109.0,952.0,992.0,1136.0,903.0,1098.0,882.0,1137.0,http://www.spec.org/cpu2000/results/res2003q2/cpu2000-20030421-02090.html
17,68,2003-07-01,Advanced Micro Devices,A4800,,false,1045.0,0.0,927.0,957.0,1280.0,581.0,1562.0,863.0,1483.0,1151.0,965.0,1192.0,972.0,997.0,http://www.spec.org/cpu2000/results/res2003q2/cpu2000-20030421-02093.html
18,68,2003-07-01,Advanced Micro Devices,A4800,,false,980.0,0.0,826.0,865.0,1231.0,679.0,1108.0,957.0,997.0,1145.0,925.0,1139.0,908.0,1133.0,http://www.spec.org/cpu2000/results/res2003q2/cpu2000-20030421-02096.html
19,68,2003-07-01,Advanced Micro Devices,A4800,,false,1081.0,1108.0,995.0,934.0,1179.0,733.0,1199.0,1017.0,1152.0,1190.0,1186.0,1453.0,887.0,1241.0,http://www.spec.org/cpu2000/results/res2003q2/cpu2000-20030421-02097.html
20,67,2003-07-01,Advanced Micro Devices,A4800,,false,991.0,1053.0,872.0,865.0,1042.0,591.0,1094.0,951.0,1138.0,1050.0,1096.0,1561.0,880.0,1026.0,http://www.spec.org/cpu2000/results/res2003q2/cpu2000-20030421-02102.html
21,66,2003-07-01,Advanced Micro Devices,A4800,,false,880.0,933.0,764.0,771.0,918.0,560.0,957.0,835.0,996.0,923.0,970.0,1384.0,786.0,916.0,http://www.spec.org/cpu2000/results/res2003q2/cpu2000-20030421-02103.html
22,68,2003-07-01,Advanced Micro Devices,A4800,,false,1095.0,1170.0,977.0,955.0,1158.0,615.0,1230.0,1047.0,1282.0,1174.0,1225.0,1735.0,966.0,1128.0,http://www.spec.org/cpu2000/results/res2003q2/cpu2000-20030421-02108.html
23,54,2002-12-01,Advanced Micro Devices,ASUS A7N8X  REV 1.02  Motherboard TM  XP 2700+,,false,878.0,913.0,1089.0,515.0,624.0,400.0,1264.0,798.0,1755.0,1317.0,1039.0,1379.0,702.0,635.0,http://www.spec.org/cpu2000/results/res2002q4/cpu2000-20020923-01689.html
24,55,2002-12-01,Advanced Micro Devices,ASUS A7N8X  REV 1.02  Motherboard TM  XP 2800+,,false,898.0,933.0,1127.0,522.0,635.0,401.0,1310.0,815.0,1822.0,1360.0,1064.0,1417.0,715.0,644.0,http://www.spec.org/cpu2000/results/res2002q4/cpu2000-20020923-01691.html
25,56,2003-02-01,Advanced Micro Devices,ASUS A7N8X Deluxe Motherboard TM  XP 3000+,,false,960.0,995.0,1026.0,653.0,755.0,420.0,1292.0,905.0,1483.0,1306.0,1059.0,1608.0,840.0,887.0,http://www.spec.org/cpu2000/results/res2003q1/cpu2000-20030224-01964.html
26,57,2003-05-01,Advanced Micro Devices,ASUS A7N8X Motherboard rev. 2.0 TM  XP 3200+,,false,1044.0,1080.0,1084.0,734.0,822.0,530.0,1324.0,995.0,1503.0,1367.0,1154.0,1693.0,929.0,985.0,http://www.spec.org/cpu2000/results/res2003q2/cpu2000-20030505-02154.html
27,12,2000-10-01,Advanced Micro Devices,,,false,409.0,458.0,472.0,255.0,248.0,194.0,632.0,372.0,692.0,668.0,441.0,702.0,335.0,340.0,http://www.spec.org/cpu2000/results/res2000q4/cpu2000-20001204-00426.html
28,13,2001-04-01,Advanced Micro Devices,ASUS A7V Motherboard,,false,438.0,491.0,510.0,271.0,265.0,201.0,683.0,397.0,750.0,722.0,475.0,753.0,356.0,363.0,http://www.spec.org/cpu2000/results/res2001q1/cpu2000-20010311-00523.html
29,23,2005-06-01,Advanced Micro Devices,ASUS A8N-SLI Deluxe TM  64 FX-57,,false,1745.0,1929.0,1693.0,1409.0,1920.0,854.0,2374.0,1311.0,2662.0,1893.0,1825.0,2805.0,1578.0,1607.0,http://www.spec.org/cpu2000/results/res2005q2/cpu2000-20050613-04262.html
30,23,2005-06-01,Advanced Micro Devices,ASUS A8N-SLI Deluxe TM  64 FX-57,,false,1862.0,1970.0,1552.0,1555.0,2070.0,1268.0,1820.0,1779.0,2684.0,1891.0,1988.0,2806.0,1527.0,1957.0,http://www.spec.org/cpu2000/results/res2005q2/cpu2000-20050613-04264.html
31,20,2003-09-01,Advanced Micro Devices,ASUS SK8N Motherboard TM  FX-51,,false,1376.0,1447.0,1203.0,1170.0,1427.0,944.0,1505.0,1345.0,1588.0,1457.0,1542.0,2147.0,1144.0,1366.0,http://www.spec.org/cpu2000/results/res2003q3/cpu2000-20030908-02472.html
32,20,2003-12-01,Advanced Micro Devices,ASUS SK8N Motherboard TM  FX-51,,false,1282.0,1395.0,1136.0,1080.0,1477.0,612.0,1934.0,1120.0,1842.0,1553.0,1228.0,1659.0,1171.0,1206.0,http://www.spec.org/cpu2000/results/res2003q3/cpu2000-20030908-02502.html
33,69,2003-09-01,Advanced Micro Devices,ASUS SK8N Motherboard TM  146,,false,1271.0,1335.0,1096.0,1083.0,1310.0,928.0,1370.0,1237.0,1444.0,1330.0,1418.0,1978.0,1062.0,1266.0,http://www.spec.org/cpu2000/results/res2003q4/cpu2000-20030922-02516.html
34,69,2003-09-01,Advanced Micro Devices,ASUS SK8N Motherboard TM  146,,false,1170.0,1262.0,1034.0,1014.0,1392.0,598.0,1768.0,1035.0,1731.0,1318.0,1142.0,1323.0,1088.0,1100.0,http://www.spec.org/cpu2000/results/res2003q4/cpu2000-20030922-02519.html
35,70,2003-12-01,Advanced Micro Devices,ASUS SK8N Motherboard TM  148,,false,1405.0,1477.0,1203.0,1215.0,1430.0,1084.0,1504.0,1355.0,1597.0,1461.0,1552.0,2182.0,1185.0,1368.0,http://www.spec.org/cpu2000/results/res2003q4/cpu2000-20031117-02626.html
36,70,2003-12-01,Advanced Micro Devices,ASUS SK8N Motherboard TM  148,,false,1304.0,1409.0,1152.0,1129.0,1562.0,720.0,1902.0,1068.0,1873.0,1540.0,1260.0,1646.0,1208.0,1123.0,http://www.spec.org/cpu2000/results/res2003q4/cpu2000-20031117-02631.html
37,117,2004-02-01,Advanced Micro Devices,ASUS SK8N Motherboard TM  Model 140 EE,,false,948.0,990.0,771.0,832.0,943.0,923.0,959.0,898.0,1013.0,950.0,1023.0,1453.0,816.0,939.0,http://www.spec.org/cpu2000/results/res2004q1/cpu2000-20040209-02852.html
38,118,2004-02-01,Advanced Micro Devices,ASUS SK8N Motherboard TM  Model 146 HE,,false,1289.0,1354.0,1094.0,1124.0,1308.0,1063.0,1360.0,1234.0,1438.0,1334.0,1423.0,1941.0,1097.0,1263.0,http://www.spec.org/cpu2000/results/res2004q1/cpu2000-20040209-02854.html
39,71,2004-06-01,Advanced Micro Devices,ASUS SK8V Motherboard TM  150,,false,1369.0,1487.0,1237.0,1168.0,1616.0,672.0,2123.0,1220.0,2023.0,1564.0,1326.0,1559.0,1277.0,1276.0,http://www.spec.org/cpu2000/results/res2004q2/cpu2000-20040503-02999.html
40,71,2004-06-01,Advanced Micro Devices,ASUS SK8V Motherboard TM  150,,false,1566.0,1655.0,1333.0,1282.0,1773.0,1048.0,1569.0,1484.0,2265.0,1491.0,1672.0,2512.0,1263.0,1641.0,http://www.spec.org/cpu2000/results/res2004q2/cpu2000-20040503-03003.html
41,37,2002-01-01,Advanced Micro Devices,Asus A7M266-D Motherboard TM  MP 2000+,,false,638.0,662.0,821.0,381.0,428.0,269.0,967.0,562.0,1346.0,986.0,719.0,989.0,519.0,471.0,http://www.spec.org/cpu2000/results/res2002q1/cpu2000-20020311-01270.html
42,40,2002-12-01,Advanced Micro Devices,Asus A7M266-D Motherboard TM  MP 2400+,,false,737.0,766.0,957.0,435.0,471.0,292.0,1156.0,651.0,1616.0,1175.0,836.0,1174.0,594.0,537.0,http://www.spec.org/cpu2000/results/res2002q4/cpu2000-20021118-01838.html
43,46,2001-11-01,Advanced Micro Devices,Epox 8KHA+ Motherboard TM  XP 1700+,,false,633.0,656.0,708.0,402.0,431.0,334.0,867.0,586.0,1174.0,908.0,720.0,980.0,519.0,512.0,http://www.spec.org/cpu2000/results/res2001q4/cpu2000-20011008-01007.html
44,47,2001-11-01,Advanced Micro Devices,Epox 8KHA+ Motherboard TM  XP 1800+,,false,648.0,671.0,733.0,409.0,441.0,336.0,903.0,601.0,1227.0,944.0,740.0,978.0,528.0,517.0,http://www.spec.org/cpu2000/results/res2001q4/cpu2000-20011008-01009.html
45,48,2001-11-01,Advanced Micro Devices,Epox 8KHA+ Motherboard TM  XP 1900+,,false,677.0,701.0,811.0,423.0,460.0,343.0,942.0,621.0,1280.0,982.0,776.0,1017.0,554.0,534.0,http://www.spec.org/cpu2000/results/res2001q4/cpu2000-20011022-01057.html
46,49,2002-01-01,Advanced Micro Devices,Epox 8KHA+ Motherboard TM  XP 2000+,,false,697.0,724.0,844.0,429.0,468.0,342.0,981.0,636.0,1341.0,1020.0,796.0,1089.0,567.0,543.0,http://www.spec.org/cpu2000/results/res2002q1/cpu2000-20020114-01202.html
47,50,2002-04-01,Advanced Micro Devices,Epox 8KHA+ Motherboard TM  XP 2100+,,false,720.0,749.0,874.0,442.0,495.0,348.0,1022.0,659.0,1401.0,1059.0,819.0,1089.0,582.0,557.0,http://www.spec.org/cpu2000/results/res2002q2/cpu2000-20020422-01326.html
48,51,2002-06-01,Advanced Micro Devices,Epox 8KHA+ Motherboard TM  XP 2200+,,false,738.0,765.0,903.0,448.0,504.0,346.0,1059.0,674.0,1452.0,1094.0,844.0,1157.0,593.0,568.0,http://www.spec.org/cpu2000/results/res2002q3/cpu2000-20020701-01441.html
49,52,2002-08-01,Advanced Micro Devices,Epox 8KHA+ Motherboard TM  XP 2400+,,false,782.0,808.0,980.0,460.0,531.0,345.0,1163.0,710.0,1612.0,1194.0,899.0,1244.0,610.0,583.0,http://www.spec.org/cpu2000/results/res2002q3/cpu2000-20020812-01548.html
50,53,2002-08-01,Advanced Micro Devices,Epox 8KHA+ Motherboard TM  XP 2600+,,false,813.0,839.0,1048.0,465.0,546.0,344.0,1232.0,734.0,1722.0,1265.0,932.0,1342.0,625.0,590.0,http://www.spec.org/cpu2000/results/res2002q3/cpu2000-20020812-01551.html
51,12,2001-02-01,Advanced Micro Devices,,,false,443.0,496.0,474.0,292.0,281.0,232.0,637.0,404.0,686.0,682.0,493.0,733.0,375.0,390.0,http://www.spec.org/cpu2000/results/res2000q4/cpu2000-20001204-00428.html
52,14,2001-05-01,Advanced Micro Devices,Gigabyte GA-7DX Motherboard,,false,482.0,539.0,533.0,314.0,303.0,237.0,708.0,437.0,762.0,754.0,529.0,807.0,408.0,419.0,http://www.spec.org/cpu2000/results/res2001q1/cpu2000-20010311-00525.html
53,15,2001-06-01,Advanced Micro Devices,Gigabyte GA-7DX Motherboard,,false,495.0,554.0,552.0,320.0,305.0,238.0,738.0,448.0,806.0,791.0,539.0,828.0,417.0,427.0,http://www.spec.org/cpu2000/results/res2001q2/cpu2000-20010519-00650.html
54,44,2001-10-01,Advanced Micro Devices,Gigabyte GA-7DX Motherboard TM  XP 1500+,,false,556.0,577.0,658.0,353.0,380.0,263.0,787.0,501.0,1068.0,815.0,633.0,848.0,462.0,438.0,http://www.spec.org/cpu2000/results/res2001q4/cpu2000-20011008-01018.html
55,45,2001-10-01,Advanced Micro Devices,Gigabyte GA-7DX Motherboard TM  XP 1600+,,false,572.0,595.0,687.0,358.0,387.0,263.0,821.0,515.0,1120.0,852.0,653.0,879.0,476.0,446.0,http://www.spec.org/cpu2000/results/res2001q4/cpu2000-20011008-01020.html
56,46,2001-10-01,Advanced Micro Devices,Gigabyte GA-7DX Motherboard TM  XP 1700+,,false,605.0,629.0,723.0,381.0,406.0,284.0,864.0,545.0,1181.0,899.0,689.0,925.0,503.0,473.0,http://www.spec.org/cpu2000/results/res2001q4/cpu2000-20011008-01003.html
57,47,2001-10-01,Advanced Micro Devices,Gigabyte GA-7DX Motherboard TM  XP 1800+,,false,621.0,644.0,756.0,387.0,414.0,285.0,900.0,557.0,1233.0,929.0,708.0,956.0,513.0,478.0,http://www.spec.org/cpu2000/results/res2001q4/cpu2000-20011008-01005.html
58,39,2002-08-01,Advanced Micro Devices,MSI K7D Master Motherboard TM  MP 2200+,,false,699.0,726.0,888.0,425.0,464.0,295.0,1053.0,622.0,1452.0,1078.0,793.0,1096.0,572.0,520.0,http://www.spec.org/cpu2000/results/res2002q3/cpu2000-20020812-01546.html
59,41,2003-01-01,Advanced Micro Devices,MSI K7D Master Motherboard TM  MP 2600+,,false,751.0,781.0,1015.0,430.0,464.0,286.0,1217.0,652.0,1727.0,1231.0,846.0,1242.0,593.0,528.0,http://www.spec.org/cpu2000/results/res2003q1/cpu2000-20030210-01945.html
60,38,2002-06-01,Advanced Micro Devices,MSI K7D Master-L Motherboard TM  MP 2100+,,false,687.0,713.0,859.0,420.0,458.0,295.0,1017.0,611.0,1397.0,1045.0,782.0,1100.0,562.0,519.0,http://www.spec.org/cpu2000/results/res2002q2/cpu2000-20020603-01397.html
61,18,2003-09-01,Advanced Micro Devices,MSI K8 Neo  MS-6702  Motherboard TM  64 3200+,,false,1266.0,1335.0,1084.0,1102.0,1234.0,911.0,1370.0,1241.0,1445.0,1336.0,1385.0,2007.0,1077.0,1282.0,http://www.spec.org/cpu2000/results/res2003q3/cpu2000-20030908-02471.html
62,22,2004-10-01,Advanced Micro Devices,MSI K8N Neo2 Platinum Motherboard TM  64 FX-55,,false,1750.0,1854.0,1461.0,1465.0,1931.0,1313.0,1679.0,1648.0,2470.0,1757.0,1838.0,2650.0,1427.0,1823.0,http://www.spec.org/cpu2000/results/res2004q4/cpu2000-20040920-03391.html
63,21,2004-06-01,Advanced Micro Devices,MSI K8T Neo2-FIR  MS-6702E  Motherboard TM  64,,false,1601.0,1700.0,1329.0,1351.0,1794.0,1200.0,1567.0,1504.0,2149.0,1514.0,1689.0,2565.0,1322.0,1673.0,http://www.spec.org/cpu2000/results/res2004q3/cpu2000-20040628-03181.html
64,76,2003-08-01,Advanced Micro Devices,Rioworks HDAMA Motherboard,,false,1248.0,1317.0,1093.0,1060.0,1270.0,878.0,1372.0,1223.0,1447.0,1314.0,1397.0,1934.0,1040.0,1230.0,http://www.spec.org/cpu2000/results/res2003q3/cpu2000-20030728-02427.html
65,68,2005-08-01,Advanced Micro Devices,TYAN S2865 K8E Tomcat TM  144,,false,1255.0,1325.0,1009.0,1067.0,1371.0,1041.0,1166.0,1192.0,1695.0,1242.0,1319.0,1898.0,1041.0,1309.0,http://www.spec.org/cpu2000/results/res2005q3/cpu2000-20050725-04393.html
66,68,2005-08-01,Advanced Micro Devices,TYAN S2865 K8E Tomcat TM  144,,false,1202.0,1319.0,1099.0,994.0,1303.0,705.0,1541.0,914.0,1721.0,1253.0,1245.0,1926.0,1086.0,1149.0,http://www.spec.org/cpu2000/results/res2005q3/cpu2000-20050725-04403.html
67,69,2005-08-01,Advanced Micro Devices,TYAN S2865 K8E Tomcat TM  146,,false,1370.0,1447.0,1111.0,1160.0,1507.0,1076.0,1288.0,1311.0,1873.0,1370.0,1441.0,2071.0,1129.0,1433.0,http://www.spec.org/cpu2000/results/res2005q3/cpu2000-20050725-04395.html
68,69,2005-08-01,Advanced Micro Devices,TYAN S2865 K8E Tomcat TM  146,,false,1318.0,1444.0,1219.0,1079.0,1447.0,743.0,1713.0,999.0,1916.0,1389.0,1362.0,2113.0,1187.0,1245.0,http://www.spec.org/cpu2000/results/res2005q3/cpu2000-20050725-04405.html
69,70,2005-08-01,Advanced Micro Devices,TYAN S2865 K8E Tomcat TM  148,,false,1494.0,1580.0,1226.0,1262.0,1651.0,1105.0,1423.0,1430.0,2094.0,1505.0,1577.0,2258.0,1222.0,1568.0,http://www.spec.org/cpu2000/results/res2005q3/cpu2000-20050725-04397.html
70,70,2005-08-01,Advanced Micro Devices,TYAN S2865 K8E Tomcat TM  148,,false,1421.0,1562.0,1339.0,1153.0,1563.0,752.0,1883.0,1079.0,2093.0,1519.0,1470.0,2293.0,1281.0,1335.0,http://www.spec.org/cpu2000/results/res2005q3/cpu2000-20050725-04407.html
71,71,2005-08-01,Advanced Micro Devices,TYAN S2865 K8E Tomcat TM  150,,false,1601.0,1696.0,1329.0,1340.0,1783.0,1122.0,1543.0,1542.0,2265.0,1630.0,1697.0,2421.0,1305.0,1685.0,http://www.spec.org/cpu2000/results/res2005q3/cpu2000-20050725-04399.html
72,71,2005-08-01,Advanced Micro Devices,TYAN S2865 K8E Tomcat TM  150,,false,1522.0,1681.0,1457.0,1226.0,1681.0,761.0,2052.0,1156.0,2289.0,1648.0,1576.0,2467.0,1368.0,1424.0,http://www.spec.org/cpu2000/results/res2005q3/cpu2000-20050725-04409.html
73,72,2005-08-01,Advanced Micro Devices,TYAN S2865 K8E Tomcat TM  152,,false,1713.0,1818.0,1439.0,1426.0,1920.0,1150.0,1671.0,1653.0,2445.0,1759.0,1821.0,2594.0,1388.0,1809.0,http://www.spec.org/cpu2000/results/res2005q3/cpu2000-20050725-04400.html
74,72,2005-08-01,Advanced Micro Devices,TYAN S2865 K8E Tomcat TM  152,,false,1621.0,1791.0,1574.0,1293.0,1810.0,773.0,2223.0,1233.0,2479.0,1776.0,1678.0,2641.0,1454.0,1491.0,http://www.spec.org/cpu2000/results/res2005q3/cpu2000-20050725-04411.html
75,79,2005-02-01,Advanced Micro Devices,TYAN Thunder K8S Pro S2882 TM  252,,false,1684.0,1796.0,1435.0,1399.0,1889.0,1106.0,1673.0,1620.0,2377.0,1719.0,1825.0,2572.0,1364.0,1750.0,http://www.spec.org/cpu2000/results/res2005q1/cpu2000-20050207-03806.html
76,81,2006-04-01,Advanced Micro Devices,TYAN Thunder K8SD Pro  S2882-D  TM  256,,false,1784.0,2024.0,1438.0,1285.0,1502.0,1185.0,2000.0,1812.0,2756.0,2171.0,1902.0,2751.0,1547.0,1804.0,http://www.spec.org/cpu2000/results/res2006q2/cpu2000-20060320-05793.html
77,81,2006-04-01,Advanced Micro Devices,TYAN Thunder K8SD Pro  S2882-D  TM  256,,false,1821.0,2043.0,1798.0,1411.0,2040.0,795.0,2648.0,1346.0,3054.0,1982.0,1926.0,2954.0,1643.0,1601.0,http://www.spec.org/cpu2000/results/res2006q2/cpu2000-20060320-05795.html
78,73,2005-09-01,Advanced Micro Devices,TYAN Tomcat K8E  S2865  TM  154,,false,1837.0,1956.0,1539.0,1523.0,2054.0,1192.0,1832.0,1756.0,2623.0,1895.0,1938.0,2910.0,1476.0,1929.0,http://www.spec.org/cpu2000/results/res2005q3/cpu2000-20050819-04517.html
79,73,2005-09-01,Advanced Micro Devices,TYAN Tomcat K8E  S2865  TM  154,,false,1729.0,1915.0,1706.0,1369.0,1942.0,791.0,2404.0,1318.0,2651.0,1886.0,1802.0,2824.0,1549.0,1591.0,http://www.spec.org/cpu2000/results/res2005q3/cpu2000-20050819-04519.html
80,73,2005-08-01,Advanced Micro Devices,TYAN Tomcat K8E  S2865  TM  154,,false,1708.0,1940.0,1284.0,1244.0,1431.0,1163.0,1899.0,1741.0,2593.0,2068.0,1833.0,2753.0,1476.0,1754.0,http://www.spec.org/cpu2000/results/res2005q4/cpu2000-20051212-05262.html
81,73,2005-07-01,Advanced Micro Devices,TYAN Tomcat K8E  S2865  TM  154,,false,1743.0,1945.0,1685.0,1373.0,1969.0,764.0,2492.0,1285.0,2905.0,1883.0,1813.0,2877.0,1556.0,1587.0,http://www.spec.org/cpu2000/results/res2005q4/cpu2000-20051212-05264.html
82,75,2006-03-01,Advanced Micro Devices,TYAN Tomcat K8E  S2865  TM  185,,false,1656.0,1838.0,1575.0,1334.0,1817.0,801.0,2275.0,1229.0,2665.0,1746.0,1747.0,2676.0,1509.0,1514.0,http://www.spec.org/cpu2000/results/res2006q1/cpu2000-20060220-05629.html
83,75,2006-03-01,Advanced Micro Devices,TYAN Tomcat K8E  S2865  TM  185,,false,1606.0,1821.0,1263.0,1176.0,1324.0,1175.0,1721.0,1628.0,2400.0,1915.0,1722.0,2485.0,1423.0,1624.0,http://www.spec.org/cpu2000/results/res2006q1/cpu2000-20060220-05633.html
84,33,2001-06-01,Advanced Micro Devices,Tyan Thunder K7 Motherboard,,false,495.0,522.0,608.0,319.0,357.0,229.0,665.0,436.0,839.0,759.0,581.0,764.0,401.0,417.0,http://www.spec.org/cpu2000/results/res2001q2/cpu2000-20010519-00651.html
85,34,2001-10-01,Advanced Micro Devices,Tyan Thunder K7 Motherboard TM  MP 1500+,,false,534.0,554.0,663.0,321.0,377.0,223.0,779.0,484.0,1067.0,804.0,621.0,846.0,422.0,420.0,http://www.spec.org/cpu2000/results/res2001q4/cpu2000-20011008-01026.html
86,35,2001-10-01,Advanced Micro Devices,Tyan Thunder K7 Motherboard TM  MP 1600+,,false,550.0,571.0,691.0,327.0,386.0,224.0,815.0,498.0,1121.0,839.0,634.0,877.0,433.0,429.0,http://www.spec.org/cpu2000/results/res2001q4/cpu2000-20011008-01028.html
87,36,2001-10-01,Advanced Micro Devices,Tyan Thunder K7 Motherboard TM  MP 1800+,,false,587.0,609.0,723.0,349.0,395.0,236.0,889.0,534.0,1227.0,917.0,688.0,927.0,463.0,453.0,http://www.spec.org/cpu2000/results/res2001q4/cpu2000-20011008-01011.html
88,86,2004-07-01,Advanced Micro Devices,Tyan Thunder K8QS Pro  S4882  TM  850,,false,1567.0,1663.0,1325.0,1296.0,1734.0,1144.0,1538.0,1481.0,2204.0,1581.0,1649.0,2387.0,1270.0,1619.0,http://www.spec.org/cpu2000/results/res2004q3/cpu2000-20040905-03382.html
89,102,2006-09-01,Advanced Micro Devices,Tyan Thunder K9HM  S3992  TM  2210,,false,1150.0,1297.0,874.0,835.0,934.0,978.0,1211.0,1157.0,1658.0,1346.0,1245.0,1755.0,1023.0,1144.0,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060721-06608.html
90,102,2006-09-01,Advanced Micro Devices,Tyan Thunder K9HM  S3992  TM  2210,,false,1202.0,1326.0,1095.0,978.0,1271.0,693.0,1590.0,900.0,1846.0,1225.0,1276.0,1911.0,1100.0,1110.0,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060721-06624.html
91,106,2006-09-01,Advanced Micro Devices,Tyan Thunder K9HM  S3992  TM  2218,,false,1598.0,1807.0,1258.0,1147.0,1331.0,1173.0,1750.0,1622.0,2389.0,1914.0,1759.0,2428.0,1394.0,1596.0,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060721-06600.html
92,106,2006-09-01,Advanced Micro Devices,Tyan Thunder K9HM  S3992  TM  2218,,false,1647.0,1827.0,1574.0,1290.0,1787.0,811.0,2291.0,1237.0,2668.0,1744.0,1781.0,2610.0,1498.0,1477.0,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060721-06616.html
93,119,2006-09-01,Advanced Micro Devices,Tyan Thunder K9QE  S4985 TM  2220SE,,false,1702.0,1927.0,1365.0,1210.0,1433.0,1184.0,1897.0,1730.0,2589.0,2063.0,1876.0,2581.0,1464.0,1702.0,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060721-06574.html
