spec_int2000_id,processor_id,hw_avail,test_sponsor,hw_model,bus,sw_auto_parallel,basemean,peakmean,164_gzip,175_vpr,176_gcc,181_mcf,186_crafty,197_parser,252_eon,253_perlbmk,254_gap,255_vortex,256_bzip2,300_twolf,link
395,600,2006-06-01,Hewlett-Packard Company,ProLiant DL380 G5,,false,1704.0,1710.0,996.0,1248.0,1950.0,2768.0,1468.0,1340.0,2093.0,1946.0,1670.0,2896.0,1260.0,1830.0,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060724-06808.html
396,601,2006-06-01,Hewlett-Packard Company,ProLiant DL380 G5,,false,1963.0,1970.0,1159.0,1425.0,2249.0,3061.0,1713.0,1554.0,2440.0,2261.0,1914.0,3296.0,1454.0,2135.0,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060724-06804.html
397,617,2006-11-01,Hewlett-Packard Company,ProLiant DL380 G5,,false,1966.0,1969.0,1159.0,1442.0,2220.0,3175.0,1702.0,1548.0,2424.0,2265.0,1879.0,3288.0,1446.0,2185.0,http://www.spec.org/cpu2000/results/res2007q1/cpu2000-20070223-08662.html
398,602,2006-06-01,Hewlett-Packard Company,ProLiant DL380 G5,,false,2117.0,2125.0,1245.0,1541.0,2428.0,3363.0,1837.0,1672.0,2616.0,2425.0,2077.0,3569.0,1566.0,2288.0,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060807-06957.html
399,603,2006-06-01,Hewlett-Packard Company,ProLiant DL380 G5,,false,2432.0,2441.0,1448.0,1755.0,2747.0,3702.0,2142.0,1937.0,3052.0,2817.0,2369.0,4061.0,1805.0,2669.0,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060807-06961.html
400,686,2007-01-01,Hewlett-Packard Company,ProLiant DL380 G5,,false,2727.0,2732.0,1652.0,1990.0,2774.0,4206.0,2434.0,2191.0,3465.0,3212.0,2593.0,4524.0,2028.0,3124.0,http://www.spec.org/cpu2000/results/res2007q1/cpu2000-20070219-08613.html
401,604,2006-06-01,Hewlett-Packard Company,ProLiant DL380 G5,,false,2723.0,2734.0,1649.0,1962.0,2849.0,4027.0,2448.0,2200.0,3488.0,3212.0,2633.0,4537.0,2039.0,3051.0,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060807-06962.html
402,605,2006-06-01,Hewlett-Packard Company,ProLiant DL380 G5,,false,3015.0,3026.0,1849.0,2155.0,3119.0,4240.0,2756.0,2451.0,3925.0,3577.0,2904.0,4984.0,2264.0,3443.0,http://www.spec.org/cpu2000/results/res2006q2/cpu2000-20060515-05999.html
403,599,2006-05-01,Hewlett-Packard Company,ProLiant DL380 G5,,false,1764.0,1771.0,1266.0,1151.0,2152.0,1932.0,1378.0,1511.0,2353.0,2181.0,1936.0,3001.0,1284.0,1879.0,http://www.spec.org/cpu2000/results/res2006q2/cpu2000-20060320-05779.html
404,79,2005-02-01,Hewlett-Packard Company,ProLiant DL385  TM  252,,false,1558.0,1745.0,1574.0,1232.0,1759.0,721.0,2264.0,1174.0,2258.0,1766.0,1607.0,2510.0,1420.0,1366.0,http://www.spec.org/cpu2000/results/res2005q1/cpu2000-20050124-03752.html
405,80,2005-09-01,Hewlett-Packard Company,ProLiant DL385  TM  254,,false,1696.0,1889.0,1697.0,1316.0,1925.0,765.0,2388.0,1300.0,2662.0,1853.0,1808.0,2706.0,1531.0,1498.0,http://www.spec.org/cpu2000/results/res2005q3/cpu2000-20050902-04613.html
406,80,2005-09-01,Hewlett-Packard Company,ProLiant DL385  TM  254,,false,1817.0,1914.0,1536.0,1476.0,2045.0,1180.0,1824.0,1730.0,2765.0,1860.0,1942.0,2796.0,1449.0,1851.0,http://www.spec.org/cpu2000/results/res2005q3/cpu2000-20050902-04619.html
407,83,2005-07-01,Hewlett-Packard Company,ProLiant DL385  TM  275,,false,1380.0,1518.0,1323.0,1090.0,1539.0,686.0,1872.0,1060.0,2095.0,1503.0,1473.0,2200.0,1253.0,1240.0,http://www.spec.org/cpu2000/results/res2005q3/cpu2000-20050711-04373.html
408,83,2005-07-01,Hewlett-Packard Company,ProLiant DL385  TM  275,,false,1465.0,1539.0,1213.0,1205.0,1631.0,1039.0,1434.0,1386.0,2176.0,1478.0,1554.0,2260.0,1181.0,1489.0,http://www.spec.org/cpu2000/results/res2005q3/cpu2000-20050725-04431.html
409,84,2005-09-01,Hewlett-Packard Company,ProLiant DL385  TM  280,,false,1500.0,1666.0,1459.0,1188.0,1688.0,735.0,2050.0,1147.0,2284.0,1605.0,1599.0,2390.0,1358.0,1347.0,http://www.spec.org/cpu2000/results/res2005q3/cpu2000-20050902-04598.html
410,84,2005-09-01,Hewlett-Packard Company,ProLiant DL385  TM  280,,false,1596.0,1677.0,1322.0,1309.0,1776.0,1130.0,1566.0,1510.0,2373.0,1610.0,1696.0,2460.0,1286.0,1625.0,http://www.spec.org/cpu2000/results/res2005q3/cpu2000-20050902-04606.html
411,85,2006-03-01,Hewlett-Packard Company,ProLiant DL385  TM  285,,false,1604.0,1797.0,1566.0,1236.0,1808.0,709.0,2307.0,1213.0,2641.0,1750.0,1714.0,2572.0,1451.0,1416.0,http://www.spec.org/cpu2000/results/res2006q1/cpu2000-20060306-05720.html
412,85,2006-03-01,Hewlett-Packard Company,ProLiant DL385  TM  285,,false,1692.0,1780.0,1427.0,1364.0,1907.0,1099.0,1694.0,1607.0,2600.0,1745.0,1802.0,2577.0,1345.0,1747.0,http://www.spec.org/cpu2000/results/res2006q1/cpu2000-20060306-05724.html
413,106,2006-09-01,Hewlett-Packard Company,ProLiant DL385 G2  TM  2218,,false,1624.0,1804.0,1586.0,1289.0,1823.0,745.0,2215.0,1233.0,2751.0,1719.0,1759.0,2543.0,1479.0,1417.0,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060901-07157.html
414,106,2006-09-01,Hewlett-Packard Company,ProLiant DL385 G2  TM  2218,,false,1729.0,1861.0,1447.0,1394.0,1970.0,1160.0,1682.0,1624.0,2497.0,1911.0,1898.0,2660.0,1342.0,1754.0,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060901-07158.html
415,119,2007-01-01,Hewlett-Packard Company,ProLiant DL385 G2  TM  2220SE,,false,1696.0,1913.0,1693.0,1327.0,1945.0,739.0,2325.0,1296.0,2966.0,1778.0,1859.0,2612.0,1537.0,1475.0,http://www.spec.org/cpu2000/results/res2006q4/cpu2000-20061113-08038.html
416,119,2007-01-01,Hewlett-Packard Company,ProLiant DL385 G2  TM  2220SE,,false,1824.0,1992.0,1554.0,1455.0,2039.0,1171.0,1810.0,1714.0,2662.0,2073.0,2045.0,2721.0,1425.0,1856.0,http://www.spec.org/cpu2000/results/res2006q4/cpu2000-20061113-08039.html
417,607,2006-05-01,Hewlett-Packard Company,ProLiant DL580 G4,,false,1416.0,1423.0,1009.0,933.0,1741.0,1455.0,1123.0,1209.0,2041.0,1732.0,1551.0,2355.0,1012.0,1536.0,http://www.spec.org/cpu2000/results/res2006q2/cpu2000-20060515-05987.html
418,611,2006-08-01,Hewlett-Packard Company,ProLiant DL580 G4,,false,1736.0,1745.0,1150.0,1184.0,2081.0,2411.0,1269.0,1464.0,2310.0,2043.0,1732.0,3140.0,1336.0,1717.0,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060818-07056.html
419,543,2006-02-01,Hewlett-Packard Company,ProLiant ML110 G3,,false,1494.0,1503.0,1020.0,1007.0,1790.0,1881.0,1112.0,1260.0,1896.0,1791.0,1627.0,2668.0,1143.0,1514.0,http://www.spec.org/cpu2000/results/res2006q1/cpu2000-20060206-05516.html
420,598,2006-05-01,Hewlett-Packard Company,ProLiant ML150 G3,,false,1425.0,1432.0,1024.0,934.0,1747.0,1472.0,1122.0,1219.0,2041.0,1738.0,1569.0,2406.0,1022.0,1521.0,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060901-07169.html
421,599,2006-05-01,Hewlett-Packard Company,ProLiant ML150 G3,,false,1790.0,1800.0,1280.0,1175.0,2197.0,1914.0,1398.0,1530.0,2541.0,2168.0,1971.0,3029.0,1283.0,1894.0,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060724-06789.html
422,543,2006-02-01,Hewlett-Packard Company,ProLiant ML310 G3,,false,1497.0,1502.0,1024.0,1013.0,1789.0,1928.0,1111.0,1257.0,1892.0,1794.0,1627.0,2664.0,1139.0,1512.0,http://www.spec.org/cpu2000/results/res2006q1/cpu2000-20060206-05510.html
423,593,2006-09-01,Hewlett-Packard Company,ProLiant ML310 G4,,false,2562.0,2571.0,1491.0,1861.0,2919.0,4162.0,2196.0,2003.0,3138.0,2919.0,2548.0,4344.0,1939.0,2745.0,http://www.spec.org/cpu2000/results/res2006q4/cpu2000-20061016-07575.html
424,595,2006-09-01,Hewlett-Packard Company,ProLiant ML310 G4,,false,2826.0,2835.0,1658.0,2042.0,3220.0,4460.0,2446.0,2218.0,3491.0,3237.0,2789.0,4761.0,2143.0,3052.0,http://www.spec.org/cpu2000/results/res2006q4/cpu2000-20060918-07411.html
425,600,2006-05-01,Hewlett-Packard Company,ProLiant ML350 G5,,false,1706.0,1712.0,995.0,1246.0,1957.0,2800.0,1467.0,1341.0,2093.0,1944.0,1670.0,2892.0,1262.0,1830.0,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060724-06792.html
426,617,2006-11-01,Hewlett-Packard Company,ProLiant ML350 G5,,false,1966.0,1972.0,1156.0,1444.0,2220.0,3205.0,1703.0,1550.0,2426.0,2259.0,1868.0,3303.0,1446.0,2182.0,http://www.spec.org/cpu2000/results/res2007q1/cpu2000-20070216-08591.html
427,686,2007-01-01,Hewlett-Packard Company,ProLiant ML350 G5,,false,2721.0,2729.0,1647.0,1991.0,2711.0,4224.0,2434.0,2196.0,3464.0,3216.0,2561.0,4536.0,2027.0,3123.0,http://www.spec.org/cpu2000/results/res2007q1/cpu2000-20070205-08441.html
428,605,2006-06-01,Hewlett-Packard Company,ProLiant ML350 G5,,false,3015.0,3025.0,1843.0,2152.0,3038.0,4384.0,2753.0,2457.0,3925.0,3599.0,2879.0,4982.0,2266.0,3440.0,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060626-06352.html
429,599,2006-06-01,Hewlett-Packard Company,ProLiant ML350 G5,,false,1771.0,1781.0,1280.0,1152.0,2178.0,1828.0,1400.0,1521.0,2544.0,2164.0,1965.0,2952.0,1255.0,1895.0,http://www.spec.org/cpu2000/results/res2006q2/cpu2000-20060612-06168.html
430,600,2006-06-01,Hewlett-Packard Company,ProLiant ML370 G5,,false,1704.0,1710.0,996.0,1248.0,1952.0,2757.0,1469.0,1341.0,2079.0,1945.0,1678.0,2896.0,1261.0,1841.0,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060807-06945.html
431,617,2006-11-01,Hewlett-Packard Company,ProLiant ML370 G5,,false,1965.0,1971.0,1159.0,1442.0,2223.0,3178.0,1703.0,1548.0,2421.0,2255.0,1879.0,3288.0,1446.0,2187.0,http://www.spec.org/cpu2000/results/res2007q1/cpu2000-20070222-08637.html
432,686,2006-11-01,Hewlett-Packard Company,ProLiant ML370 G5,,false,2726.0,2735.0,1651.0,1989.0,2775.0,4207.0,2433.0,2191.0,3464.0,3205.0,2592.0,4524.0,2027.0,3125.0,http://www.spec.org/cpu2000/results/res2007q1/cpu2000-20070205-08420.html
433,605,2006-06-01,Hewlett-Packard Company,ProLiant ML370 G5,,false,3022.0,3039.0,1848.0,2144.0,3070.0,4599.0,2755.0,2452.0,3917.0,3592.0,2851.0,4901.0,2257.0,3457.0,http://www.spec.org/cpu2000/results/res2006q2/cpu2000-20060525-06043.html
434,607,2006-05-01,Hewlett-Packard Company,ProLiant ML570 G4,,false,1422.0,1430.0,1012.0,937.0,1750.0,1466.0,1126.0,1214.0,2049.0,1742.0,1556.0,2363.0,1018.0,1541.0,http://www.spec.org/cpu2000/results/res2006q2/cpu2000-20060515-05992.html
435,611,2006-08-01,Hewlett-Packard Company,ProLiant ML570 G4,,false,1742.0,1751.0,1153.0,1191.0,2088.0,2416.0,1273.0,1470.0,2316.0,2051.0,1738.0,3156.0,1341.0,1723.0,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060818-07065.html
436,194,2002-08-01,Hewlett-Packard Company,hp AlphaServer DS25 68/1000,,false,618.0,678.0,462.0,533.0,699.0,565.0,815.0,418.0,793.0,578.0,461.0,852.0,666.0,789.0,http://www.spec.org/cpu2000/results/res2002q3/cpu2000-20020801-01520.html
437,197,2002-08-01,Hewlett-Packard Company,hp AlphaServer ES45 68/1250,,false,845.0,928.0,575.0,860.0,905.0,1125.0,1016.0,569.0,952.0,790.0,552.0,1158.0,925.0,1026.0,http://www.spec.org/cpu2000/results/res2002q4/cpu2000-20021104-01757.html
438,196,2002-08-01,Hewlett-Packard Company,hp AlphaServer GS160 68/1224,,false,767.0,833.0,562.0,785.0,846.0,823.0,1004.0,558.0,969.0,744.0,351.0,1052.0,866.0,1040.0,http://www.spec.org/cpu2000/results/res2002q4/cpu2000-20021104-01765.html
439,196,2002-08-01,Hewlett-Packard Company,hp AlphaServer GS320 68/1224,,false,767.0,833.0,562.0,785.0,846.0,823.0,1004.0,558.0,969.0,744.0,351.0,1052.0,866.0,1040.0,http://www.spec.org/cpu2000/results/res2002q4/cpu2000-20021104-01766.html
440,196,2002-08-01,Hewlett-Packard Company,hp AlphaServer GS80 68/1224,,false,767.0,833.0,562.0,785.0,846.0,823.0,1004.0,558.0,969.0,744.0,351.0,1052.0,866.0,1040.0,http://www.spec.org/cpu2000/results/res2002q4/cpu2000-20021104-01767.html
441,274,2002-03-01,Hewlett-Packard Company,hp server rp2470,,false,549.0,581.0,502.0,607.0,757.0,518.0,642.0,407.0,488.0,518.0,269.0,1004.0,452.0,781.0,http://www.spec.org/cpu2000/results/res2002q1/cpu2000-20020212-01263.html
442,274,2001-11-01,Hewlett-Packard Company,hp server rp5470,,false,517.0,549.0,496.0,535.0,707.0,376.0,644.0,427.0,509.0,510.0,242.0,931.0,410.0,783.0,http://www.spec.org/cpu2000/results/res2001q4/cpu2000-20011023-01071.html
443,273,2001-11-01,Hewlett-Packard Company,hp server rp5470,,false,465.0,491.0,434.0,498.0,631.0,390.0,558.0,383.0,441.0,446.0,219.0,837.0,373.0,674.0,http://www.spec.org/cpu2000/results/res2001q4/cpu2000-20011023-01079.html
444,274,2001-09-01,Hewlett-Packard Company,hp server rp7400,,false,520.0,551.0,495.0,550.0,710.0,396.0,642.0,427.0,508.0,510.0,242.0,930.0,411.0,781.0,http://www.spec.org/cpu2000/results/res2001q4/cpu2000-20010911-00894.html
445,273,2001-09-01,Hewlett-Packard Company,hp server rp7400,,false,466.0,493.0,433.0,498.0,631.0,392.0,557.0,383.0,441.0,446.0,219.0,836.0,374.0,676.0,http://www.spec.org/cpu2000/results/res2001q4/cpu2000-20011023-01088.html
446,485,2002-09-01,Hewlett-Packard Company,hp server rx2600   Itanium 2,,false,810.0,0.0,583.0,704.0,1014.0,834.0,781.0,660.0,1004.0,815.0,680.0,1193.0,759.0,880.0,http://www.spec.org/cpu2000/results/res2002q3/cpu2000-20020711-01469.html
447,493,2002-09-01,Hewlett-Packard Company,hp server rx2600   Itanium 2,,false,674.0,674.0,526.0,574.0,890.0,448.0,700.0,560.0,902.0,718.0,616.0,1021.0,604.0,758.0,http://www.spec.org/cpu2000/results/res2002q4/cpu2000-20021119-01863.html
448,476,2001-06-01,Hewlett-Packard Company,hp server rx4610,,false,342.0,342.0,334.0,284.0,382.0,293.0,358.0,274.0,415.0,324.0,274.0,552.0,313.0,389.0,http://www.spec.org/cpu2000/results/res2001q3/cpu2000-20010730-00776.html
449,476,2001-06-01,Hewlett-Packard Company,hp server rx4610,,false,379.0,0.0,322.0,402.0,428.0,605.0,357.0,316.0,370.0,320.0,258.0,472.0,362.0,450.0,http://www.spec.org/cpu2000/results/res2001q3/cpu2000-20010827-00842.html
450,485,2002-09-01,Hewlett-Packard Company,hp server rx5670   Itanium 2,,false,807.0,0.0,584.0,700.0,1008.0,820.0,781.0,660.0,1005.0,814.0,680.0,1184.0,759.0,879.0,http://www.spec.org/cpu2000/results/res2002q3/cpu2000-20020711-01467.html
451,493,2002-09-01,Hewlett-Packard Company,hp server rx5670   Itanium 2,,false,673.0,673.0,528.0,572.0,890.0,447.0,700.0,559.0,902.0,715.0,617.0,1016.0,603.0,755.0,http://www.spec.org/cpu2000/results/res2002q4/cpu2000-20021119-01865.html
452,271,2000-02-01,Hewlett-Packard Company,hp visualize  c3600 UNIX workstation,,false,408.0,432.0,373.0,415.0,559.0,376.0,471.0,342.0,395.0,407.0,213.0,746.0,338.0,471.0,http://www.spec.org/cpu2000/results/res2000q4/cpu2000-20001106-00303.html
453,266,2000-02-01,Hewlett-Packard Company,hp visualize b2000 UNIX workstation,,false,313.0,332.0,275.0,328.0,420.0,344.0,343.0,261.0,286.0,294.0,163.0,571.0,265.0,361.0,http://www.spec.org/cpu2000/results/res2000q4/cpu2000-20001106-00300.html
454,271,2000-09-01,Hewlett-Packard Company,hp visualize j6000 UNIX workstation,,false,417.0,441.0,376.0,421.0,577.0,384.0,472.0,361.0,395.0,406.0,229.0,764.0,349.0,479.0,http://www.spec.org/cpu2000/results/res2000q4/cpu2000-20001106-00305.html
455,269,2001-06-01,Hewlett-Packard Company,hp workstation b2600,,false,380.0,403.0,342.0,382.0,524.0,380.0,426.0,329.0,342.0,353.0,209.0,712.0,321.0,430.0,http://www.spec.org/cpu2000/results/res2001q2/cpu2000-20010424-00601.html
456,272,2001-11-01,Hewlett-Packard Company,hp workstation c3650,,false,481.0,508.0,424.0,535.0,672.0,466.0,533.0,364.0,415.0,443.0,255.0,897.0,412.0,645.0,http://www.spec.org/cpu2000/results/res2002q1/cpu2000-20011221-01155.html
457,274,2001-07-01,Hewlett-Packard Company,hp workstation c3700,,false,568.0,604.0,505.0,607.0,783.0,466.0,647.0,495.0,516.0,529.0,295.0,1056.0,474.0,783.0,http://www.spec.org/cpu2000/results/res2001q2/cpu2000-20010424-00606.html
458,275,2002-11-01,Hewlett-Packard Company,hp workstation c3750,,false,642.0,678.0,588.0,688.0,906.0,494.0,751.0,495.0,592.0,619.0,339.0,1196.0,534.0,911.0,http://www.spec.org/cpu2000/results/res2002q4/cpu2000-20021004-01707.html
459,476,2001-06-01,Hewlett-Packard Company,hp workstation i2000,,false,358.0,365.0,322.0,376.0,407.0,402.0,356.0,296.0,370.0,320.0,256.0,459.0,334.0,449.0,http://www.spec.org/cpu2000/results/res2001q4/cpu2000-20010911-00899.html
460,274,2001-07-01,Hewlett-Packard Company,hp workstation j6700,,false,569.0,603.0,509.0,598.0,783.0,465.0,649.0,497.0,516.0,530.0,298.0,1051.0,475.0,787.0,http://www.spec.org/cpu2000/results/res2001q2/cpu2000-20010424-00608.html
461,275,2002-11-01,Hewlett-Packard Company,hp workstation j6750,,false,641.0,676.0,588.0,686.0,903.0,490.0,754.0,495.0,593.0,620.0,339.0,1191.0,536.0,915.0,http://www.spec.org/cpu2000/results/res2002q4/cpu2000-20021004-01710.html
462,493,2002-09-01,Hewlett-Packard Company,hp workstation zx2000   Itanium 2,,false,668.0,0.0,524.0,564.0,878.0,430.0,701.0,556.0,905.0,715.0,609.0,1011.0,592.0,764.0,http://www.spec.org/cpu2000/results/res2002q3/cpu2000-20020715-01486.html
463,485,2002-09-01,Hewlett-Packard Company,hp workstation zx6000   Itanium 2,,false,807.0,0.0,583.0,699.0,1015.0,822.0,782.0,659.0,1004.0,810.0,679.0,1187.0,759.0,879.0,http://www.spec.org/cpu2000/results/res2002q3/cpu2000-20020715-01487.html
464,493,2002-09-01,Hewlett-Packard Company,hp workstation zx6000   Itanium 2,,false,669.0,669.0,525.0,577.0,871.0,442.0,687.0,541.0,941.0,722.0,612.0,994.0,597.0,747.0,http://www.spec.org/cpu2000/results/res2002q4/cpu2000-20021202-01879.html
465,76,2005-04-01,IBM Corporation,AMD Opteron,,false,1184.0,1323.0,1167.0,927.0,1366.0,560.0,1665.0,833.0,1829.0,1297.0,1220.0,1820.0,1094.0,1152.0,http://www.spec.org/cpu2000/results/res2005q2/cpu2000-20050610-04212.html
466,78,2005-04-01,IBM Corporation,AMD Opteron,,false,1417.0,1575.0,1433.0,1086.0,1648.0,627.0,2017.0,1029.0,2202.0,1555.0,1527.0,2167.0,1287.0,1348.0,http://www.spec.org/cpu2000/results/res2005q2/cpu2000-20050610-04216.html
467,79,2005-04-01,IBM Corporation,AMD Opteron,,false,1559.0,1753.0,1563.0,1241.0,1776.0,714.0,2210.0,1067.0,2403.0,1725.0,1650.0,2529.0,1433.0,1429.0,http://www.spec.org/cpu2000/results/res2005q2/cpu2000-20050505-04069.html
468,83,2005-07-01,IBM Corporation,,,false,1327.0,1455.0,1320.0,1012.0,1513.0,625.0,1858.0,1006.0,2032.0,1440.0,1426.0,1997.0,1206.0,1254.0,http://www.spec.org/cpu2000/results/res2005q3/cpu2000-20050822-04523.html
469,289,2003-07-01,IBM Corporation,IBM IntelliStation POWER 275 Workstation   1 CPU,,false,617.0,683.0,460.0,600.0,676.0,1003.0,534.0,265.0,792.0,482.0,567.0,962.0,664.0,831.0,http://www.spec.org/cpu2000/results/res2003q3/cpu2000-20030623-02296.html
470,291,2003-07-01,IBM Corporation,IBM IntelliStation POWER 275 Workstation   1 CPU,,false,883.0,978.0,664.0,842.0,974.0,1368.0,770.0,400.0,1091.0,660.0,880.0,1388.0,952.0,1163.0,http://www.spec.org/cpu2000/results/res2003q3/cpu2000-20030623-02298.html
471,294,2005-10-01,IBM Corporation,IBM IntelliStation POWER 285 Workstation   1 CPU,,false,1469.0,1512.0,861.0,1249.0,1556.0,3049.0,1176.0,1315.0,1568.0,1049.0,1327.0,2515.0,1411.0,1651.0,http://www.spec.org/cpu2000/results/res2005q4/cpu2000-20051003-04879.html
472,295,2006-08-01,IBM Corporation,IBM IntelliStation POWER 285 Workstation   1 CPU,,false,1670.0,1747.0,949.0,1506.0,1924.0,3661.0,1336.0,1466.0,1835.0,1122.0,1464.0,2714.0,1575.0,1849.0,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060723-06639.html
473,288,2002-03-01,IBM Corporation,IBM IntelliStation POWER Model 265,,false,298.0,318.0,264.0,290.0,331.0,363.0,278.0,195.0,391.0,229.0,270.0,289.0,301.0,468.0,http://www.spec.org/cpu2000/results/res2002q1/cpu2000-20020128-01226.html
474,337,2001-09-01,IBM Corporation,IBM RS/6000 Model M80,,false,409.0,439.0,355.0,485.0,419.0,784.0,385.0,304.0,349.0,278.0,287.0,360.0,493.0,672.0,http://www.spec.org/cpu2000/results/res2001q3/cpu2000-20010809-00789.html
475,19,2006-09-01,IBM Corporation,IBM System X 3105  TM  64 3500+,,false,1269.0,1401.0,1338.0,897.0,1270.0,629.0,1863.0,973.0,2309.0,1440.0,1450.0,2027.0,1134.0,905.0,http://www.spec.org/cpu2000/results/res2006q4/cpu2000-20060918-07371.html
476,93,2006-09-01,IBM Corporation,IBM System X 3105  TM  1210,,false,1181.0,1303.0,1098.0,964.0,1294.0,639.0,1558.0,895.0,1894.0,1218.0,1243.0,1840.0,1077.0,1057.0,http://www.spec.org/cpu2000/results/res2006q4/cpu2000-20060918-07354.html
477,94,2006-09-01,IBM Corporation,IBM System X 3105  TM  1212,,false,1307.0,1444.0,1220.0,1068.0,1445.0,705.0,1729.0,990.0,2101.0,1355.0,1353.0,2029.0,1193.0,1178.0,http://www.spec.org/cpu2000/results/res2006q4/cpu2000-20060918-07365.html
478,95,2006-09-01,IBM Corporation,IBM System X 3105  TM  1214,,false,1398.0,1555.0,1341.0,1121.0,1559.0,688.0,1901.0,1062.0,2317.0,1478.0,1463.0,2189.0,1270.0,1229.0,http://www.spec.org/cpu2000/results/res2006q4/cpu2000-20060918-07361.html
479,96,2006-09-01,IBM Corporation,IBM System X 3105  TM  1216,,false,1484.0,1661.0,1461.0,1149.0,1670.0,680.0,2071.0,1125.0,2527.0,1595.0,1573.0,2329.0,1343.0,1298.0,http://www.spec.org/cpu2000/results/res2006q4/cpu2000-20060918-07357.html
480,591,2006-11-01,IBM Corporation,IBM System X 3200    4MB L2 Cache,,false,1922.0,0.0,1167.0,1404.0,2138.0,2571.0,1735.0,1423.0,2436.0,2282.0,2042.0,3364.0,1388.0,2155.0,http://www.spec.org/cpu2000/results/res2006q4/cpu2000-20061030-07734.html
481,592,2006-11-01,IBM Corporation,IBM System X 3200    4MB L2 Cache,,false,2166.0,0.0,1331.0,1568.0,2418.0,2755.0,1983.0,1612.0,2784.0,2594.0,2291.0,3771.0,1561.0,2467.0,http://www.spec.org/cpu2000/results/res2006q4/cpu2000-20061030-07740.html
482,665,2007-02-01,IBM Corporation,IBM System X 3200    8MB L2 Cache,,false,2270.0,0.0,1323.0,1664.0,2465.0,3785.0,1978.0,1666.0,2773.0,2626.0,2284.0,3933.0,1726.0,2449.0,http://www.spec.org/cpu2000/results/res2007q1/cpu2000-20070122-08358.html
483,593,2006-11-01,IBM Corporation,IBM System X 3200    4MB L2 Cache,,false,2564.0,0.0,1497.0,1876.0,2778.0,4265.0,2232.0,1884.0,3131.0,2983.0,2560.0,4448.0,1952.0,2774.0,http://www.spec.org/cpu2000/results/res2006q4/cpu2000-20061030-07742.html
484,666,2007-02-01,IBM Corporation,IBM System X 3200    8MB L2 Cache,,false,2540.0,0.0,1491.0,1855.0,2762.0,4159.0,2225.0,1870.0,3121.0,2934.0,2542.0,4377.0,1932.0,2770.0,http://www.spec.org/cpu2000/results/res2007q1/cpu2000-20070122-08354.html
485,591,2006-11-01,IBM Corporation,IBM System X 3250    4MB L2 Cache,,false,1929.0,0.0,1168.0,1414.0,2144.0,2619.0,1735.0,1427.0,2436.0,2284.0,2050.0,3379.0,1394.0,2158.0,http://www.spec.org/cpu2000/results/res2006q4/cpu2000-20061016-07562.html
486,592,2006-11-01,IBM Corporation,IBM System X 3250    4MB L2 Cache,,false,2177.0,0.0,1332.0,1584.0,2428.0,2810.0,1984.0,1616.0,2784.0,2598.0,2304.0,3792.0,1570.0,2470.0,http://www.spec.org/cpu2000/results/res2006q4/cpu2000-20061016-07568.html
487,665,2007-02-01,IBM Corporation,IBM System X 3250    8MB L2 Cache,,false,2279.0,0.0,1324.0,1681.0,2474.0,3859.0,1978.0,1667.0,2774.0,2614.0,2296.0,3957.0,1730.0,2461.0,http://www.spec.org/cpu2000/results/res2007q1/cpu2000-20070122-08350.html
488,593,2006-11-01,IBM Corporation,IBM System X 3250    4MB L2 Cache,,false,2564.0,0.0,1493.0,1879.0,2782.0,4302.0,2226.0,1880.0,3130.0,2978.0,2567.0,4451.0,1952.0,2768.0,http://www.spec.org/cpu2000/results/res2006q4/cpu2000-20061016-07567.html
489,666,2007-02-01,IBM Corporation,IBM System X 3250    8MB L2 Cache,,false,2540.0,0.0,1491.0,1857.0,2754.0,4168.0,2224.0,1870.0,3123.0,2928.0,2541.0,4376.0,1934.0,2770.0,http://www.spec.org/cpu2000/results/res2007q1/cpu2000-20070122-08346.html
490,293,2005-10-01,IBM Corporation,IBM System p5 505   1 CPU,,false,1259.0,1297.0,747.0,1029.0,1378.0,2512.0,1016.0,1123.0,1404.0,910.0,1159.0,2129.0,1179.0,1407.0,http://www.spec.org/cpu2000/results/res2005q4/cpu2000-20051003-04883.html
491,295,2006-08-01,IBM Corporation,IBM System p5 505   1 CPU,,false,1617.0,1704.0,950.0,1418.0,1709.0,3486.0,1305.0,1457.0,1755.0,1066.0,1460.0,2675.0,1565.0,1830.0,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060724-06655.html
