power_id,processor_id,power,application,source
493,638,56.0,SpecFp2006,http://download.intel.com/design/intarch/PAPERS/324819.pdf
494,638,60.0,IPSec,http://download.intel.com/design/intarch/PAPERS/324819.pdf
495,638,68.0,TDP Workload,http://download.intel.com/design/intarch/PAPERS/324819.pdf
496,365,1.8,idle (+C_STATES),http://download.intel.com/design/intarch/designgd/324956.pdf
497,365,2.2,idle (-C_STATES),http://download.intel.com/design/intarch/designgd/324956.pdf
498,365,3.0,SpecInt2006,http://download.intel.com/design/intarch/designgd/324956.pdf
499,365,2.9,SpecFp2006,http://download.intel.com/design/intarch/designgd/324956.pdf
500,365,3.0,PTU 70%,http://download.intel.com/design/intarch/designgd/324956.pdf
501,365,2.3,Video 720p,http://download.intel.com/design/intarch/designgd/324956.pdf
502,365,2.5,Video 1800p,http://download.intel.com/design/intarch/designgd/324956.pdf
503,365,3.0,3DMarkMobile06,http://download.intel.com/design/intarch/designgd/324956.pdf
504,461,3.5,idle (+PM),ftp://download.intel.com/design/intarch/PAPERS/324818.pdf
505,461,11.0,idle (-PM),ftp://download.intel.com/design/intarch/PAPERS/324818.pdf
506,461,18.7,3DMark06,ftp://download.intel.com/design/intarch/PAPERS/324818.pdf
507,461,26.5,SpecInt1006,ftp://download.intel.com/design/intarch/PAPERS/324818.pdf
508,461,27.7,SpecFp2006,ftp://download.intel.com/design/intarch/PAPERS/324818.pdf
509,461,31.7,TAT,ftp://download.intel.com/design/intarch/PAPERS/324818.pdf
510,371,0.08,idle (+PM),ftp://download.intel.com/design/intarch/PAPERS/324817.pdf
511,371,0.35,idle (-PM),ftp://download.intel.com/design/intarch/PAPERS/324817.pdf
512,371,0.96,Video (720x406),ftp://download.intel.com/design/intarch/PAPERS/324817.pdf
513,371,0.96,3DMark05,ftp://download.intel.com/design/intarch/PAPERS/324817.pdf
514,371,1.26,SpecFp2006,ftp://download.intel.com/design/intarch/PAPERS/324817.pdf
515,371,1.36,SpecInt2006,ftp://download.intel.com/design/intarch/PAPERS/324817.pdf
516,371,1.74,TAT,ftp://download.intel.com/design/intarch/PAPERS/324817.pdf
