spec_fp1992_id,processor_id,hw_avail,test_sponsor,hw_model,basemean,peakmean,013_spice2g6,015_doduc,034_mdljdp2,039_wave5,047_tomcatv,048_ora,052_alvinn,056_ear,077_mdljsp2,078_swm256,089_su2cor,090_hydro2d,093_nasa7,094_fpppp,link
46,240,,Hitachi,Model 220/320G,62.0,68.3,33.8,45.5,91.6,41.1,83.1,123.1,65.4,85.4,45.1,45.0,68.8,56.1,43.3,110.4,http://performance.netlib.org/performance/html/spec.hit3050.cfp92.6_94.notes.html#{Hitachi; Ltd. 3050RX Model 220/320G 50MHz PA-RISC 7100}
47,240,,Hitachi,520,72.8,81.9,46.3,54.9,100.3,45.4,89.5,126.2,83.3,88.7,47.2,47.0,95.6,88.6,56.6,114.3,http://performance.netlib.org/performance/html/spec.h35-520b.cfp92.6_94.notes.html#{Hitachi; Ltd. Hitatchi 3500/520 50MHz PA-RISC 7100}
48,241,,Hitachi,530,107.7,121.3,65.1,88.2,160.8,70.2,116.2,202.2,126.5,142.1,75.6,62.5,130.6,128.6,71.4,182.9,http://performance.netlib.org/performance/html/spec.h35-530b.cfp92.6_94.notes.html#{Hitachi; Ltd. Hitatchi 3500 530 80MHz PA-RISC 7100}
49,241,,Hitachi,Model 230/330G/330T,104.6,117.0,62.8,87.3,160.0,69.3,109.5,201.6,122.1,141.4,75.3,59.0,123.8,123.3,65.9,182.2,http://performance.netlib.org/performance/html/spec.hit3050b.cfp92.6_94.notes.html#{Hitachi; Ltd. 3050RX Model 230/330G/330T 80MHz PA-RISC 7100}
50,238,,HP,735/99,159.5,174.2,91.7,140.9,197.5,137.5,140.2,262.2,388.4,289.1,94.1,83.3,186.4,165.5,82.2,239.0,http://performance.netlib.org/performance/html/spec.7359f.cfp92.12_95.notes.html#{Hewlett-Packard HP 9000 Series 700 Model 735/99 99 MHz PA-RISC 7100}
51,243,,HP,715/100,129.7,138.3,80.0,116.3,168.0,129.4,129.3,224.8,195.2,272.7,90.3,87.0,146.9,113.5,59.9,155.9,http://performance.netlib.org/performance/html/spec.7151f.cfp92.12_95.notes.html#{Hewlett-Packard HP 9000 Series 700 Model 715/100 100 MHz PA-RISC 7100LC}
52,243,,HP,715/100XC,181.5,183.9,121.5,117.7,183.7,142.9,148.0,245.7,640.8,336.0,100.6,90.0,224.3,216.8,181.0,179.7,http://performance.netlib.org/performance/html/spec.715xf.cfp92.12_95.notes.html#{Hewlett-Packard HP 9000 Series 700 Model 715/100XC 100 MHz PA-RISC 7100LC}
53,243,,Hewlett-Packard,715/100,128.7,137.0,80.2,114.1,159.3,125.0,132.5,245.7,170.5,265.9,89.3,84.4,137.4,113.3,73.3,148.1,http://performance.netlib.org/performance/html/spec.hp715100.cfp92.9_94.notes.html#{Hewlett-Packard HP Series 9000 Model 715/100 100MHz PA-RISC 7100LC}
54,245,,HP,712/60,80.7,84.9,47.7,59.6,86.0,68.9,108.2,149.3,133.0,144.5,52.3,72.6,68.1,76.3,57.4,83.5,http://performance.netlib.org/performance/html/spec.hpmissin.cfp92.6_94.notes.html#{Hewlett-Packard HP 9000 Model 712/60 60 MHz PA-RISC 7100LC}
55,245,,HP,712/60,80.7,87.3,48.1,59.6,94.4,73.1,109.1,126.0,176.0,162.4,52.5,76.0,77.0,73.5,50.9,55.4,http://performance.netlib.org/performance/html/spec.7126f.cfp92.12_95.notes.html#{Hewlett-Packard HP 9000 Series 700 Model 712/60 60 MHz PA-RISC 7100LC}
56,246,,Hewlett-Packard,715/64,91.0,96.5,58.5,73.2,102.8,84.5,106.4,156.9,131.2,170.0,57.2,66.4,103.4,86.2,59.7,95.2,http://performance.netlib.org/performance/html/spec.hp715-64.cfp92.9_94.notes.html#{Hewlett-Packard HP 9000 Series 700 Model 715/64 64MHz PA-RISC 7100LC}
57,248,,HP,712/80,115.1,121.8,72.9,93.5,135.6,109.8,128.0,179.7,197.7,218.5,72.5,85.2,137.4,109.2,61.6,124.8,http://performance.netlib.org/performance/html/spec.7128f.cfp92.12_95.notes.html#{Hewlett-Packard HP 9000 Series 700 Model 712/80 80 MHz PA-RISC 7100LC}
58,248,,HP,712/80,115.1,122.3,72.4,93.5,130.6,107.2,131.8,200.0,167.5,212.5,72.0,82.0,134.2,112.2,74.8,120.3,http://performance.netlib.org/performance/html/spec.hp71280.cfp92.6_94.notes.html#{Hewlett-Packard HP 9000 Model 712/80 80MHz PA-RISC 7100LC}
59,248,,Hewlett-Packard,E45,110.6,122.9,73.2,91.2,130.8,105.7,133.8,198.9,167.5,210.4,71.9,83.5,135.8,113.5,75.8,67.2,http://performance.netlib.org/performance/html/spec.hpcae45.cfp92.9_94.notes.html#{Hewlett-Packard HP 9000 Model E45 80MHz PA-RISC 7100LC}
60,248,,Hewlett-Packard,715/80,114.0,120.9,73.3,91.2,128.7,106.0,133.2,196.3,165.4,212.1,71.7,83.1,129.3,109.1,74.7,118.6,http://performance.netlib.org/performance/html/spec.hp715-80.cfp92.9_94.notes.html#{Hewlett-Packard HP 9000 Series 700 Model 715/80 80MHz PA-RISC 7100LC}
61,249,,Hewlett-Packard,E55,149.9,163.4,101.9,112.0,160.4,129.4,128.6,238.6,311.3,254.0,87.2,81.0,194.3,206.3,122.5,144.9,http://performance.netlib.org/performance/html/spec.hpcae55.cfp92.9_94.notes.html#{Hewlett-Packard HP 9000 Model E55 96MHz PA-RISC 7100LC}
62,251,,HP,735/125,183.2,201.3,104.8,175.5,234.0,171.3,156.8,362.0,331.5,336.0,120.9,88.4,192.5,183.4,95.4,284.8,http://performance.netlib.org/performance/html/spec.hp735125.cfp92.6_94.notes.html#{Hewlett-Packard HP 9000 Model 735/125 125MHz PA-RISC 7150}
63,253,,HP,J200,203.9,225.7,105.2,152.5,204.3,160.9,250.0,267.9,530.3,303.9,96.0,147.2,271.0,217.1,170.0,266.7,http://performance.netlib.org/performance/html/spec.j200f.cfp92.12_95.notes.html#{Hewlett-Packard HP 9000 Model J200 100 MHz PA-RISC 7200}
64,253,,Hewlett-Packard,K400,198.9,221.2,103.9,156.3,201.4,158.1,252.4,239.4,502.6,296.9,98.2,146.5,249.0,203.9,178.0,250.7,http://performance.netlib.org/performance/html/spec.hp9k4_1.cfp92.6_95.notes.html#{Hewlett-Packard Company HP9000 Model K400 100 MHz PA-RISC 7200}
65,253,,Hewlett Packard,C100,202.1,223.9,104.4,152.5,203.7,160.2,243.1,267.9,512.7,303.9,96.3,146.5,268.2,215.1,165.5,266.7,http://performance.netlib.org/performance/html/spec.c100f.cfp92.12_95.notes.html#{Hewlett Packard HP 9000 C100 100MHz PA-RISC 7200}
66,253,,HP,J200 Multiprocessor,248.4,294.7,81.1,140.9,190.1,188.8,368.1,269.8,961.3,288.5,96.5,253.5,425.7,385.9,276.8,271.4,http://performance.netlib.org/performance/html/spec.j2002f.cfp92.12_95.notes.html#{Hewlett-Packard HP 9000 Model J200 Multiprocessor 100MHz PA-RISC 7200}
67,254,,Hewlett Packard,K410,244.1,270.5,125.6,182.4,243.6,191.7,297.8,321.2,630.3,361.7,116.3,176.6,328.2,260.0,202.9,320.6,http://performance.netlib.org/performance/html/spec.hpk411fp.cfp92.12_95.notes.html#{Hewlett Packard Company Hewlett Packard 9000 Model K410 120 MHz PA-RISC 7200}
68,254,,HP,J210,244.6,270.7,126.2,184.2,244.5,192.7,301.1,321.2,635.5,363.8,115.1,176.4,324.9,260.0,204.1,319.4,http://performance.netlib.org/performance/html/spec.j210f.cfp92.12_95.notes.html#{Hewlett-Packard HP 9000 Model J210 120 MHz PA-RISC 7200}
69,254,,HP,J210XC,278.2,305.9,168.7,184.2,245.3,197.9,327.2,321.2,835.9,364.8,116.7,186.2,435.8,314.9,355.9,323.9,http://performance.netlib.org/performance/html/spec.F92HP4.cfp92.7_96.notes.html#{Hewlett-Packard HP 9000 Model J210XC 120 MHz PA-RISC 7200}
70,254,,HP,J210 Multiprocessor,298.9,354.6,97.7,169.1,228.0,228.4,441.7,324.0,1165.2,346.5,116.3,306.0,513.9,466.0,329.4,326.2,http://performance.netlib.org/performance/html/spec.j2102f.cfp92.12_95.notes.html#{Hewlett-Packard HP 9000 Model J210 Multiprocessor 120 MHz PA-RISC 7200}
71,254,,HP,J210XC MP,319.9,386.3,121.0,169.1,228.0,220.2,434.4,324.0,1220.6,339.5,115.9,330.7,648.2,535.2,454.1,325.1,http://performance.netlib.org/performance/html/spec.F92HP5.cfp92.7_96.notes.html#{Hewlett-Packard HP 9000 Model J210XC Multiprocessor 120 MHz PA-RISC 7200}
72,254,,Hewlett-Packard,C110,241.6,269.1,125.1,182.4,243.6,189.7,291.2,321.2,610.3,361.2,115.9,176.1,321.7,256.6,197.0,319.4,http://performance.netlib.org/performance/html/spec.c110f.cfp92.12_95.notes.html#{Hewlett-Packard HP 9000 C110 120MHz PA-RISC 7200}
73,278,,IBM,POWERstation 590,211.7,255.7,118.9,132.9,191.1,149.2,420.6,153.9,509.3,308.0,84.8,195.1,441.8,229.1,164.7,287.5,http://performance.netlib.org/performance/html/spec.i6-590.cfp92.6_94.notes.html#{IBM Corporation RISC System/6000 POWERstation 590 66.67 MHz POWER2}
74,281,,IBM,POWERserver 591,268.8,308.2,142.1,175.5,262.6,169.7,473.2,228.3,662.9,416.7,84.2,240.1,589.0,269.7,278.6,347.2,http://performance.netlib.org/performance/html/spec.ibmps591.cfp92.9_95.notes.html#{IBM Corporation RISC System/6000 POWERserver 591 77 MHz POWER2}
75,312,,IBM,POWERstation 40P,71.6,77.2,45.6,57.2,93.8,49.3,84.9,67.1,162.6,115.5,51.9,53.2,65.3,59.7,64.0,105.1,http://performance.netlib.org/performance/html/spec.ibm40p2.cfp92.12_94.notes.html#{IBM Corporation POWERstation 40P 66 MHz PowerPC}
76,312,,IBM,POWERstation 40P,71.6,77.2,45.6,57.2,93.8,49.3,84.9,67.1,162.6,115.5,51.9,53.2,65.3,59.7,64.0,105.1,http://performance.netlib.org/performance/html/spec.ibm40p2.cfp92.3_95.notes.html#{IBM Corporation POWERstation 40P 66 MHz PowerPC}
77,312,,IBM,POWERstation 40P,62.4,68.3,32.7,48.7,88.8,45.0,80.8,67.0,145.6,115.1,50.5,52.9,38.3,51.1,51.8,86.1,http://performance.netlib.org/performance/html/spec.ibm40p.cfp92.12_94.notes.html#{IBM Corporation POWERstation 40P 66 MHz PowerPC}
78,312,,IBM,POWERstation 40P,62.4,68.3,32.7,48.7,88.8,45.0,80.8,67.0,145.6,115.1,50.5,52.9,38.3,51.1,51.8,86.1,http://performance.netlib.org/performance/html/spec.ibm40p.cfp92.3_95.notes.html#{IBM Corporation POWERstation 40P 66 MHz PowerPC}
79,312,,IBM,POWERstation 250,65.5,76.0,41.8,52.0,87.7,46.4,93.3,58.7,146.2,114.5,47.3,61.2,53.6,57.1,40.6,91.3,http://performance.netlib.org/performance/html/spec.i6-250.cfp92.6_94.notes.html#{IBM Corporation RISC System/6000 POWERstation 250 66.67 MHz PowerPC}
80,321,,IBM,POWERstation 43P-100,105.0,120.2,68.5,119.2,171.3,79.7,72.8,146.6,192.3,306.9,99.1,61.1,68.6,65.9,73.6,139.4,http://performance.netlib.org/performance/html/spec.ibm43p00.cfp92.9_95.notes.html#{IBM Corporation RISC/6000 POWERstation 43P-100 100 MHz 604 }
81,323,,IBM,POWERstation 43P-120,128.9,139.3,77.4,155.0,216.8,103.6,73.8,176.2,206.7,369.0,122.3,51.6,102.1,110.4,79.7,231.2,http://performance.netlib.org/performance/html/spec.ibm43p20.cfp92.9_95.notes.html#{IBM Corporation RISC/6000 POWERstation 43P-120 120 MHz 604 }
82,324,,IBM,POWERstation 43P-133,146.1,156.4,87.0,172.2,245.3,118.6,89.5,195.8,234.5,411.3,136.7,57.8,125.0,122.3,88.9,256.3,http://performance.netlib.org/performance/html/spec.ibm43p33.cfp92.9_95.notes.html#{IBM Corporation RISC/6000 POWERstation 43P-133 133 MHz 604 }
83,313,,BULL,D201,80.2,88.7,63.1,60.2,96.7,57.9,95.7,67.6,182.2,129.3,51.9,56.2,98.7,75.1,54.0,121.4,http://performance.netlib.org/performance/html/spec.bulesc75.cfp92.12_94.notes.html#{BULL S.A. ESCALA 75MHz PowerPC 601}
84,316,,Motorola,E603-66P,55.1,60.7,32.1,51.4,90.1,38.3,47.7,57.3,117.8,127.5,53.5,15.9,56.9,61.7,42.3,81.6,http://performance.netlib.org/performance/html/spec.mo60366p.cfp92.3_95.notes.html#{Motorola; Inc. PowerStack 603 Series E 66MHz 603 Power PC}
85,316,,Motorola,E603-66P,59.7,64.9,35.4,53.4,93.4,39.4,50.6,57.3,147.0,128.1,54.6,16.2,64.7,73.5,49.4,92.7,http://performance.netlib.org/performance/html/spec.mo603662.cfp92.3_95.notes.html#{Motorola; Inc. PowerStack 603 Series E 66MHz 603 Power PC}
86,321,,Motorola,Estrella DT604-100,109.2,125.9,70.6,122.4,175.1,79.4,78.2,141.9,170.5,297.2,99.4,65.0,80.2,104.6,55.4,170.4,http://performance.netlib.org/performance/html/spec.bl100604.cfp92.12_95.notes.html#{BULL S.A. Estrella 100MHz 604 PowerPC}
87,321,,Motorola,DT604-100,109.2,125.9,70.6,122.4,175.1,79.4,78.2,141.9,170.5,297.2,99.4,65.0,80.2,104.6,55.4,170.4,http://performance.netlib.org/performance/html/spec.motdt_1.cfp92.12_95.notes.html#{Motorola; Inc. PowerStack RISC-PC 100MHz 604 PowerPC}
88,321,,Motorola,E604-100,109.3,125.3,70.4,120.8,174.2,79.1,78.4,141.9,171.3,297.2,99.4,65.3,80.5,102.5,55.5,176.2,http://performance.netlib.org/performance/html/spec.mote6_1.cfp92.12_95.notes.html#{Motorola; Inc. PowerStack Series-E 100MHz 604 PowerPC}
89,323,,IBM,POWERstation 42W,133.5,146.5,72.8,142.0,214.2,104.5,108.2,175.8,235.9,362.2,120.5,69.7,91.9,126.5,101.7,153.6,http://performance.netlib.org/performance/html/spec.ibm42w20.cfp92.9_95.notes.html#{IBM Corporation RISC/6000 POWERstation 42W 120 MHz PowerPC 604}
90,323,,IBM,POWERstation/server C20,136.0,150.4,81.5,143.1,211.0,104.8,95.3,174.6,248.9,368.0,121.4,72.1,94.6,135.1,108.8,155.4,http://performance.netlib.org/performance/html/spec.ibmc2021.cfp92.9_95.notes.html#{IBM Corporation RISC/6000 POWERstation/server C20 120 MHz PowerPC 604}
91,323,,IBM,POWERstation/server C20,105.6,116.5,50.8,118.5,188.1,80.1,70.3,175.4,182.7,360.7,112.4,68.2,58.3,90.7,77.5,93.2,http://performance.netlib.org/performance/html/spec.ibmc2020.cfp92.9_95.notes.html#{IBM Corporation RISC/6000 POWERstation/server C20 120 MHz PowerPC 604}
92,324,,Motorola,Estrella DT604-133,124.3,144.8,79.5,150.0,214.2,88.1,76.1,189.3,192.7,396.0,128.8,64.4,84.0,109.0,55.0,204.4,http://performance.netlib.org/performance/html/spec.bull1.cfp92.12_95.notes.html#{BULL S.A. Estrella 133MHz 604 PowerPC}
93,324,,Motorola,DT604-133,124.3,144.8,79.5,150.0,214.2,88.1,76.1,189.3,192.7,396.0,128.8,64.4,84.0,109.0,55.0,204.4,http://performance.netlib.org/performance/html/spec.motd6_1.cfp92.12_95.notes.html#{Motorola; Inc. PowerStack RISC-PC 133MHz 604 PowerPC}
94,360,,Intel,Micronics M4P PCI System,18.1,18.8,23.0,17.0,18.7,11.7,19.5,22.3,31.7,30.2,9.0,9.9,19.9,18.7,18.4,18.0,http://performance.netlib.org/performance/html/spec.mic49pci.cfp92.6_94.notes.html#{Micronics M4P PCI System 66MHz Intel 80486DX2}
95,361,,Intel,Micronics M4P PCI System,26.5,26.9,34.5,26.3,27.9,17.6,27.9,33.3,45.9,47.2,13.6,15.3,26.1,26.2,25.0,25.8,http://performance.netlib.org/performance/html/spec.mic4pcib.cfp92.6_94.notes.html#{Micronics M4P PCI System 100MHz IntelDX4 Processor}
96,500,,SNI,PCE-5S (100),75.4,81.2,61.7,80.2,91.5,55.0,76.1,96.9,145.6,184.8,45.6,38.3,53.0,74.9,50.6,110.2,http://performance.netlib.org/performance/html/spec.snpce5s.cfp92.9_94.notes.html#{Siemens Nixdorf Informationssysteme PCE-5S (100) 100 MHz Pentium}
97,500,,Intel,P5-100,78.5,88.6,77.8,81.6,91.8,54.0,91.4,98.8,160.5,177.5,44.0,39.8,51.4,81.8,54.1,105.1,http://performance.netlib.org/performance/html/spec.gatep5.cfp92.12_95.notes.html#{Gateway 2000 Gateway P5-100 100MHz Pentium Processor}
98,500,,Compaq,Proliant 2000,84.7,92.3,72.4,83.8,94.0,55.7,93.3,98.3,199.7,182.3,44.1,46.4,67.9,92.2,60.6,118.6,http://performance.netlib.org/performance/html/spec.compro.cfp92.3_95.notes.html#{COMPAQ Proliant 100MHz Pentium}
99,500,,Intel,XPS,83.9,94.8,76.0,83.8,93.2,55.3,104.7,98.9,193.7,176.1,44.3,44.2,57.1,90.8,62.9,115.6,http://performance.netlib.org/performance/html/spec.dellf3.cfp92.12_95.notes.html#{Dell Computer Corporation Dell Dimension XPS (100MHz; 512KB L2) 100MHz Pentium Processor}
100,500,,Intel,XXpress Deskside,86.5,95.9,83.3,86.1,94.7,55.5,92.7,98.9,211.8,177.1,44.5,41.8,64.1,94.5,69.5,128.5,http://performance.netlib.org/performance/html/spec.intelf7.cfp92.12_95.notes.html#{Intel Corporation XXpress Deskside (100MHz; 1MB L2) 100MHz Pentium Processor}
101,500,,Unisys (SJBC),U6000/500 Model 50,78.5,83.4,0.0,75.9,91.5,48.3,82.0,96.5,197.2,177.2,46.3,33.9,63.3,88.2,58.4,108.4,http://performance.netlib.org/performance/html/spec.uniu6550.cfp92.9_95.notes.html#{Unisys Corporation U6000/500 Model 50 100MHz Pentium Processor}
102,500,,Intel,Xbase 8TE8F BX,75.1,80.8,62.3,81.6,92.6,53.2,66.1,96.7,157.3,184.1,43.7,33.7,55.0,80.5,51.1,117.5,http://performance.netlib.org/performance/html/spec.ipn815.cfp92.6_94.notes.html#{Intel Corporation Xpress Deskside(Pentium-815\100) Pentium Processor 815\100}
103,500,,Intel,Xxpress Deskside,83.4,89.9,72.3,82.7,94.0,55.3,86.6,98.4,193.7,182.9,44.1,42.5,67.3,91.6,61.2,118.7,http://performance.netlib.org/performance/html/spec.int800_1.cfp92.6_95.notes.html#{Intel Corporation Xxpress Deskside (815\100; 512KB L2) Pentium Processor 815\100}
104,500,,Intel,Xpress Desktop,75.5,81.8,64.3,78.5,92.3,51.2,64.2,97.2,165.0,182.4,43.3,33.5,63.9,84.0,49.0,114.4,http://performance.netlib.org/performance/html/spec.intel815.cfp92.12_94.notes.html#{Intel Corporation Xpress Desktop(Pentium-815\100) Pentium Processor 815\100}
105,500,,Intel,Xxpress Deskside,86.9,93.2,82.4,83.8,94.2,55.6,90.4,98.4,223.5,182.5,44.1,42.3,70.2,99.5,69.1,118.9,http://performance.netlib.org/performance/html/spec.int810_1.cfp92.6_95.notes.html#{Intel Corporation Xxpress Deskside (815\100; 1MB L2) Pentium Processor 815\100}
106,501,,Intel,XPS,92.2,105.4,79.7,94.9,109.4,62.5,108.6,118.7,201.3,207.1,52.6,45.4,57.3,102.9,63.7,127.8,http://performance.netlib.org/performance/html/spec.dellf2.cfp92.12_95.notes.html#{Dell Computer Corporation Dell Dimension XPS (120MHz; 512KB L2) 120MHz Pentium Processor}
107,501,,Intel,XXpress Deskside,96.5,108.4,90.3,100.0,111.8,63.5,95.3,118.9,232.3,208.3,53.1,43.2,66.5,110.4,72.4,142.9,http://performance.netlib.org/performance/html/spec.intelf6.cfp92.12_95.notes.html#{Intel Corporation XXpress Deskside (120MHz; 1MB L2) 120MHz Pentium Processor}
108,501,,Intel,Xxpress Deskside,91.5,99.5,76.4,96.4,109.8,62.5,87.7,117.8,194.7,216.1,52.3,43.4,69.1,101.5,62.6,130.7,http://performance.netlib.org/performance/html/spec.int120_1.cfp92.6_95.notes.html#{Intel Corporation Xxpress Deskside (1000\120; 512KB L2) Pentium Processor 1000\120}
109,501,,Intel,Xxpress Deskside,97.0,103.9,88.4,97.4,111.1,63.4,93.0,118.2,248.9,217.2,52.6,43.6,72.3,114.7,72.5,131.4,http://performance.netlib.org/performance/html/spec.int112_1.cfp92.6_95.notes.html#{Intel Corporation Xxpress Deskside (1000\120; 1MB L2) Pentium Processor 1000\120}
110,502,,Intel,XPS,102.2,116.0,88.7,105.7,121.4,69.3,119.9,131.8,230.2,230.1,58.5,50.3,62.7,112.8,70.7,140.5,http://performance.netlib.org/performance/html/spec.dellf1.cfp92.12_95.notes.html#{Dell Computer Corporation Dell Dimension XPS (133MHz; 512KB L2) 133MHz Pentium Processor}
111,502,,Intel,XXpress Deskside,107.3,120.6,99.5,111.4,124.2,70.6,106.0,132.0,256.3,231.6,59.0,48.0,73.8,123.6,80.9,159.7,http://performance.netlib.org/performance/html/spec.intelf5.cfp92.12_95.notes.html#{Intel Corporation XXpress Deskside (133MHz; 1MB L2) 133MHz Pentium Processor}
112,507,,SNI,PCD-5T 60,48.3,52.4,40.3,47.4,55.0,33.1,59.0,58.1,102.8,111.2,27.3,28.1,31.5,52.5,35.2,60.9,http://performance.netlib.org/performance/html/spec.sni5t60.cfp92.12_94.notes.html#{Siemens Nixdorf Informationssysteme PCD-5T 60 60 MHz Pentium}
113,509,,Intel,Xxpress Deskside,63.2,68.5,56.7,62.6,68.2,41.7,67.9,73.8,143.5,137.4,33.0,33.0,51.0,68.7,47.8,88.9,http://performance.netlib.org/performance/html/spec.int675_1.cfp92.6_95.notes.html#{Intel Corporation Xxpress Deskside (610\75; 512KB L2) Pentium Processor 610\75}
114,509,,Intel,Xpress Desktop,56.4,60.8,46.6,61.4,69.3,39.6,48.8,73.4,109.1,136.7,32.7,25.2,47.2,63.0,37.3,85.7,http://performance.netlib.org/performance/html/spec.intel610.cfp92.12_94.notes.html#{Intel Corporation Xpress Desktop(Pentium-610\75) Pentium Processor 610\75}
115,510,,SNI,PCE-5S (90),67.9,72.7,53.1,71.5,82.7,49.4,68.7,87.1,133.7,166.1,41.0,34.3,48.0,66.1,45.9,105.7,http://performance.netlib.org/performance/html/spec.snpce_90.cfp92.9_94.notes.html#{Siemens Nixdorf Informationssysteme PCE-5S (90) 90 MHz Pentium}
116,510,,SNI,PCD-5T 90,62.4,68.3,46.9,65.5,78.5,43.6,69.0,87.3,131.7,157.0,40.1,32.3,35.7,70.2,39.0,81.0,http://performance.netlib.org/performance/html/spec.sni5t90.cfp92.12_94.notes.html#{Siemens Nixdorf Informationssysteme PCD-5T 90  90 MHz Pentium}
117,510,,Intel,Xbase 8TE8F BX,67.8,72.7,56.7,73.8,82.9,47.7,59.4,87.0,151.1,165.7,39.4,30.5,49.6,71.3,44.6,106.1,http://performance.netlib.org/performance/html/spec.ipn73590.cfp92.6_94.notes.html#{Intel Corporation Xpress Deskside(Pentium-735\90) Pentium Processor 735\90}
118,510,,Intel,Xtended Xpress,74.7,80.9,64.9,75.0,84.3,49.5,78.6,88.4,168.6,164.3,39.5,38.5,59.3,82.0,56.5,102.4,http://performance.netlib.org/performance/html/spec.i73590.cfp92.3_95.notes.html#{Intel Corporation XXpress Deskside (Pentium-735\90) Pentium Processor 735\90}
119,510,,Intel,Xxpress Deskside,75.2,81.4,66.4,73.5,83.2,49.8,78.9,88.5,170.5,164.9,39.7,38.7,60.7,82.9,56.5,106.9,http://performance.netlib.org/performance/html/spec.int790_1.cfp92.6_95.notes.html#{Intel Corporation Xxpress Deskside (735\90; 512KB L2) Pentium Processor 735\90}
120,510,,Intel,Xpress Desktop,67.5,73.5,57.8,69.4,83.2,47.0,58.4,87.5,148.7,164.1,39.0,30.4,56.1,70.8,44.5,100.3,http://performance.netlib.org/performance/html/spec.intel735.cfp92.12_94.notes.html#{Intel Corporation Xpress Desktop(Pentium-735\90) Pentium Processor 735\90}
121,510,,Intel,Xxpress Deskside,78.7,84.4,74.3,75.6,84.7,50.1,82.8,88.5,201.3,164.2,39.7,38.7,62.9,89.1,65.3,106.7,http://performance.netlib.org/performance/html/spec.int730_1.cfp92.6_95.notes.html#{Intel Corporation Xxpress Deskside (735\90; 1MB L2) Pentium Processor 735\90}
122,587,,Intel,Alder,182.0,220.0,144.4,175.5,198.0,96.6,210.3,195.3,373.3,441.2,91.8,108.1,167.1,226.8,149.6,237.7,http://performance.netlib.org/performance/html/spec.intelf3.cfp92.12_95.notes.html#{Intel Corporation Alder System (150MHz; 256KB L2) 150MHz Pentium Pro Processor}
123,587,,Intel,TDZ300,175.0,209.8,139.6,175.5,198.0,96.1,184.0,194.8,344.8,441.2,91.8,103.1,163.9,206.6,129.9,238.3,http://performance.netlib.org/performance/html/spec.inter150.cfp92.12_95.notes.html#{Intergraph Corporation TDZ300 (150MHz) 150MHz Pentium Pro Processor}
124,588,,Intel,Alder,209.6,261.3,174.9,195.8,221.6,107.6,210.3,217.6,573.9,492.3,102.1,115.3,190.0,291.5,173.0,264.4,http://performance.netlib.org/performance/html/spec.intelf4.cfp92.12_95.notes.html#{Intel Corporation Alder System (166MHz; 512KB L2) 166MHz Pentium Pro Processor}
