spec_fp1995_id,processor_id,hw_avail,test_sponsor,hw_model,basemean,peakmean,101_tomcatv,102_swim,103_su2cor,104_hydro2d,107_mgrid,110_applu,125_turb3d,141_apsi,145_fpppp,146_wave5,link
121,156,1994-12-01,Digital NH,AlphaStation 200 4/233,4.0,4.32,4.99,7.14,2.28,1.94,3.31,2.31,4.15,4.69,7.7,5.81,http://www.spec.org/cpu95/results/res9509/p046.html
122,156,1995-07-01,Digital NH,AlphaStation 200 4/233,3.95,0.0,4.91,7.2,2.08,1.86,3.78,2.34,3.93,4.65,7.7,5.36,http://www.spec.org/cpu95/results/res96q3/cpu95-960708-01067.html
123,157,1995-03-01,Digital NH,AlphaStation 250 4/266,5.8,6.27,7.27,9.84,4.19,3.47,4.45,3.33,5.0,8.12,8.45,8.09,http://www.spec.org/cpu95/results/res9509/p047.html
124,157,1995-07-01,Digital NH,AlphaStation 250 4/266,5.78,5.78,7.2,10.2,3.76,3.41,5.57,3.42,4.68,8.65,8.8,6.47,http://www.spec.org/cpu95/results/res96q3/cpu95-960708-01043.html
125,156,1996-03-01,Digital NH,AlphaStation 255/233,4.71,5.09,6.46,8.74,3.26,2.53,3.82,2.79,4.17,5.9,6.84,6.47,http://www.spec.org/cpu95/results/res96q3/cpu95-960708-01063.html
126,159,1996-03-01,Digital NH,AlphaStation 255/300,5.38,5.81,7.07,9.54,3.71,2.76,4.49,3.13,4.82,6.96,8.26,7.59,http://www.spec.org/cpu95/results/res96q3/cpu95-960708-01045.html
127,164,1996-03-01,Digital NH,AlphaStation 500/266,10.3,11.1,14.8,16.5,6.4,5.54,8.33,5.56,10.5,11.2,20.4,14.3,http://www.spec.org/cpu95/results/res96q3/cpu95-960708-01014.html
128,167,1996-03-01,Digital NH,AlphaStation 500/333,11.8,12.5,15.4,18.5,7.17,6.06,9.58,6.18,12.4,13.9,25.9,16.4,http://www.spec.org/cpu95/results/res96q2/cpu95-960610-00915.html
129,171,1996-06-01,Digital NH,AlphaStation 500/400,12.8,14.1,16.7,20.7,8.02,6.61,7.82,6.93,15.0,15.4,26.8,19.3,http://www.spec.org/cpu95/results/res96q2/cpu95-960513-00805.html
130,176,1996-10-01,Digital NH,AlphaStation 500/500,18.3,20.4,24.2,25.5,10.3,13.7,17.7,8.3,20.3,18.7,37.4,22.7,http://www.spec.org/cpu95/results/res96q3/cpu95-960829-01185.html
131,164,1995-07-01,Digital NH,AlphaStation 600 5/266,11.0,11.8,15.8,17.3,6.84,7.2,8.88,5.83,10.6,11.2,20.4,14.8,http://www.spec.org/cpu95/results/res9509/p048.html
132,164,1995-07-01,Digital NH,AlphaStation 600 5/266,10.0,10.5,13.6,17.9,5.75,5.57,8.13,5.85,9.87,11.9,18.7,12.3,http://www.spec.org/cpu95/results/res9509/p049.html
133,164,1995-07-01,Digital NH,AlphaStation 600 5/266,10.6,11.2,14.1,18.2,6.33,7.22,8.55,6.14,10.0,12.0,18.8,13.3,http://www.spec.org/cpu95/results/res96q3/cpu95-960708-01023.html
134,166,1995-07-01,Digital NH,AlphaStation 600 5/300,11.6,12.2,14.7,19.2,6.91,7.82,9.32,6.53,11.0,13.6,21.4,14.7,http://www.spec.org/cpu95/results/res9509/p050.html
135,167,1996-01-01,Digital NH,AlphaStation 600 5/333,12.6,13.4,16.9,19.4,7.33,8.21,10.4,6.56,12.7,13.5,25.5,16.4,http://www.spec.org/cpu95/results/res96q2/cpu95-960610-00921.html
136,167,1996-01-01,Digital NH,AlphaStation 600 5/333,12.4,13.2,15.9,19.0,7.1,7.9,10.1,6.8,12.0,14.6,23.7,17.2,http://www.spec.org/cpu95/results/res96q1/cpu95-960205-00233.html
137,150,1992-11-01,Digital NH,DEC 3000 Model 500,3.65,3.65,5.61,6.99,2.29,2.34,4.06,2.55,3.17,3.8,3.89,4.15,http://www.spec.org/cpu95/results/res9509/p040.html
138,155,1994-07-01,Digital NH,DEC 3000 Model 700,5.71,5.71,7.97,11.4,3.21,3.62,5.61,3.47,4.42,7.69,7.97,6.61,http://www.spec.org/cpu95/results/res9509/p041.html
139,158,1994-07-01,Digital NH,DEC 3000 Model 900,6.29,6.29,8.39,11.8,3.98,3.83,6.02,3.71,4.8,8.74,8.85,7.73,http://www.spec.org/cpu95/results/res9509/p042.html
140,171,1998-01-01,Digital NH,DIGITAL Server 3300 6400A,13.3,14.4,15.7,26.0,7.4,6.53,12.7,5.35,16.2,15.7,28.8,18.1,http://www.spec.org/cpu95/results/res98q2/cpu95-980325-02571.html
141,176,1998-01-01,Digital NH,DIGITAL Server 3305 6500A,14.8,15.9,16.2,26.8,8.25,6.96,13.4,5.71,18.6,19.1,36.0,20.7,http://www.spec.org/cpu95/results/res98q1/cpu95-980202-02382.html
142,177,1998-01-01,Digital NH,DIGITAL Server 5305 6533A,20.3,21.7,22.8,38.1,11.8,12.5,20.3,8.38,21.7,22.9,38.3,28.1,http://www.spec.org/cpu95/results/res98q1/cpu95-980202-02383.html
143,177,1998-01-01,Digital NH,DIGITAL Server 7305 6533A,20.3,21.7,22.8,38.2,11.9,12.5,20.3,8.39,21.6,22.9,38.3,28.0,http://www.spec.org/cpu95/results/res98q2/cpu95-980325-02577.html
144,178,1998-07-01,Digital NH,DIGITAL Server 7310 6600A,26.5,28.5,35.2,49.0,15.6,19.4,37.1,9.39,25.9,26.2,43.3,32.7,http://www.spec.org/cpu95/results/res98q2/cpu95-980325-02578.html
145,169,1998-04-01,Digital NH,Digital Alpha VME 5/352,12.7,13.8,16.8,19.6,6.88,6.6,12.0,6.64,15.3,15.8,25.0,15.0,http://www.spec.org/cpu95/results/res98q1/cpu95-980302-02546.html
146,175,1998-04-01,Digital NH,Digital Alpha VME 5/480,14.2,15.2,16.8,20.0,7.43,6.73,12.0,7.09,18.1,17.9,35.4,19.9,http://www.spec.org/cpu95/results/res98q1/cpu95-980302-02545.html
147,167,1995-10-01,Digital NH,Digital EB164,11.6,12.1,14.5,19.1,6.56,6.16,9.33,6.52,11.8,15.4,23.3,14.8,http://www.spec.org/cpu95/results/res9512/p058.html
148,177,1997-10-01,Digital NH,AlphaServer 1200 5/533,20.3,21.7,22.8,38.1,11.8,12.5,20.3,8.38,21.7,22.9,38.3,28.1,http://www.spec.org/cpu95/results/res98q2/cpu95-980428-02737.html
149,177,1997-10-01,Digital NH,AlphaServer 4100 5/533,20.3,21.7,22.8,38.2,11.9,12.5,20.3,8.39,21.6,22.9,38.3,28.0,http://www.spec.org/cpu95/results/res98q2/cpu95-980428-02745.html
150,171,1997-04-01,Digital NH,AlphaServer 800 5/400,13.3,14.4,15.7,26.0,7.4,6.53,12.7,5.35,16.2,15.7,28.8,18.1,http://www.spec.org/cpu95/results/res98q2/cpu95-980428-02734.html
151,176,1997-10-01,Digital NH,AlphaServer 800 5/500,14.8,15.9,16.2,26.8,8.25,6.96,13.4,5.71,18.6,19.1,36.0,20.7,http://www.spec.org/cpu95/results/res98q2/cpu95-980428-02735.html
152,551,1997-05-01,Digital NH,DIGITAL Personal Workstation 266i,6.36,0.0,8.69,13.9,3.93,3.19,4.97,4.18,5.94,7.98,9.38,7.75,http://www.spec.org/cpu95/results/res97q2/cpu95-970512-01872.html
153,172,1997-01-01,Digital NH,DIGITAL Personal Workstation 433a,15.3,0.0,19.5,24.0,9.28,8.24,9.13,8.53,17.2,17.6,39.2,21.0,http://www.spec.org/cpu95/results/res97q2/cpu95-970423-01822.html
154,172,1997-05-01,Digital NH,DIGITAL Personal Workstation 433au,16.9,18.1,21.8,24.4,9.53,8.58,15.7,8.42,19.2,20.9,35.1,23.0,http://www.spec.org/cpu95/results/res97q2/cpu95-970423-01819.html
155,176,1997-04-01,Digital NH,DIGITAL Personal Workstation 500a,16.5,0.0,20.6,25.5,9.26,8.75,10.1,9.17,19.1,19.4,44.7,22.3,http://www.spec.org/cpu95/results/res97q2/cpu95-970423-01827.html
156,176,1997-05-01,Digital NH,DIGITAL Personal Workstation 500au,18.0,19.5,22.7,26.3,9.98,9.07,16.5,9.03,21.2,22.9,40.1,23.2,http://www.spec.org/cpu95/results/res97q2/cpu95-970423-01818.html
157,178,1997-08-01,Digital NH,DIGITAL Personal Workstation 600a,18.4,0.0,22.1,28.1,10.8,9.43,11.4,10.1,21.8,21.7,53.3,24.1,http://www.spec.org/cpu95/results/res97q2/cpu95-970512-01869.html
158,178,1997-08-01,Digital NH,DIGITAL Personal Workstation 600au,19.9,21.3,24.3,28.1,10.8,9.71,17.3,9.88,24.3,24.7,48.4,27.9,http://www.spec.org/cpu95/results/res97q2/cpu95-970512-01873.html
159,205,1998-12-01,FUJITSU LIMITED,GP7000F Model200 225,16.3,17.2,22.9,35.3,9.84,9.25,14.0,9.44,13.1,15.4,29.6,22.4,http://www.spec.org/cpu95/results/res99q1/cpu95-19990201-03413.html
160,206,1998-12-01,FUJITSU LIMITED,GP7000F Model200 250,19.4,20.9,26.7,42.7,11.7,14.3,16.8,10.8,14.8,17.2,32.7,25.7,http://www.spec.org/cpu95/results/res99q1/cpu95-19990201-03414.html
161,207,1999-07-01,FUJITSU LIMITED,GP7000F Model200 275,20.7,22.0,27.1,43.8,12.7,15.3,18.2,11.4,15.8,18.8,36.2,27.8,http://www.spec.org/cpu95/results/res99q2/cpu95-19990601-03685.html
162,207,1998-12-01,FUJITSU LIMITED,GP7000F Model600 275,25.0,27.1,47.7,66.4,14.3,21.6,22.0,13.2,17.2,18.8,35.7,29.2,http://www.spec.org/cpu95/results/res99q1/cpu95-19990201-03395.html
163,208,1999-08-01,FUJITSU LIMITED,GP7000F Model600 300,27.7,30.5,58.5,67.9,16.0,22.8,26.4,14.5,18.4,20.7,38.9,32.3,http://www.spec.org/cpu95/results/res99q2/cpu95-19990601-03691.html
164,550,1997-06-01,Fujitsu,teamserver C760i,5.94,6.42,8.51,13.2,3.88,3.43,3.51,4.34,6.15,7.26,7.73,6.96,http://www.spec.org/cpu95/results/res97q2/cpu95-970530-01890.html
165,551,1997-06-01,Fujitsu,teamserver C770i,6.41,6.9,9.01,14.3,3.82,3.54,3.84,4.69,6.86,7.92,8.84,7.79,http://www.spec.org/cpu95/results/res97q2/cpu95-970530-01885.html
166,551,1997-06-01,Fujitsu,teamserver G770i,6.55,7.06,9.18,14.5,4.11,3.63,3.89,4.75,6.98,8.18,8.84,7.86,http://www.spec.org/cpu95/results/res97q2/cpu95-970530-01879.html
167,588,1996-06-01,ICL,superserver J630i,5.21,6.06,8.1,10.2,3.66,3.59,2.85,2.86,4.98,5.82,8.91,6.42,http://www.spec.org/cpu95/results/res96q2/cpu95-960429-00744.html
168,590,1996-07-01,ICL,superserver J650i,5.95,6.68,8.91,12.4,3.89,3.69,3.3,3.28,5.78,6.75,10.7,7.74,http://www.spec.org/cpu95/results/res96q2/cpu95-960529-00820.html
169,572,1999-12-01,Fujitsu Siemens Computers,CELSIUS 650,30.2,30.4,51.7,95.0,16.4,17.5,29.3,17.4,26.2,22.7,40.7,36.4,http://www.spec.org/cpu95/results/res2000q1/cpu95-19991220-03948.html
170,500,1995-05-01,Intel,Gateway P5-100,2.07,2.72,3.13,3.52,1.32,1.68,1.02,1.06,2.16,2.29,3.91,2.89,http://www.spec.org/cpu95/results/res9512/p059.html
171,234,1996-11-01,HAL Computer Systems,Fujitsu HALstation 300,12.6,13.7,25.8,40.3,6.72,9.56,8.46,9.39,8.76,7.35,18.0,16.8,http://www.spec.org/cpu95/results/res97q2/cpu95-970414-01777.html
172,235,1996-11-01,HAL Computer Systems,Fujitsu HALstation 300,14.1,15.3,28.7,45.2,7.39,10.5,9.54,10.5,9.81,8.13,20.5,18.8,http://www.spec.org/cpu95/results/res97q2/cpu95-970414-01791.html
173,235,1996-11-01,HAL Computer Systems,Fujitsu HALstation 300,12.8,13.6,23.9,31.3,6.87,9.44,8.16,10.3,8.96,8.66,20.2,18.7,http://www.spec.org/cpu95/results/res96q4/cpu95-961029-01429.html
174,234,1996-11-01,HAL Computer Systems,Fujitsu HALstation 300,11.5,12.2,21.5,28.0,6.18,8.55,7.3,9.2,8.06,7.83,17.7,16.8,http://www.spec.org/cpu95/results/res96q4/cpu95-961029-01431.html
175,233,1995-10-01,HAL Computer Systems,Fujitsu HALstation 300,8.87,9.54,16.9,24.8,4.95,6.47,4.85,7.75,4.91,6.38,14.9,12.8,http://www.spec.org/cpu95/results/res96q2/cpu95-960513-00807.html
176,232,1995-10-01,HAL Computer Systems,Fujitsu HALstation 300,7.87,8.49,15.0,22.1,4.48,5.87,4.2,6.83,4.29,5.9,12.8,11.3,http://www.spec.org/cpu95/results/res96q2/cpu95-960513-00809.html
177,263,1999-05-01,HP Fort Collins; CO,HP 9000 Model B1000,39.3,42.0,71.0,105.0,23.9,22.2,29.8,28.3,30.5,30.6,58.1,49.0,http://www.spec.org/cpu95/results/res99q3/cpu95-19990816-03766.html
178,266,1999-05-01,HP Fort Collins; CO,HP 9000 Model C3000,48.9,52.4,86.4,122.0,28.7,26.0,38.5,35.1,38.9,39.6,77.5,61.4,http://www.spec.org/cpu95/results/res99q3/cpu95-19990816-03768.html
179,263,1999-05-01,HP Fort Collins; CO,HP 9000 Model B1000,37.4,38.8,64.7,93.2,23.0,20.1,28.0,26.9,30.9,31.8,52.9,49.2,http://www.spec.org/cpu95/results/res99q2/cpu95-19990524-03669.html
180,267,2000-01-01,HP TCD,HP 9000 Model B2000,49.7,52.4,89.3,132.0,30.2,25.9,38.7,35.4,39.7,38.8,77.5,60.8,http://www.spec.org/cpu95/results/res2000q1/cpu95-20000313-04126.html
181,253,1995-11-01,HP Cupertino; CA,HP 9000 Model C100,6.44,6.59,10.8,17.3,2.66,3.49,4.42,4.15,5.9,6.22,10.3,10.3,http://www.spec.org/cpu95/results/res9512/p061.html
182,253,1995-11-01,HP Cupertino; CA,HP 9000 Model C100,6.2,6.2,11.0,17.8,2.71,3.52,4.39,3.62,4.63,5.94,10.1,10.2,http://www.spec.org/cpu95/results/res96q4/cpu95-960903-01265.html
183,254,1995-11-01,HP Cupertino; CA,HP 9000 Model C110,7.88,8.14,13.5,20.9,3.31,4.33,5.33,5.13,7.12,7.58,12.3,12.7,http://www.spec.org/cpu95/results/res9512/p062.html
184,254,1995-11-01,HP Cupertino; CA,HP 9000 Model C110,7.45,7.45,13.3,21.4,3.21,4.23,5.27,4.36,5.56,7.19,12.1,12.2,http://www.spec.org/cpu95/results/res96q4/cpu95-960903-01261.html
185,258,1996-06-01,HP Cupertino; CA,HP 9000 Model C160,15.2,16.3,24.6,31.4,8.6,7.9,13.0,12.8,11.6,9.57,28.5,23.2,http://www.spec.org/cpu95/results/res96q2/cpu95-960607-00856.html
186,259,1996-06-01,HP Cupertino; CA,HP 9000 Model C180-XP,17.2,18.7,25.2,31.0,11.6,8.85,14.8,13.8,12.9,12.2,32.2,27.2,http://www.spec.org/cpu95/results/res96q2/cpu95-960607-00852.html
187,266,1999-05-01,HP Fort Collins; CO,HP 9000 Model C3000,46.7,48.6,77.6,108.0,28.3,24.0,35.6,33.3,39.4,41.4,71.8,62.3,http://www.spec.org/cpu95/results/res99q2/cpu95-19990524-03665.html
188,271,2000-01-01,HP TCD (Fort Collins CO),HP 9000 Model C3600,61.0,64.0,102.0,151.0,36.8,29.8,49.6,41.4,49.4,50.8,107.0,76.7,http://www.spec.org/cpu95/results/res2000q1/cpu95-20000313-04128.html
189,247,1996-01-01,HP Cupertino; CA,HP 9000 Model D200,2.9,2.9,4.32,9.02,1.61,1.84,2.59,1.98,1.92,2.5,3.99,3.74,http://www.spec.org/cpu95/results/res96q1/cpu95-960205-00361.html
190,243,1995-03-01,HP Cupertino; CA,HP 9000 Model D210,4.01,4.08,6.5,10.9,1.97,2.27,3.46,2.89,3.47,3.24,5.36,5.65,http://www.spec.org/cpu95/results/res96q4/cpu95-961107-01435.html
191,243,1996-01-01,HP Cupertino; CA,HP 9000 Model D210,3.7,3.7,5.19,11.1,1.96,2.23,3.28,2.54,2.9,2.71,5.32,5.45,http://www.spec.org/cpu95/results/res96q1/cpu95-960205-00383.html
192,255,1997-03-01,HP Cupertino; CA,HP 9000 Model D220,6.55,6.72,9.53,16.0,3.36,3.5,4.83,4.45,5.87,6.8,10.3,9.07,http://www.spec.org/cpu95/results/res96q4/cpu95-961107-01442.html
193,256,1997-03-01,HP Cupertino; CA,HP 9000 Model D230,7.4,7.58,10.7,17.5,3.71,3.84,5.53,5.06,6.79,7.82,12.5,9.95,http://www.spec.org/cpu95/results/res96q4/cpu95-961107-01450.html
194,253,1995-03-01,HP Cupertino; CA,HP 9000 Model D250,6.57,6.77,11.2,17.3,2.74,3.65,4.47,4.25,5.99,6.38,10.3,10.3,http://www.spec.org/cpu95/results/res96q4/cpu95-961015-01393.html
195,253,1996-01-01,HP Cupertino; CA,HP 9000 Model D250,6.12,6.12,11.0,17.5,2.67,3.5,4.35,3.63,4.66,5.51,10.1,9.97,http://www.spec.org/cpu95/results/res96q1/cpu95-960205-00446.html
196,258,1996-12-01,HP Cupertino; CA,HP 9000 Model D270,14.0,15.0,20.4,27.9,7.72,6.97,12.9,10.9,11.7,9.3,28.4,21.8,http://www.spec.org/cpu95/results/res96q4/cpu95-961015-01398.html
197,243,1995-03-01,HP Cupertino; CA,HP 9000 Model D310,4.01,4.08,6.5,10.9,1.97,2.27,3.46,2.89,3.47,3.24,5.36,5.65,http://www.spec.org/cpu95/results/res96q4/cpu95-961107-01438.html
198,243,1996-01-01,HP Cupertino; CA,HP 9000 Model D310,3.7,3.7,5.19,11.1,1.96,2.23,3.28,2.54,2.9,2.71,5.32,5.45,http://www.spec.org/cpu95/results/res96q1/cpu95-960205-00387.html
199,255,1997-03-01,HP Cupertino; CA,HP 9000 Model D320,6.55,6.72,9.53,16.0,3.36,3.5,4.83,4.45,5.87,6.8,10.3,9.07,http://www.spec.org/cpu95/results/res96q4/cpu95-961107-01446.html
200,256,1997-03-01,HP Cupertino; CA,HP 9000 Model D330,7.4,7.58,10.7,17.5,3.71,3.84,5.53,5.06,6.79,7.82,12.5,9.95,http://www.spec.org/cpu95/results/res96q4/cpu95-961107-01454.html
201,253,1995-03-01,HP Cupertino; CA,HP 9000 Model D350,6.57,6.77,11.2,17.3,2.74,3.65,4.47,4.25,5.99,6.38,10.3,10.3,http://www.spec.org/cpu95/results/res96q4/cpu95-961015-01391.html
202,253,1996-01-01,HP Cupertino; CA,HP 9000 Model D350,6.12,6.12,11.0,17.5,2.67,3.5,4.35,3.63,4.66,5.51,10.1,9.97,http://www.spec.org/cpu95/results/res96q1/cpu95-960205-00451.html
203,258,1996-12-01,HP Cupertino; CA,HP 9000 Model D370,14.0,15.0,20.4,27.9,7.72,6.97,12.9,10.9,11.7,9.3,28.4,21.8,http://www.spec.org/cpu95/results/res96q4/cpu95-961014-01366.html
204,259,1997-09-01,HP Cupertino; CA,HP 9000 Model D380 1-CPU,16.1,17.4,23.9,27.5,10.6,7.54,14.3,11.5,14.6,11.6,31.5,24.8,http://www.spec.org/cpu95/results/res97q3/cpu95-970908-02114.html
205,253,1995-08-01,Hewlett-Packard,HP 9000 Model J200,6.59,6.81,11.2,17.4,2.7,3.65,4.46,4.29,5.98,6.4,10.3,10.7,http://www.spec.org/cpu95/results/res96q4/cpu95-960903-01257.html
206,253,1995-08-01,HP Cupertino; CA,HP 9000 Model J200,6.28,6.28,11.5,17.9,2.7,3.6,4.4,3.72,4.67,5.99,10.1,10.3,http://www.spec.org/cpu95/results/res9509/p054.html
207,254,1995-08-01,Hewlett-Packard,HP 9000 Model J210,7.88,8.16,13.5,20.9,3.29,4.38,5.33,5.13,7.24,7.31,12.3,12.7,http://www.spec.org/cpu95/results/res96q4/cpu95-960903-01254.html
208,254,1995-08-01,HP Cupertino; CA,HP 9000 Model J210,7.54,7.54,14.0,21.4,3.25,4.26,5.26,4.47,5.62,7.17,12.1,12.5,http://www.spec.org/cpu95/results/res9509/p056.html
209,254,1996-03-01,Hewlett-Packard,HP 9000 Model J210XC,8.72,9.06,13.7,21.0,4.71,4.64,5.93,5.23,7.25,9.72,12.4,15.0,http://www.spec.org/cpu95/results/res96q4/cpu95-960903-01249.html
210,254,1996-03-01,HP Cupertino; CA,HP 9000 Model J210XC,8.3,8.3,14.2,21.5,4.76,4.59,5.65,4.52,5.67,9.06,12.2,14.6,http://www.spec.org/cpu95/results/res96q2/cpu95-960409-00635.html
211,261,1998-03-01,HP Fort Collins; CO,HP 9000 Model J2240,23.5,26.3,36.5,31.8,16.6,11.6,19.3,17.1,19.0,23.5,41.6,36.9,http://www.spec.org/cpu95/results/res98q1/cpu95-980105-02330.html
212,259,1996-06-01,HP Cupertino; CA,HP 9000 Model J280,17.9,19.6,32.0,29.8,11.9,9.18,15.1,14.2,15.2,11.9,31.2,26.6,http://www.spec.org/cpu95/results/res97q3/cpu95-970829-02099.html
213,271,2000-01-01,HP TCD,HP 9000 Model J5600,59.7,62.7,98.4,140.0,37.2,27.7,49.3,40.7,46.2,53.3,107.0,77.0,http://www.spec.org/cpu95/results/res2000q1/cpu95-20000313-04130.html
214,260,1997-07-01,HP Cupertino; CA,HP 9000 Model K370 1-CPU,20.1,23.0,31.9,25.6,14.3,10.7,16.8,15.0,15.9,19.9,34.9,31.2,http://www.spec.org/cpu95/results/res97q3/cpu95-970618-01941.html
215,253,1995-03-01,HP Cupertino; CA,HP 9000 Model K400,6.58,6.8,11.2,17.3,2.75,3.63,4.43,4.31,5.96,6.31,10.3,10.7,http://www.spec.org/cpu95/results/res9509/p058.html
216,253,1995-03-01,HP Cupertino; CA,HP 9000 Model K400,6.21,6.21,11.3,17.6,2.68,3.55,4.33,3.7,4.61,5.95,10.0,10.3,http://www.spec.org/cpu95/results/res96q3/cpu95-960829-01191.html
217,254,1996-01-01,HP Cupertino; CA,HP 9000 Model K410,7.87,8.15,13.4,20.8,3.25,4.36,5.32,5.18,7.11,7.56,12.2,12.8,http://www.spec.org/cpu95/results/res9512/p063.html
218,254,1996-01-01,HP Cupertino; CA,HP 9000 Model K410,7.4,7.4,13.8,20.9,3.22,4.24,5.24,4.44,5.57,6.59,12.1,12.1,http://www.spec.org/cpu95/results/res96q3/cpu95-960829-01196.html
219,254,1996-02-01,HP Cupertino; CA,HP 9000 Model K420,8.74,9.11,13.6,21.0,4.76,4.67,5.91,5.31,7.24,9.65,12.4,15.1,http://www.spec.org/cpu95/results/res96q3/cpu95-960829-01204.html
220,254,1996-01-01,HP Cupertino; CA,HP 9000 Model K420,8.24,8.24,13.9,21.6,4.73,4.51,5.68,4.49,5.6,9.0,12.2,14.3,http://www.spec.org/cpu95/results/res96q1/cpu95-960205-00151.html
221,258,1996-09-01,HP Cupertino; CA,HP 9000 Model K450,17.0,18.8,28.8,30.2,11.8,10.2,14.2,14.0,12.2,11.0,28.3,26.1,http://www.spec.org/cpu95/results/res96q3/cpu95-960829-01220.html
222,259,1996-09-01,HP Cupertino; CA,HP 9000 Model K460,18.3,20.2,30.4,30.2,12.8,10.6,15.4,15.2,12.9,12.3,32.1,28.3,http://www.spec.org/cpu95/results/res96q3/cpu95-960830-01245.html
223,259,1996-06-01,HP Cupertino; CA,HP 9000 Model K460EG,18.3,20.2,30.4,30.2,12.8,10.6,15.4,15.2,12.9,12.3,32.1,28.3,http://www.spec.org/cpu95/results/res96q2/cpu95-960530-00830.html
224,260,1997-07-01,HP Cupertino; CA,HP 9000 Model K570 1-CPU,20.1,23.0,31.9,25.6,14.3,10.7,16.8,15.0,15.9,19.9,34.9,31.2,http://www.spec.org/cpu95/results/res97q3/cpu95-970617-01931.html
225,262,1997-11-01,HP Cupertino; CA,HP 9000 Model K580 1-CPU,25.3,28.5,39.5,31.2,17.7,14.3,21.2,18.7,19.1,28.5,42.6,37.7,http://www.spec.org/cpu95/results/res98q1/cpu95-980213-02426.html
226,267,1999-11-01,HP Richardson; TX,HP 9000 Model L2000,45.0,47.2,70.2,103.0,26.4,20.7,38.2,30.0,39.0,39.3,84.7,57.8,http://www.spec.org/cpu95/results/res99q4/cpu95-19990927-03870.html
227,271,2000-04-01,HP Richardson; TX,HP 9000 Model N4000,55.9,58.8,92.2,131.0,32.9,25.9,46.7,37.0,46.7,48.6,107.0,69.6,http://www.spec.org/cpu95/results/res2000q1/cpu95-20000228-04078.html
228,264,1999-08-01,HP Richardson; TX,HP 9000 Model N4000,43.7,46.3,78.4,116.0,26.7,22.7,34.3,30.9,35.0,34.2,69.4,52.6,http://www.spec.org/cpu95/results/res99q2/cpu95-19990510-03599.html
229,267,1999-08-01,HP Richardson; TX,HP 9000 Model N4000,48.7,51.4,83.2,121.0,29.0,23.6,39.7,33.4,40.6,40.1,84.8,59.3,http://www.spec.org/cpu95/results/res99q2/cpu95-19990426-03544.html
230,259,1997-06-01,HP Cupertino; CA,HP 9000 Model T600 1-CPU,14.4,14.9,16.4,25.2,10.9,7.82,13.6,7.79,11.9,11.5,32.3,24.1,http://www.spec.org/cpu95/results/res97q2/cpu95-970609-01913.html
231,243,1994-01-01,HP Cupertino; CA,HP 9000 Series 700 Model 712/100,3.96,4.03,6.35,10.7,1.94,2.22,3.39,2.86,3.43,3.17,5.58,5.54,http://www.spec.org/cpu95/results/res96q4/cpu95-960904-01279.html
232,245,1994-01-01,HP Cupertino; CA,HP 9000 Series 700 Model 712/60,2.6,2.66,4.8,7.87,1.48,1.73,2.3,1.95,2.13,2.39,2.63,2.46,http://www.spec.org/cpu95/results/res96q4/cpu95-960904-01273.html
233,245,1994-01-01,HP Cupertino; CA,HP 9000 Series 700 Model 712/60,2.39,2.39,4.07,8.08,1.49,1.74,2.21,1.72,1.58,2.2,2.36,2.3,http://www.spec.org/cpu95/results/res96q1/cpu95-960131-00134.html
234,248,1994-01-01,HP Cupertino; CA,HP 9000 Series 700 Model 712/80,3.49,3.55,5.75,9.63,1.77,2.03,2.98,2.47,2.9,2.87,4.46,4.85,http://www.spec.org/cpu95/results/res96q4/cpu95-960904-01275.html
235,248,1994-01-01,HP Cupertino; CA,HP 9000 Series 700 Model 712/80,3.25,3.25,4.73,9.88,1.78,2.0,2.82,2.17,2.44,2.75,4.3,4.49,http://www.spec.org/cpu95/results/res96q1/cpu95-960131-00131.html
236,243,1994-05-01,HP Cupertino; CA,HP 9000 Series 700 Model 715/100,3.47,3.47,4.59,10.0,1.73,1.98,3.04,2.45,2.82,2.85,5.35,4.99,http://www.spec.org/cpu95/results/res9509/p051.html
237,243,1995-06-01,HP Cupertino; CA,HP 9000 Series 700 Model 715/100XC,4.57,4.7,6.42,10.8,2.53,2.27,3.95,2.91,4.14,4.81,5.64,7.69,http://www.spec.org/cpu95/results/res9512/p060.html
238,243,1995-06-01,HP Cupertino; CA,HP 9000 Series 700 Model 715/100XC,4.26,4.26,5.13,10.8,2.59,2.25,3.77,2.6,3.35,4.62,5.43,7.41,http://www.spec.org/cpu95/results/res96q4/cpu95-960904-01283.html
239,237,1991-03-01,HP Cupertino; CA,HP 9000 Series 700 Model 720/50,2.02,2.02,2.94,5.13,1.21,1.16,1.25,1.29,1.58,1.83,3.18,3.59,http://www.spec.org/cpu95/results/res96q1/cpu95-960131-00132.html
240,251,1992-12-01,HP Cupertino; CA,HP 9000 Series 700 Model 735/125,4.55,4.55,5.05,10.6,2.19,2.19,3.13,2.88,4.25,4.21,11.1,8.23,http://www.spec.org/cpu95/results/res9509/p053.html
241,238,1992-12-01,HP Cupertino; CA,HP 9000 Series 700 Model 735/99,3.98,3.98,4.79,9.77,1.98,1.96,2.63,2.46,3.59,3.73,8.86,7.16,http://www.spec.org/cpu95/results/res9509/p052.html
242,265,1998-12-01,HP Richardson; TX,HP 9000/785 Model C360,26.0,28.1,34.6,32.2,15.7,10.4,22.1,18.3,24.1,27.6,65.5,43.8,http://www.spec.org/cpu95/results/res98q4/cpu95-981204-03210.html
