01 6.13e+06
06 3.65e+07
12 7.33e+07
18 1.1e+08
24 1.46e+08
30 1.83e+08
36 2.19e+08
42 2.55e+08
48 2.91e+08

01 5.04e+06
05 2.45e+07
11 4.97e+07
17 7.29e+07
23 7.55e+07
29 1.01e+08
35 1.1e+08
41 1.26e+08
47 1.38e+08

01 3.86e+06
07 2.1e+07
13 2.93e+07
19 3.5e+07
25 3.48e+07
31 3.6e+07
37 3.61e+07
43 3.37e+07
